step,total_updates,epoch,batch_in_epoch,samples_seen,mean_loss,per_target_loss,per_process_loss,target_names,process_names,step_dt,rebuild_count,holdout_loss,holdout_label,epoch_mean_loss,epoch_time_seconds,grad_norm,n_failed_samples,failed_processes
123,400,123,1,246,0.006123538074,0.004700631707;0.003624155826;0.01004582669,0.007087213484;0.005159862664,biomass;glucose;product,T_run_2;T_run_1,0.009043,0,,,0.006123538074,0.009043,0.002541368194,0,
124,400,124,1,248,0.005974894466,0.004546319588;0.003567259554;0.009811104258,0.004962801445;0.006986987487,biomass;glucose;product,T_run_1;T_run_2,0.010769,0,,,0.005974894466,0.010769,0.00248592046,0,
125,400,125,1,250,0.005828442407,0.00438432143;0.003528709587;0.009572296203,0.006882524286;0.004774360528,biomass;glucose;product,T_run_2;T_run_1,0.012452,0,,,0.005828442407,0.012452,0.002402820224,0,
126,400,126,1,252,0.005684963375,0.004217513418;0.003508233889;0.009329142818,0.006774226382;0.004595700367,biomass;glucose;product,T_run_2;T_run_1,0.009625,0,,,0.005684963375,0.009625,0.00229770949,0,
127,400,127,1,254,0.005545985526,0.0040504651;0.003504506296;0.009082985184,0.004428680506;0.006663290547,biomass;glucose;product,T_run_1;T_run_2,0.010872,0,,,0.005545985526,0.010872,0.002193357269,0,
128,400,128,1,256,0.00541316374,0.003888328796;0.003514527144;0.00883663528,0.006551427149;0.00427490033,biomass;glucose;product,T_run_2;T_run_1,0.009548,0,,,0.00541316374,0.009548,0.002122447884,0,
129,400,129,1,258,0.005287509165,0.003735415493;0.003533006853;0.008594105149,0.006440593268;0.004134425062,biomass;glucose;product,T_run_2;T_run_1,0.009561,0,,,0.005287509165,0.009561,0.002111408837,0,
130,400,130,1,260,0.005168771604,0.003593980146;0.003552158272;0.008360176393,0.00400497888;0.006332564327,biomass;glucose;product,T_run_1;T_run_2,0.012335,0,,,0.005168771604,0.012335,0.002159080443,0,
131,400,131,1,262,0.005055625997,0.003464154232;0.003563881499;0.008138842261,0.006228752565;0.003882499429,biomass;glucose;product,T_run_2;T_run_1,0.012194,0,,,0.005055625997,0.012194,0.002233272957,0,
132,400,132,1,264,0.004946134356,0.003344598322;0.003560269021;0.007933535724,0.003762238625;0.006130030086,biomass;glucose;product,T_run_1;T_run_2,0.012409,0,,,0.004946134356,0.012409,0.002287044955,0,
133,400,133,1,266,0.004838734426,0.003233674217;0.003536920077;0.007745608982,0.006036668824;0.003640800027,biomass;glucose;product,T_run_2;T_run_1,0.013296,0,,,0.004838734426,0.013296,0.002285054973,0,
134,400,134,1,268,0.004732844195,0.003130497716;0.003493462851;0.007574572018,0.005948367941;0.003517320449,biomass;glucose;product,T_run_2;T_run_1,0.011194,0,,,0.004732844195,0.011194,0.00221616993,0,
135,400,135,1,270,0.004628922605,0.0030349993;0.003433787386;0.007417981129,0.005864315299;0.00339352991,biomass;glucose;product,T_run_2;T_run_1,0.013347,0,,,0.004628922605,0.013347,0.002095850734,0,
136,400,136,1,272,0.004528037415,0.00294736591;0.003364995735;0.007271750602,0.005783286404;0.003272788427,biomass;glucose;product,T_run_2;T_run_1,0.013197,0,,,0.004528037415,0.013197,0.001958061686,0,
137,400,137,1,274,0.004431076407,0.002867128195;0.003295086857;0.007131014169,0.005703802777;0.003158350037,biomass;glucose;product,T_run_2;T_run_1,0.011294,0,,,0.004431076407,0.011294,0.001838344693,0,
138,400,138,1,276,0.004338229921,0.002792850481;0.003230157484;0.006991681799,0.005624485565;0.003051974278,biomass;glucose;product,T_run_2;T_run_1,0.013022,0,,,0.004338229921,0.013022,0.00175651361,0,
139,400,139,1,278,0.004248951327,0.002722249983;0.003175561549;0.006849042447,0.005543784844;0.002954117809,biomass;glucose;product,T_run_2;T_run_1,0.010656,0,,,0.004248951327,0.010656,0.001711779437,0,
140,400,140,1,280,0.004162457081,0.002652932329;0.003134103546;0.006700335369,0.002864033824;0.005460880339,biomass;glucose;product,T_run_1;T_run_2,0.012660,0,,,0.004162457081,0.012660,0.001687267752,0,
141,400,141,1,282,0.004077992487,0.002583082596;0.003106838005;0.006544056859,0.002780533493;0.005375451481,biomass;glucose;product,T_run_1;T_run_2,0.010627,0,,,0.004077992487,0.010627,0.001664469602,0,
142,400,142,1,284,0.003995255929,0.002512305035;0.003093589531;0.006379873221,0.005287804812;0.002702707046,biomass;glucose;product,T_run_2;T_run_1,0.011295,0,,,0.003995255929,0.011295,0.001633623962,0,
143,400,143,1,286,0.003914349025,0.002441153814;0.003092803578;0.006209089682,0.002629891477;0.005198806572,biomass;glucose;product,T_run_1;T_run_2,0.009601,0,,,0.003914349025,0.009601,0.001597054875,0,
144,400,144,1,288,0.003835707552,0.002371121444;0.003101962616;0.006034038598,0.002561712321;0.005109702784,biomass;glucose;product,T_run_1;T_run_2,0.010659,0,,,0.003835707552,0.010659,0.001566221206,0,
145,400,145,1,290,0.003759793192,0.002303958124;0.003117574608;0.005857846843,0.005021875945;0.002497710438,biomass;glucose;product,T_run_2;T_run_1,0.010224,0,,,0.003759793192,0.010224,0.001554130718,0,
146,400,146,1,292,0.00368684301,0.002241077259;0.003135382795;0.005684068977,0.00243706336;0.004936622661,biomass;glucose;product,T_run_1;T_run_2,0.010721,0,,,0.00368684301,0.010721,0.00156561157,0,
147,400,147,1,294,0.003616682826,0.002183201956;0.003150885162;0.005515961362,0.004854809795;0.002378555858,biomass;glucose;product,T_run_2;T_run_1,0.010874,0,,,0.003616682826,0.010874,0.001591839068,0,
148,400,148,1,296,0.003548915519,0.002130334854;0.003160039046;0.005356372658,0.002320864104;0.004776966934,biomass;glucose;product,T_run_1;T_run_2,0.010488,0,,,0.003548915519,0.010488,0.001614002902,0,
149,400,149,1,298,0.003483089916,0.00208203944;0.003160100428;0.005207129879,0.002263021025;0.004703158806,biomass;glucose;product,T_run_1;T_run_2,0.009773,0,,,0.003483089916,0.009773,0.00161340659,0,
150,400,150,1,300,0.003418945934,0.002037917702;0.003150030518;0.005068889583,0.00220477549;0.004633116379,biomass;glucose;product,T_run_1;T_run_2,0.010901,0,,,0.003418945934,0.010901,0.0015800832,0,
151,400,151,1,302,0.003356537103,0.001997252514;0.003131306476;0.004941052319,0.004566373144;0.002146701062,biomass;glucose;product,T_run_2;T_run_1,0.011014,0,,,0.003356537103,0.011014,0.001517768793,0,
152,400,152,1,304,0.003296084024,0.001959769543;0.003106417498;0.004822065031,0.002089770471;0.004502397577,biomass;glucose;product,T_run_1;T_run_2,0.009369,0,,,0.003296084024,0.009369,0.001439255633,0,
153,400,153,1,306,0.003237806007,0.001924933498;0.003078780354;0.004709704168,0.00203493148;0.004440680533,biomass;glucose;product,T_run_1;T_run_2,0.012938,0,,,0.003237806007,0.012938,0.001361251499,0,
154,400,154,1,308,0.003181752195,0.001891962165;0.003051767718;0.004601526702,0.004380795838;0.001982708553,biomass;glucose;product,T_run_2;T_run_1,0.011656,0,,,0.003181752195,0.011656,0.001296388517,0,
155,400,155,1,310,0.003127767358,0.001859894865;0.003028095342;0.004495311868,0.004322442037;0.001933092679,biomass;glucose;product,T_run_2;T_run_1,0.012352,0,,,0.003127767358,0.012352,0.001248463793,0,
156,400,156,1,312,0.003075582103,0.001827821999;0.003009490313;0.004389433996,0.004265470728;0.001885693478,biomass;glucose;product,T_run_2;T_run_1,0.011955,0,,,0.003075582103,0.011955,0.001213513433,0,
157,400,157,1,314,0.003024950596,0.001795146496;0.002996594415;0.004283110879,0.001840010825;0.004209890368,biomass;glucose;product,T_run_1;T_run_2,0.013086,0,,,0.003024950596,0.013086,0.001185336169,0,
158,400,158,1,316,0.002975747152,0.001761735494;0.002989008123;0.004176497839,0.00179566268;0.004155831624,biomass;glucose;product,T_run_1;T_run_2,0.011915,0,,,0.002975747152,0.011915,0.001160819129,0,
159,400,159,1,318,0.002927944807,0.001727934494;0.002985556301;0.004070343627,0.00410341683;0.001752472785,biomass;glucose;product,T_run_2;T_run_1,0.011240,0,,,0.002927944807,0.011240,0.001141544468,0,
160,400,160,1,320,0.002881652948,0.001694190913;0.002983864585;0.003966903346,0.004052886915;0.001710418981,biomass;glucose;product,T_run_2;T_run_1,0.012866,0,,,0.002881652948,0.012866,0.001130953671,0,
161,400,161,1,322,0.002836848476,0.001661081678;0.002981561773;0.003867901976,0.001669518114;0.004004178838,biomass;glucose;product,T_run_1;T_run_2,0.012246,0,,,0.002836848476,0.012246,0.001129656606,0,
162,400,162,1,324,0.002793434264,0.001628943311;0.002976071471;0.003775288009,0.001629743666;0.003957124861,biomass;glucose;product,T_run_1;T_run_2,0.011335,0,,,0.002793434264,0.011335,0.001132343271,0,
163,400,163,1,326,0.00275123304,0.001597877115;0.002965265138;0.003690556867,0.00391143528;0.0015910308,biomass;glucose;product,T_run_2;T_run_1,0.012591,0,,,0.00275123304,0.012591,0.001129540337,0,
164,400,164,1,328,0.002710070031,0.001567831391;0.002947935834;0.003614442868,0.00155334757;0.003866792492,biomass;glucose;product,T_run_1;T_run_2,0.011857,0,,,0.002710070031,0.011857,0.00111293258,0,
165,400,165,1,330,0.002669852477,0.001538715382;0.002924083365;0.003546758685,0.003822949746;0.001516755209,biomass;glucose;product,T_run_2;T_run_1,0.013321,0,,,0.002669852477,0.013321,0.001080301625,0,
166,400,166,1,332,0.002630587244,0.001510450586;0.0028948917;0.003486419447,0.001481390814;0.003779783674,biomass;glucose;product,T_run_1;T_run_2,0.011705,0,,,0.002630587244,0.011705,0.001036936869,0,
167,400,167,1,334,0.002592328273,0.001482938683;0.002862399394;0.003431646742,0.003737280887;0.001447375659,biomass;glucose;product,T_run_2;T_run_1,0.011390,0,,,0.002592328273,0.011390,0.0009927237875,0,
168,400,168,1,336,0.002555100263,0.00145600791;0.002828986531;0.003380306348,0.003695480461;0.001414720065,biomass;glucose;product,T_run_2;T_run_1,0.011566,0,,,0.002555100263,0.011566,0.0009564499486,0,
169,400,169,1,338,0.002518858256,0.001429418761;0.002796851798;0.003330304209,0.001383301591;0.003654414921,biomass;glucose;product,T_run_1;T_run_2,0.012084,0,,,0.002518858256,0.012084,0.0009309981462,0,
170,400,170,1,340,0.002483508097,0.001402954505;0.002767614823;0.003279954963,0.003614080882;0.001352935312,biomass;glucose;product,T_run_2;T_run_1,0.013331,0,,,0.002483508097,0.013331,0.0009131307826,0,
171,400,171,1,342,0.002448963682,0.001376545946;0.002742097635;0.003228247464,0.001323485167;0.003574442196,biomass;glucose;product,T_run_1;T_run_2,0.009898,0,,,0.002448963682,0.009898,0.0008977160127,0,
172,400,172,1,344,0.002415192886,0.001350347525;0.002720276828;0.003174954306,0.003535447869;0.001294937903,biomass;glucose;product,T_run_2;T_run_1,0.013063,0,,,0.002415192886,0.013063,0.0008822972245,0,
173,400,173,1,346,0.002382218179,0.001324708608;0.002701374113;0.003120571817,0.003497044979;0.001267391379,biomass;glucose;product,T_run_2;T_run_1,0.009816,0,,,0.002382218179,0.009816,0.0008683625477,0,
174,400,174,1,348,0.002350076135,0.001300055155;0.002684067681;0.00306610557,0.001240970654;0.003459181617,biomass;glucose;product,T_run_1;T_run_2,0.009937,0,,,0.002350076135,0.009937,0.0008588362729,0,
175,400,175,1,350,0.002318771174,0.001276750838;0.002666809629;0.003012753057,0.001215734302;0.003421808047,biomass;glucose;product,T_run_1;T_run_2,0.013201,0,,,0.002318771174,0.013201,0.0008542251662,0,
176,400,176,1,352,0.002288260864,0.001255013203;0.002648211315;0.002961558075,0.001191635817;0.003384885911,biomass;glucose;product,T_run_1;T_run_2,0.011537,0,,,0.002288260864,0.011537,0.0008510849708,0,
177,400,177,1,354,0.002258481785,0.001234913585;0.002627411989;0.002913119782,0.00334840379;0.00116855978,biomass;glucose;product,T_run_2;T_run_1,0.011282,0,,,0.002258481785,0.011282,0.000844395842,0,
178,400,178,1,356,0.002229389463,0.001216427375;0.002604314446;0.002867426568,0.001146393996;0.003312384931,biomass;glucose;product,T_run_1;T_run_2,0.012025,0,,,0.002229389463,0.012025,0.0008315314668,0,
179,400,179,1,358,0.002200975583,0.001199476425;0.00257959655;0.002823853773,0.0011250771;0.003276874065,biomass;glucose;product,T_run_1;T_run_2,0.011100,0,,,0.002200975583,0.011100,0.0008141922463,0,
180,400,180,1,360,0.002173249519,0.001183935959;0.002554490545;0.002781322052,0.00324190689;0.001104592147,biomass;glucose;product,T_run_2;T_run_1,0.011204,0,,,0.002173249519,0.011204,0.0007967972953,0,
181,400,181,1,362,0.002146205356,0.001169628446;0.002530415688;0.002738571934,0.001084927816;0.003207482896,biomass;glucose;product,T_run_1;T_run_2,0.011891,0,,,0.002146205356,0.011891,0.0007828855547,0,
182,400,182,1,364,0.002119806954,0.001156343706;0.002508595665;0.00269448149,0.003173562548;0.001066051359,biomass;glucose;product,T_run_2;T_run_1,0.012022,0,,,0.002119806954,0.012022,0.0007728057673,0,
183,400,183,1,366,0.002094003342,0.001143893667;0.002489771487;0.002648344871,0.001047914858;0.003140091825,biomass;glucose;product,T_run_1;T_run_2,0.011924,0,,,0.002094003342,0.011924,0.0007646959064,0,
184,400,184,1,368,0.002068757186,0.001132167113;0.002474063269;0.002600041176,0.00310703651;0.001030477862,biomass;glucose;product,T_run_2;T_run_1,0.011785,0,,,0.002068757186,0.011785,0.0007573259759,0,
185,400,185,1,370,0.002044050413,0.001121160735;0.002460948804;0.0025500417,0.001013715005;0.00307438582,biomass;glucose;product,T_run_1;T_run_2,0.012222,0,,,0.002044050413,0.012222,0.0007516658717,0,
186,400,186,1,372,0.002019904336,0.001110845806;0.00244955319;0.002499314012,0.003042211185;0.0009975974867,biomass;glucose;product,T_run_2;T_run_1,0.009335,0,,,0.002019904336,0.009335,0.0007495063314,0,
187,400,187,1,374,0.001996309676,0.001101227196;0.00243867569;0.002449026142,0.003010551167;0.0009820681852,biomass;glucose;product,T_run_2;T_run_1,0.013163,0,,,0.001996309676,0.013163,0.0007508722996,0,
188,400,188,1,376,0.001973243907,0.001092213608;0.002427233408;0.002400284705,0.0009670408329;0.002979446981,biomass;glucose;product,T_run_1;T_run_2,0.013528,0,,,0.001973243907,0.013528,0.0007528071378,0,
189,400,189,1,378,0.001950674085,0.001083649491;0.002414503586;0.002353869177,0.0009524300933;0.002948918076,biomass;glucose;product,T_run_1;T_run_2,0.012761,0,,,0.001950674085,0.012761,0.0007512975213,0,
190,400,190,1,380,0.001928576238,0.00107535886;0.002400291155;0.002310078701,0.002918965173;0.0009381873043,biomass;glucose;product,T_run_2;T_run_1,0.011964,0,,,0.001928576238,0.011964,0.0007443356447,0,
191,400,191,1,382,0.001906942174,0.001067181238;0.002384923364;0.002268721919,0.0009243089819;0.002889575366,biomass;glucose;product,T_run_1;T_run_2,0.011014,0,,,0.001906942174,0.011014,0.0007332505716,0,
192,400,192,1,384,0.001885768251,0.001058980233;0.002369077018;0.002229247502,0.002860724936;0.0009108115652,biomass;glucose;product,T_run_2;T_run_1,0.013625,0,,,0.001885768251,0.013625,0.0007213323815,0,
193,400,193,1,386,0.001865040101,0.001050638399;0.002353510438;0.002190971465,0.0008976981002;0.002832382101,biomass;glucose;product,T_run_1;T_run_2,0.012402,0,,,0.001865040101,0.012402,0.0007112829846,0,
194,400,194,1,388,0.001844730523,0.001042061165;0.002338801321;0.002153329083,0.00088494669;0.002804514356,biomass;glucose;product,T_run_1;T_run_2,0.012512,0,,,0.001844730523,0.012512,0.0007039096327,0,
195,400,195,1,390,0.001824811707,0.001033191171;0.002325171566;0.002116072384,0.002777098417;0.0008725249968,biomass;glucose;product,T_run_2;T_run_1,0.011490,0,,,0.001824811707,0.011490,0.0006988739022,0,
196,400,196,1,392,0.001805267168,0.001024013073;0.002312436705;0.002079351727,0.002750124562;0.0008604097746,biomass;glucose;product,T_run_2;T_run_1,0.012406,0,,,0.001805267168,0.012406,0.0006959483812,0,
197,400,197,1,394,0.001786090775,0.00101453521;0.002300079655;0.00204365746,0.002723590502;0.0008485910484,biomass;glucose;product,T_run_2;T_run_1,0.012550,0,,,0.001786090775,0.012550,0.0006949962171,0,
198,400,198,1,396,0.001767275927,0.001004761056;0.002287423226;0.002009643499,0.0008370620285;0.002697489826,biomass;glucose;product,T_run_1;T_run_2,0.011098,0,,,0.001767275927,0.011098,0.0006949037916,0,
199,400,199,1,398,0.001748812215,0.0009946933645;0.002273841648;0.001977901633,0.0008258188613;0.002671805569,biomass;glucose;product,T_run_1;T_run_2,0.011963,0,,,0.001748812215,0.011963,0.0006932154365,0,
200,400,200,1,400,0.001730675705,0.0009842935618;0.002259019832;0.00194871372,0.002646513739;0.0008148376699,biomass;glucose;product,T_run_2;T_run_1,0.013857,0,,,0.001730675705,0.013857,0.0006877651348,0,
201,400,201,1,402,0.001712859501,0.0009736024339;0.002242982371;0.001921993698,0.0008041279307;0.002621591071,biomass;glucose;product,T_run_1;T_run_2,0.012722,0,,,0.001712859501,0.012722,0.0006780853493,0,
202,400,202,1,404,0.001695361836,0.0009626963639;0.002226123805;0.001897265338,0.0007937043325;0.002597019339,biomass;glucose;product,T_run_1;T_run_2,0.012434,0,,,0.001695361836,0.012434,0.0006660068696,0,
203,400,203,1,406,0.001678179917,0.0009516864469;0.002209046527;0.001873806776,0.002572776607;0.0007835832263,biomass;glucose;product,T_run_2;T_run_1,0.011396,0,,,0.001678179917,0.011396,0.0006541383235,0,
204,400,204,1,408,0.001661305531,0.0009406972804;0.002192350901;0.001850868411,0.002548838328;0.0007737727341,biomass;glucose;product,T_run_2;T_run_1,0.012194,0,,,0.001661305531,0.012194,0.0006441153452,0,
205,400,205,1,410,0.001644726205,0.0009298466398;0.002176446789;0.001827885185,0.002525178985;0.0007642734247,biomass;glucose;product,T_run_2;T_run_1,0.010543,0,,,0.001644726205,0.010543,0.0006361915827,0,
206,400,206,1,412,0.001628432438,0.0009192326358;0.002161448286;0.001804616393,0.002501780047;0.0007550848285,biomass;glucose;product,T_run_2;T_run_1,0.010082,0,,,0.001628432438,0.010082,0.0006300830951,0,
207,400,207,1,414,0.001612420097,0.0009089210189;0.002147177678;0.001781161595,0.0007462066192;0.002478633576,biomass;glucose;product,T_run_1;T_run_2,0.012007,0,,,0.001612420097,0.012007,0.000625560413,0,
208,400,208,1,416,0.001596685639,0.0008989348095;0.002133269259;0.001757852849,0.0007376325772;0.002455738701,biomass;glucose;product,T_run_1;T_run_2,0.012042,0,,,0.001596685639,0.012042,0.0006220755927,0,
209,400,209,1,418,0.001581221235,0.0008892590495;0.002119333578;0.001735071078,0.0007293468583;0.002433095612,biomass;glucose;product,T_run_1;T_run_2,0.013328,0,,,0.001581221235,0.013328,0.000618369201,0,
210,400,210,1,420,0.001566015981,0.0008798662993;0.002105121934;0.001713059711,0.0007213299014;0.002410702061,biomass;glucose;product,T_run_1;T_run_2,0.012491,0,,,0.001566015981,0.012491,0.0006130942278,0,
211,400,211,1,422,0.001551060901,0.0008707484955;0.002090625589;0.00169180862,0.002388553224;0.0007135685785,biomass;glucose;product,T_run_2;T_run_1,0.010314,0,,,0.001551060901,0.010314,0.0006059560545,0,
212,400,212,1,424,0.00153635066,0.0008619319402;0.002076068252;0.001671051789,0.0007060592497;0.002366642071,biomass;glucose;product,T_run_1;T_run_2,0.012160,0,,,0.00153635066,0.012160,0.0005979874604,0,
213,400,213,1,426,0.001521880334,0.0008534659093;0.00206179891;0.001650376184,0.0006988011841;0.002344959485,biomass;glucose;product,T_run_1;T_run_2,0.011715,0,,,0.001521880334,0.011715,0.0005905943677,0,
214,400,214,1,428,0.001507642598,0.0008453958556;0.002048137553;0.001629394386,0.002323496353;0.0006917888429,biomass;glucose;product,T_run_2;T_run_1,0.011791,0,,,0.001507642598,0.011791,0.0005845009672,0,
215,400,215,1,430,0.00149362946,0.0008377378026;0.002035242731;0.001607907846,0.0006850108176;0.002302248102,biomass;glucose;product,T_run_1;T_run_2,0.012167,0,,,0.00149362946,0.012167,0.0005796879974,0,
216,400,216,1,432,0.001479835633,0.0008304624087;0.002023052701;0.001585991789,0.002281217756;0.0006784535097,biomass;glucose;product,T_run_2;T_run_1,0.012336,0,,,0.001479835633,0.012336,0.0005759695635,0,
217,400,217,1,434,0.00146625851,0.0008234914244;0.002011317716;0.001563966391,0.0006721032471;0.002260413773,biomass;glucose;product,T_run_1;T_run_2,0.013912,0,,,0.00146625851,0.013912,0.0005731456754,0,
218,400,218,1,436,0.001452895048,0.0008167109656;0.001999706125;0.001542268052,0.0006659457722;0.002239844323,biomass;glucose;product,T_run_1;T_run_2,0.012759,0,,,0.001452895048,0.012759,0.0005706415758,0,
219,400,219,1,438,0.00143974024,0.0008100035215;0.001987939453;0.001521277745,0.000659967064;0.002219513415,biomass;glucose;product,T_run_1;T_run_2,0.013499,0,,,0.00143974024,0.013499,0.0005675239931,0,
220,400,220,1,440,0.001426788988,0.0008032874006;0.001975898523;0.001501181041,0.002199421445;0.0006541565317,biomass;glucose;product,T_run_2;T_run_1,0.012620,0,,,0.001426788988,0.012620,0.0005632042682,0,
221,400,221,1,442,0.001414037929,0.0007965413121;0.001963653659;0.001481918817,0.002179567404;0.0006485084543,biomass;glucose;product,T_run_2;T_run_1,0.013552,0,,,0.001414037929,0.013552,0.0005579775431,0,
222,400,222,1,444,0.001401483525,0.0007898011689;0.001951404471;0.001463244936,0.0006430175237;0.002159949527,biomass;glucose;product,T_run_1;T_run_2,0.011886,0,,,0.001401483525,0.011886,0.0005526686117,0,
223,400,223,1,446,0.001389123542,0.0007831207143;0.001939384682;0.00144486523,0.002140564968;0.0006376821166,biomass;glucose;product,T_run_2;T_run_1,0.012004,0,,,0.001389123542,0.012004,0.0005479115639,0,
224,400,224,1,448,0.00137695239,0.0007765477626;0.001927727946;0.001426581461,0.0006324939683;0.002121410812,biomass;glucose;product,T_run_1;T_run_2,0.013759,0,,,0.00137695239,0.013759,0.0005438491967,0,
225,400,225,1,450,0.001364966592,0.000770089619;0.001916427034;0.001408383122,0.0006274472088;0.002102485975,biomass;glucose;product,T_run_1;T_run_2,0.013080,0,,,0.001364966592,0.013080,0.0005404384189,0,
226,400,226,1,452,0.001353164166,0.0007637095864;0.00190534622;0.001390436691,0.002083791614;0.0006225367174,biomass;glucose;product,T_run_2;T_run_1,0.010980,0,,,0.001353164166,0.010980,0.0005375193334,0,
227,400,227,1,454,0.001341542937,0.0007573442955;0.001894297692;0.001372986822,0.0006177562833;0.00206532959,biomass;glucose;product,T_run_1;T_run_2,0.013257,0,,,0.001341542937,0.013257,0.0005346081568,0,
228,400,228,1,456,0.001330099718,0.0007509387155;0.001883139632;0.001356220805,0.0006130985257;0.00204710091,biomass;glucose;product,T_run_1;T_run_2,0.013393,0,,,0.001330099718,0.013393,0.0005310171096,0,
229,400,229,1,458,0.001318831342,0.0007444813259;0.001871847148;0.001340165553,0.0006085575051;0.002029105179,biomass;glucose;product,T_run_1;T_run_2,0.010948,0,,,0.001318831342,0.010948,0.0005264245682,0,
230,400,230,1,460,0.001307735398,0.0007380172775;0.00186052064;0.001324668276,0.0006041305566;0.002011340239,biomass;glucose;product,T_run_1;T_run_2,0.013403,0,,,0.001307735398,0.013403,0.0005211871451,0,
231,400,231,1,462,0.001296809409,0.0007316298461;0.001849329759;0.001309468622,0.0005998169886;0.00199380183,biomass;glucose;product,T_run_1;T_run_2,0.012993,0,,,0.001296809409,0.012993,0.0005159702395,0,
232,400,232,1,464,0.001286050172,0.0007254011315;0.001838425844;0.001294323539,0.0005956156152;0.001976484728,biomass;glucose;product,T_run_1;T_run_2,0.011824,0,,,0.001286050172,0.011824,0.0005112113845,0,
233,400,233,1,466,0.001275454574,0.0007193740424;0.001827870068;0.001279119612,0.001959385434;0.0005915237143,biomass;glucose;product,T_run_2;T_run_1,0.011386,0,,,0.001275454574,0.011386,0.0005070071275,0,
234,400,234,1,468,0.001265065253,0.0007136090384;0.001817683146;0.001263903575,0.001942593354;0.0005875371528,biomass;glucose;product,T_run_2;T_run_1,0.013503,0,,,0.001265065253,0.013503,0.000503323056,0,
235,400,235,1,470,0.001254785679,0.0007078733564;0.001807571772;0.001248911909,0.0005836502434;0.001925921115,biomass;glucose;product,T_run_1;T_run_2,0.013681,0,,,0.001254785679,0.013681,0.0004996375125,0,
236,400,236,1,472,0.001244664451,0.0007021829223;0.001797501701;0.00123430873,0.001909471497;0.000579857405,biomass;glucose;product,T_run_2;T_run_1,0.012510,0,,,0.001244664451,0.012510,0.0004955719749,0,
237,400,237,1,474,0.001234699435,0.0006964968535;0.001787422516;0.001220178936,0.0005761545918;0.001893244279,biomass;glucose;product,T_run_1;T_run_2,0.012631,0,,,0.001234699435,0.012631,0.0004908866212,0,
238,400,238,1,476,0.00122488879,0.0006908234307;0.001777371038;0.0012064719,0.0005725399754;0.001877237604,biomass;glucose;product,T_run_1;T_run_2,0.012291,0,,,0.00122488879,0.012291,0.0004857991125,0,
239,400,239,1,478,0.001215230634,0.0006852100041;0.001767441827;0.001193040073,0.001861448703;0.0005690125657,biomass;glucose;product,T_run_2;T_run_1,0.013293,0,,,0.001215230634,0.013293,0.0004807630519,0,
240,400,240,1,480,0.001205722662,0.0006797097956;0.001757727603;0.001179730587,0.001845874813;0.0005655705107,biomass;glucose;product,T_run_2;T_run_1,0.012368,0,,,0.001205722662,0.012368,0.0004760729089,0,
241,400,241,1,482,0.001196362501,0.0006743469546;0.001748266067;0.001166474481,0.0005622108001;0.001830514202,biomass;glucose;product,T_run_1;T_run_2,0.013192,0,,,0.001196362501,0.013192,0.0004717636586,0,
242,400,242,1,484,0.001187148226,0.0006691004997;0.001739023041;0.001153321135,0.001815366454;0.0005589299974,biomass;glucose;product,T_run_2;T_run_1,0.010303,0,,,0.001187148226,0.010303,0.0004677289893,0,
243,400,243,1,486,0.00117807812,0.0006639162211;0.001729919088;0.00114039905,0.0005557246285;0.001800431611,biomass;glucose;product,T_run_1;T_run_2,0.015644,0,,,0.00117807812,0.015644,0.000463761973,0,
244,400,244,1,488,0.001169150258,0.0006587401567;0.001720881696;0.001127828922,0.0005525913538;0.001785709163,biomass;glucose;product,T_run_1;T_run_2,0.012917,0,,,0.001169150258,0.012917,0.0004596026132,0,
245,400,245,1,490,0.001160362653,0.0006535537982;0.001711890685;0.001115643476,0.001771197824;0.0005495274818,biomass;glucose;product,T_run_2;T_run_1,0.011666,0,,,0.001160362653,0.011666,0.0004551418434,0,
246,400,246,1,492,0.001151713529,0.0006483881961;0.001702989602;0.001103762789,0.001756895771;0.0005465312875,biomass;glucose;product,T_run_2;T_run_1,0.011628,0,,,0.001151713529,0.011628,0.0004505402131,0,
247,400,247,1,494,0.001143200987,0.0006433063279;0.001694257439;0.001092039194,0.000543601421;0.001742800553,biomass;glucose;product,T_run_1;T_run_2,0.010891,0,,,0.001143200987,0.010891,0.0004460532468,0,
248,400,248,1,496,0.001134822929,0.0006383670381;0.001685759992;0.001080341756,0.000540736348;0.001728909509,biomass;glucose;product,T_run_1;T_run_2,0.014290,0,,,0.001134822929,0.014290,0.0004418104271,0,
249,400,249,1,498,0.001126577383,0.0006335923299;0.001677513393;0.001068626426,0.001715220629;0.0005379341374,biomass;glucose;product,T_run_2;T_run_1,0.011924,0,,,0.001126577383,0.011924,0.0004378121275,0,
250,400,250,1,500,0.001118448635,0.0006289393311;0.001669469261;0.001056937315,0.0005351643207;0.00170173295,biomass;glucose;product,T_run_1;T_run_2,0.013453,0,,,0.001118448635,0.013453,0.0004340017526,0,
251,400,251,1,502,0.001110462529,0.0006243954352;0.001661586003;0.001045406148,0.0005324790587;0.001688445998,biomass;glucose;product,T_run_1;T_run_2,0.013610,0,,,0.001110462529,0.013610,0.0004301879396,0,
252,400,252,1,504,0.001102603873,0.0006199044405;0.001653812909;0.00103409427,0.001675358976;0.0005298487704,biomass;glucose;product,T_run_2;T_run_1,0.011283,0,,,0.001102603873,0.011283,0.0004262390152,0,
