step,total_updates,epoch,batch_in_epoch,samples_seen,mean_loss,per_target_loss,per_process_loss,target_names,process_names,step_dt,rebuild_count,holdout_loss,holdout_label,epoch_mean_loss,epoch_time_seconds,grad_norm,n_failed_samples,failed_processes
253,400,253,1,506,0.001094870941,0.0006154652408;0.001646153723;0.001022993859,0.0005272714805;0.001662470401,biomass;glucose;product,T_run_1;T_run_2,0.010925,0,,,0.001094870941,0.010925,0.0004221783042,0,
254,400,254,1,508,0.001087262022,0.0006111083294;0.001638645915;0.001012031821,0.001649778193;0.0005247458502,biomass;glucose;product,T_run_2;T_run_1,0.012636,0,,,0.001087262022,0.012636,0.0004181603459,0,
255,400,255,1,510,0.001079775293,0.0006068678149;0.00163132808;0.001001129984,0.001637280121;0.0005222704644,biomass;glucose;product,T_run_2;T_run_1,0.013821,0,,,0.001079775293,0.013821,0.0004142985072,0,
256,400,256,1,512,0.001072408951,0.0006027504865;0.001624208478;0.0009902678896,0.001624974455;0.0005198434475,biomass;glucose;product,T_run_2;T_run_1,0.012203,0,,,0.001072408951,0.012203,0.0004106051655,0,
257,400,257,1,514,0.001065161387,0.000598724267;0.001617256508;0.0009795033851,0.001612860192;0.0005174625812,biomass;glucose;product,T_run_2;T_run_1,0.012422,0,,,0.001065161387,0.012422,0.0004070311954,0,
258,400,258,1,516,0.001058031112,0.0005947343561;0.001610421687;0.0009689372926,0.001600936655;0.0005151255686,biomass;glucose;product,T_run_2;T_run_1,0.010708,0,,,0.001058031112,0.010708,0.0004034746003,0,
259,400,259,1,518,0.001051016328,0.0005907353304;0.00160366602;0.0009586476352,0.001589202282;0.0005128303744,biomass;glucose;product,T_run_2;T_run_1,0.010955,0,,,0.001051016328,0.010955,0.0003998295965,0,
260,400,260,1,520,0.001044115309,0.0005867173604;0.001596985297;0.0009486432687,0.0005105755128;0.001577655105,biomass;glucose;product,T_run_1;T_run_2,0.012643,0,,,0.001044115309,0.012643,0.0003960933719,0,
261,400,261,1,522,0.001037326314,0.0005827063907;0.00159040591;0.0009388666425,0.001566292684;0.0005083599447,biomass;glucose;product,T_run_2;T_run_1,0.015102,0,,,0.001037326314,0.015102,0.0003923622154,0,
262,400,262,1,524,0.001030647538,0.0005787397665;0.001583960676;0.0009292421726,0.001555112359;0.0005061827181,biomass;glucose;product,T_run_2;T_run_1,0.014177,0,,,0.001030647538,0.014177,0.0003887140881,0,
263,400,263,1,526,0.001024077186,0.0005748365855;0.001577663122;0.0009197318514,0.0005040427922;0.00154411158,biomass;glucose;product,T_run_1;T_run_2,0.013780,0,,,0.001024077186,0.013780,0.0003851626272,0,
264,400,264,1,528,0.00101761358,0.0005709852096;0.001571499189;0.0009103563423,0.0005019390399;0.00153328812,biomass;glucose;product,T_run_1;T_run_2,0.013084,0,,,0.00101761358,0.013084,0.000381684952,0,
265,400,265,1,530,0.001011255099,0.0005671564086;0.001565441043;0.0009011678446,0.0004998702616;0.001522639936,biomass;glucose;product,T_run_1;T_run_2,0.011082,0,,,0.001011255099,0.011082,0.000378226687,0,
266,400,266,1,532,0.001005000065,0.0005633306303;0.001559470641;0.0008921989218,0.000497835342;0.001512164787,biomass;glucose;product,T_run_1;T_run_2,0.014850,0,,,0.001005000065,0.014850,0.0003747368797,0,
267,400,267,1,534,0.0009988467768,0.0005595169682;0.00155359409;0.0008834292722,0.0004958334806;0.001501860073,biomass;glucose;product,T_run_1;T_run_2,0.014144,0,,,0.0009988467768,0.014144,0.0003712363184,0,
268,400,268,1,536,0.0009927935099,0.0005557480993;0.001547835842;0.000874796588,0.001491722878;0.0004938641417,biomass;glucose;product,T_run_2;T_run_1,0.013331,0,,,0.0009927935099,0.013331,0.000367794999,0,
269,400,269,1,538,0.0009868385008,0.000552055539;0.001542218475;0.000866241488,0.0004919267574;0.001481750244,biomass;glucose;product,T_run_1;T_run_2,0.013261,0,,,0.0009868385008,0.013261,0.0003644508304,0,
270,400,270,1,540,0.0009809800345,0.0005484457535;0.001536745025;0.0008577493249,0.0004900205364;0.001471939533,biomass;glucose;product,T_run_1;T_run_2,0.012528,0,,,0.0009809800345,0.012528,0.0003611982306,0,
271,400,271,1,542,0.0009752164833,0.0005448963783;0.001531397753;0.0008493553189,0.001462288482;0.0004881444846,biomass;glucose;product,T_run_2;T_run_1,0.014432,0,,,0.0009752164833,0.014432,0.0003580124961,0,
272,400,272,1,544,0.0009695462303,0.0005413749381;0.001526153194;0.0008411105584,0.001452794898;0.0004862975623,biomass;glucose;product,T_run_2;T_run_1,0.013226,0,,,0.0009695462303,0.013226,0.0003548567918,0,
273,400,273,1,546,0.0009639651495,0.0005378641293;0.001521000633;0.0008330306866,0.001443456376;0.0004844739233,biomass;glucose;product,T_run_2;T_run_1,0.016495,0,,,0.0009639651495,0.016495,0.0003517144068,0,
274,400,274,1,548,0.0009584766396,0.0005343708175;0.001515945586;0.0008251135155,0.001434270293;0.0004826829857,biomass;glucose;product,T_run_2;T_run_1,0.016643,0,,,0.0009584766396,0.016643,0.0003486075329,0,
275,400,275,1,550,0.0009530764704,0.0005309179498;0.001511005086;0.0008173063759,0.001425233901;0.0004809190402,biomass;glucose;product,T_run_2;T_run_1,0.017412,0,,,0.0009530764704,0.017412,0.0003455587849,0,
276,400,276,1,552,0.000947762993,0.0005275190771;0.001506187727;0.0008095821751,0.001416344559;0.000479181427,biomass;glucose;product,T_run_2;T_run_1,0.014701,0,,,0.000947762993,0.014701,0.0003425601962,0,
277,400,277,1,554,0.0009425346486,0.0005241769795;0.001501481207;0.000801945759,0.001407599869;0.0004774694287,biomass;glucose;product,T_run_2;T_run_1,0.017047,0,,,0.0009425346486,0.017047,0.0003395969284,0,
278,400,278,1,556,0.0009373900151,0.0005208438563;0.001496876632;0.0007944495574,0.0004757824261;0.001398997604,biomass;glucose;product,T_run_1;T_run_2,0.013703,0,,,0.0009373900151,0.013703,0.000336667385,0,
279,400,279,1,558,0.0009323274828,0.000517512078;0.001492354788;0.000787115583,0.001390535438;0.0004741195276,biomass;glucose;product,T_run_2;T_run_1,0.015546,0,,,0.0009323274828,0.015546,0.0003337572539,0,
280,400,280,1,560,0.0009273455102,0.0005141854541;0.001487915409;0.0007799356672,0.001382210895;0.0004724801255,biomass;glucose;product,T_run_2;T_run_1,0.018917,0,,,0.0009273455102,0.018917,0.0003308738487,0,
281,400,281,1,562,0.0009224426039,0.0005108870223;0.001483570659;0.0007728701309,0.0004708638368;0.001374021371,biomass;glucose;product,T_run_1;T_run_2,0.015389,0,,,0.0009224426039,0.015389,0.0003280342745,0,
282,400,282,1,564,0.0009176172573,0.0005076392053;0.001479331315;0.0007658812515,0.0004692702417;0.001365964273,biomass;glucose;product,T_run_1;T_run_2,0.015968,0,,,0.0009176172573,0.015968,0.0003252394528,0,
283,400,283,1,566,0.0009128680127,0.0005044441799;0.001475195266;0.0007589645922,0.0004676988262;0.001358037199,biomass;glucose;product,T_run_1;T_run_2,0.013330,0,,,0.0009128680127,0.013330,0.0003224865317,0,
284,400,284,1,568,0.0009081934695,0.000501283806;0.001471148468;0.0007521481342,0.00135023795;0.0004661489893,biomass;glucose;product,T_run_2;T_run_1,0.013060,0,,,0.0009081934695,0.013060,0.0003197774297,0,
285,400,285,1,570,0.0009035922432,0.0004981375855;0.00146717654;0.000745462604,0.001342564353;0.0004646201336,biomass;glucose;product,T_run_2;T_run_1,0.013858,0,,,0.0009035922432,0.013858,0.0003171080537,0,
286,400,286,1,572,0.0008990629568,0.0004950007449;0.001463275454;0.0007389126712,0.0004631117782;0.001335014135,biomass;glucose;product,T_run_1;T_run_2,0.016731,0,,,0.0008990629568,0.016731,0.0003144782258,0,
287,400,287,1,574,0.0008946042421,0.0004918852227;0.001459451399;0.0007324761042,0.0004616235482;0.001327584936,biomass;glucose;product,T_run_1;T_run_2,0.017562,0,,,0.0008946042421,0.017562,0.0003118903236,0,
288,400,288,1,576,0.0008902147406,0.000488803783;0.001455710865;0.0007261295737,0.001320274418;0.0004601550635,biomass;glucose;product,T_run_2;T_run_1,0.017632,0,,,0.0008902147406,0.017632,0.0003093334945,0,
289,400,289,1,578,0.0008858945035,0.0004857529746;0.001452051965;0.0007198785713,0.0004587058935;0.001313083114,biomass;glucose;product,T_run_1;T_run_2,0.015695,0,,,0.0008858945035,0.015695,0.0003067968459,0,
290,400,290,1,580,0.0008816396399,0.0004827188166;0.00144846325;0.0007137368528,0.0004572756046;0.001306003675,biomass;glucose;product,T_run_1;T_run_2,0.017231,0,,,0.0008816396399,0.017231,0.000304284346,0,
291,400,291,1,582,0.0008774501555,0.0004796832875;0.001444934449;0.0007077327302,0.000455863796;0.001299036515,biomass;glucose;product,T_run_1;T_run_2,0.015360,0,,,0.0008774501555,0.015360,0.0003017979587,0,
292,400,292,1,584,0.0008733248128,0.0004766451619;0.00144146359;0.0007018656862,0.0004544701585;0.001292179467,biomass;glucose;product,T_run_1;T_run_2,0.017554,0,,,0.0008733248128,0.017554,0.0002993394223,0,
293,400,293,1,586,0.0008692623884,0.0004736191778;0.00143805713;0.0006961108571,0.001285430321;0.0004530944558,biomass;glucose;product,T_run_2;T_run_1,0.016435,0,,,0.0008692623884,0.016435,0.0002969064528,0,
294,400,294,1,588,0.0008652616763,0.0004706208984;0.001434721416;0.0006904427141,0.0004517364617;0.001278786891,biomass;glucose;product,T_run_1;T_run_2,0.014279,0,,,0.0008652616763,0.014279,0.0002944891019,0,
295,400,295,1,590,0.0008613215095,0.0004676525128;0.001431455225;0.0006848567904,0.0004503959259;0.001272247093,biomass;glucose;product,T_run_1;T_run_2,0.015634,0,,,0.0008613215095,0.015634,0.0002920875211,0,
296,400,296,1,592,0.0008574407589,0.0004647038179;0.001428250814;0.0006793676448,0.0004490725737;0.001265808944,biomass;glucose;product,T_run_1;T_run_2,0.014115,0,,,0.0008574407589,0.014115,0.0002897150954,0,
297,400,297,1,594,0.000853618314,0.0004617660437;0.001425101642;0.0006739872562,0.001259470489;0.0004477661389,biomass;glucose;product,T_run_2;T_run_1,0.018245,0,,,0.000853618314,0.018245,0.0002873818922,0,
298,400,298,1,596,0.0008498530796,0.0004588427845;0.001422008106;0.0006687083486,0.0004464763982;0.001253229761,biomass;glucose;product,T_run_1;T_run_2,0.015122,0,,,0.0008498530796,0.015122,0.0002850889804,0,
299,400,299,1,598,0.0008461439742,0.0004559462055;0.001418975294;0.0006635104231,0.001247084801;0.0004452031476,biomass;glucose;product,T_run_2;T_run_1,0.018223,0,,,0.0008461439742,0.018223,0.0002828254483,0,
300,400,300,1,600,0.0008424899395,0.0004530833279;0.001416005731;0.0006583807596,0.001241033721;0.0004439461583,biomass;glucose;product,T_run_2;T_run_1,0.015414,0,,,0.0008424899395,0.015414,0.0002805768801,0,
301,400,301,1,602,0.0008388899544,0.000450247958;0.001413095303;0.0006533266024,0.0004427051738;0.001235074735,biomass;glucose;product,T_run_1;T_run_2,0.014706,0,,,0.0008388899544,0.014706,0.0002783442554,0,
302,400,302,1,604,0.0008353430219,0.0004474270411;0.001410236605;0.0006483654192,0.0004414799263;0.001229206118,biomass;glucose;product,T_run_1;T_run_2,0.015553,0,,,0.0008353430219,0.015553,0.0002761384754,0,
303,400,303,1,606,0.000831848152,0.0004446139823;0.001407425587;0.0006435048871,0.0004402701552;0.001223426149,biomass;glucose;product,T_run_1;T_run_2,0.014673,0,,,0.000831848152,0.014673,0.0002739635969,0,
304,400,304,1,608,0.0008284043984,0.0004418140283;0.001404663987;0.0006387351801,0.0004390756861;0.001217733111,biomass;glucose;product,T_run_1;T_run_2,0.015887,0,,,0.0008284043984,0.015887,0.0002718108917,0,
305,400,305,1,610,0.0008249885813,0.0004389480731;0.001401928348;0.0006340893224,0.001212080845;0.0004378963175,biomass;glucose;product,T_run_2;T_run_1,0.016635,0,,,0.0008249885813,0.016635,0.00026964377,0,
306,400,306,1,612,0.0008216440072,0.0004362239361;0.001399284412;0.0006294236737,0.001206556101;0.0004367319136,biomass;glucose;product,T_run_2;T_run_1,0.016406,0,,,0.0008216440072,0.016406,0.0002674635909,0,
307,400,307,1,614,0.0008183478197,0.000433517313;0.001396686143;0.0006248400029,0.001201113408;0.0004355822316,biomass;glucose;product,T_run_2;T_run_1,0.016129,0,,,0.0008183478197,0.016129,0.0002653213429,0,
308,400,308,1,616,0.0008150991548,0.0004307990511;0.001394118615;0.0006203797986,0.001195751276;0.0004344470331,biomass;glucose;product,T_run_2;T_run_1,0.016557,0,,,0.0008150991548,0.016557,0.0002632488201,0,
309,400,309,1,618,0.0008118982454,0.000428078838;0.001391587046;0.0006160288522,0.001190470343;0.0004333261473,biomass;glucose;product,T_run_2;T_run_1,0.016413,0,,,0.0008118982454,0.016413,0.0002612363154,0,
310,400,310,1,620,0.0008087421098,0.0004253932718;0.001389105902;0.0006117271561,0.001185264818;0.0004322194018,biomass;glucose;product,T_run_2;T_run_1,0.017717,0,,,0.0008087421098,0.017717,0.0002592180182,0,
311,400,311,1,622,0.0008056309475,0.0004227530815;0.001386680226;0.0006074595349,0.000431126584;0.001180135311,biomass;glucose;product,T_run_1;T_run_2,0.017385,0,,,0.0008056309475,0.017385,0.0002571493024,0,
312,400,312,1,624,0.0008025639764,0.0004201348929;0.00138429785;0.0006032591862,0.0004300475121;0.001175080441,biomass;glucose;product,T_run_1;T_run_2,0.018068,0,,,0.0008025639764,0.018068,0.0002550849302,0,
313,400,313,1,626,0.0007995404306,0.0004175103421;0.001381944455;0.0005991664949,0.0004289820198;0.001170098841,biomass;glucose;product,T_run_1;T_run_2,0.017084,0,,,0.0007995404306,0.017084,0.0002530785304,0,
314,400,314,1,628,0.0007965595489,0.0004148809873;0.001379619742;0.000595177918,0.001165189134;0.0004279299639,biomass;glucose;product,T_run_2;T_run_1,0.016590,0,,,0.0007965595489,0.016590,0.0002511321077,0,
315,400,315,1,630,0.0007936205748,0.0004122746616;0.001377335355;0.0005912517072,0.0004268912069;0.001160349943,biomass;glucose;product,T_run_1;T_run_2,0.017566,0,,,0.0007936205748,0.017566,0.0002491971092,0,
316,400,316,1,632,0.0007907227612,0.0004097098853;0.001375098412;0.0005873599859,0.001155579922;0.0004258656,biomass;glucose;product,T_run_2;T_run_1,0.016170,0,,,0.0007907227612,0.016170,0.0002472223704,0,
317,400,317,1,634,0.0007878654167,0.0004071745141;0.001372902113;0.0005835196228,0.001150877808;0.0004248530252,biomass;glucose;product,T_run_2;T_run_1,0.014924,0,,,0.0007878654167,0.014924,0.0002452436997,0,
318,400,318,1,636,0.0007850478708,0.0004046442853;0.00137073458;0.0005797647472,0.0004238533759;0.001146242366,biomass;glucose;product,T_run_1;T_run_2,0.011854,0,,,0.0007850478708,0.011854,0.0002433205123,0,
319,400,319,1,638,0.0007822694526,0.0004021151244;0.001368593441;0.0005760997929,0.001141672364;0.0004228665412,biomass;glucose;product,T_run_2;T_run_1,0.014591,0,,,0.0007822694526,0.014591,0.0002414624567,0,
320,400,320,1,640,0.0007795294953,0.0003996068464;0.001366487143;0.0005724944961,0.001137166595;0.0004218923957,biomass;glucose;product,T_run_2;T_run_1,0.014623,0,,,0.0007795294953,0.014623,0.000239625102,0,
321,400,321,1,642,0.0007768243402,0.0003971447922;0.001364426812;0.0005689014162,0.0004209248017;0.001132723879,biomass;glucose;product,T_run_1;T_run_2,0.018465,0,,,0.0007768243402,0.018465,0.0002377711427,0,
322,400,322,1,644,0.0007741623463,0.0003946944924;0.001362396094;0.0005653964527,0.001128343104;0.0004199815888,biomass;glucose;product,T_run_2;T_run_1,0.013145,0,,,0.0007741623463,0.013145,0.0002358531928,0,
323,400,323,1,646,0.0007715339308,0.0003922533167;0.001360394027;0.0005619544492,0.001124023128;0.0004190447339,biomass;glucose;product,T_run_2;T_run_1,0.016844,0,,,0.0007715339308,0.016844,0.0002340189782,0,
324,400,324,1,648,0.0007689414847,0.0003898114554;0.001358415526;0.0005585974732,0.0004181201207;0.001119762849,biomass;glucose;product,T_run_1;T_run_2,0.016692,0,,,0.0007689414847,0.016692,0.0002322546239,0,
325,400,325,1,650,0.0007663844016,0.0003873943785;0.001356471086;0.0005552877408,0.0004172075997;0.001115561204,biomass;glucose;product,T_run_1;T_run_2,0.015675,0,,,0.0007663844016,0.015675,0.0002304933275,0,
326,400,326,1,652,0.0007638620809,0.0003850172013;0.001354566457;0.0005520025842,0.001111417147;0.0004163070151,biomass;glucose;product,T_run_2;T_run_1,0.016074,0,,,0.0007638620809,0.016074,0.0002286774926,0,
327,400,327,1,654,0.0007613739655,0.0003826653411;0.001352694572;0.0005487619831,0.00110732966;0.0004154182705,biomass;glucose;product,T_run_2;T_run_1,0.015791,0,,,0.0007613739655,0.015791,0.0002268597854,0,
328,400,328,1,656,0.0007589195077,0.0003803172684;0.001350845577;0.0005455956778,0.001103297735;0.00041454128,biomass;glucose;product,T_run_2;T_run_1,0.015753,0,,,0.0007589195077,0.015753,0.0002251079704,0,
329,400,329,1,658,0.0007564981593,0.0003779751806;0.00134901987;0.0005424994268,0.0004136759183;0.0010993204,biomass;glucose;product,T_run_1;T_run_2,0.015465,0,,,0.0007564981593,0.015465,0.0002234185825,0,
330,400,330,1,660,0.0007541093714,0.0003756601107;0.001347225781;0.0005394422226,0.001095396726;0.0004128220164,biomass;glucose;product,T_run_2;T_run_1,0.014951,0,,,0.0007541093714,0.014951,0.0002217234999,0,
331,400,331,1,662,0.0007517526072,0.0003733805673;0.001345466253;0.0005364110017,0.001091525798;0.0004119794164,biomass;glucose;product,T_run_2;T_run_1,0.017205,0,,,0.0007517526072,0.017205,0.0002199834492,0,
332,400,332,1,664,0.0007494273628,0.0003711210211;0.001343734196;0.0005334268713,0.001087706704;0.0004111480212,biomass;glucose;product,T_run_2;T_run_1,0.017322,0,,,0.0007494273628,0.017322,0.0002182556456,0,
333,400,333,1,666,0.0007471331396,0.0003688655632;0.001342022513;0.0005305113423,0.0004103277362;0.001083938543,biomass;glucose;product,T_run_1;T_run_2,0.013614,0,,,0.0007471331396,0.013614,0.0002165926267,0,
334,400,334,1,668,0.0007448694399,0.0003666204685;0.00134033336;0.0005276544917,0.001080220461;0.0004095184189,biomass;glucose;product,T_run_2;T_run_1,0.013407,0,,,0.0007448694399,0.013407,0.0002149748073,0,
335,400,335,1,670,0.0007426357657,0.0003644028615;0.001338673249;0.0005248311864,0.00107655164;0.0004087198917,biomass;glucose;product,T_run_2;T_run_1,0.015697,0,,,0.0007426357657,0.015697,0.0002133359648,0,
336,400,336,1,672,0.0007404316366,0.0003622143822;0.001337042218;0.0005220383093,0.0004079320151;0.001072931258,biomass;glucose;product,T_run_1;T_run_2,0.017559,0,,,0.0007404316366,0.017559,0.000211666124,0,
337,400,337,1,674,0.0007382565943,0.0003600398999;0.001335433487;0.0005192963961,0.001069358486;0.0004071547029,biomass;glucose;product,T_run_2;T_run_1,0.018156,0,,,0.0007382565943,0.018156,0.0002100275973,0,
338,400,338,1,676,0.0007361101818,0.0003578715796;0.001333843369;0.0005166155966,0.001065832515;0.0004063878489,biomass;glucose;product,T_run_2;T_run_1,0.016363,0,,,0.0007361101818,0.016363,0.0002084508615,0,
339,400,339,1,678,0.0007339919433,0.0003557202917;0.001332275808;0.0005139797303,0.0004056312938;0.001062352593,biomass;glucose;product,T_run_1;T_run_2,0.016296,0,,,0.0007339919433,0.016296,0.000206897105,0,
340,400,340,1,680,0.0007319014261,0.0003535976616;0.001330735018;0.0005113715989,0.0004048848669;0.001058917985,biomass;glucose;product,T_run_1;T_run_2,0.013377,0,,,0.0007319014261,0.013377,0.0002053144367,0,
341,400,341,1,682,0.0007298381974,0.0003514981557;0.001329218352;0.0005087980841,0.001055527943;0.000404148452,biomass;glucose;product,T_run_2;T_run_1,0.016238,0,,,0.0007298381974,0.016238,0.0002037259059,0,
342,400,342,1,684,0.0007278018352,0.0003494089316;0.001327720366;0.0005062762084,0.001052181712;0.0004034219587,biomass;glucose;product,T_run_2;T_run_1,0.014347,0,,,0.0007278018352,0.014347,0.0002021854982,0,
343,400,343,1,686,0.0007257919185,0.000347330336;0.001326240954;0.000503804466,0.001048878583;0.0004027052537,biomass;glucose;product,T_run_2;T_run_1,0.012978,0,,,0.0007257919185,0.012978,0.0002006921158,0,
344,400,344,1,688,0.000723808027,0.0003452741001;0.00132478449;0.0005013654905,0.001045617892;0.0004019981618,biomass;glucose;product,T_run_2;T_run_1,0.012534,0,,,0.000723808027,0.012534,0.00019919348,0,
345,400,345,1,690,0.0007218497501,0.0003432435818;0.001323351968;0.0004989537008,0.0004013005335;0.001042398967,biomass;glucose;product,T_run_1;T_run_2,0.016445,0,,,0.0007218497501,0.016445,0.0001976707618,0,
346,400,346,1,692,0.0007199166934,0.0003412289574;0.001321939191;0.0004965819317,0.001039221116;0.0004006122707,biomass;glucose;product,T_run_2;T_run_1,0.015435,0,,,0.0007199166934,0.015435,0.0001961706864,0,
347,400,347,1,694,0.0007180084659,0.0003392242082;0.001320543495;0.0004942576944,0.001036083669;0.0003999332624,biomass;glucose;product,T_run_2;T_run_1,0.014778,0,,,0.0007180084659,0.014778,0.0001947216069,0,
348,400,348,1,696,0.0007161246773,0.0003372367733;0.001319167449;0.0004919698096,0.001032986008;0.0003992633463,biomass;glucose;product,T_run_2;T_run_1,0.014444,0,,,0.0007161246773,0.014444,0.0001932911476,0,
349,400,349,1,698,0.0007142649419,0.0003352743604;0.001317813677;0.0004897067885,0.00102992753;0.0003986023542,biomass;glucose;product,T_run_2;T_run_1,0.011625,0,,,0.0007142649419,0.011625,0.0001918400008,0,
350,400,350,1,700,0.0007124288876,0.0003333322041;0.001316479985;0.000487474474,0.001026907607;0.0003979501678,biomass;glucose;product,T_run_2;T_run_1,0.014952,0,,,0.0007124288876,0.014952,0.0001903919821,0,
351,400,351,1,702,0.0007106161494,0.0003314020184;0.001315162895;0.0004852835346,0.001023925616;0.0003973066828,biomass;glucose;product,T_run_2;T_run_1,0.016351,0,,,0.0007106161494,0.016351,0.0001889879107,0,
352,400,352,1,704,0.000708826364,0.0003294861173;0.001313863046;0.0004831299283,0.001020980976;0.0003966717517,biomass;glucose;product,T_run_2;T_run_1,0.016887,0,,,0.000708826364,0.016887,0.0001876163158,0,
353,400,353,1,706,0.0007070591703,0.0003275923228;0.001312583158;0.0004810020305,0.00101807314;0.0003960452006,biomass;glucose;product,T_run_2;T_run_1,0.014361,0,,,0.0007070591703,0.014361,0.0001862345648,0,
354,400,354,1,708,0.0007053142171,0.0003257196963;0.001311322586;0.0004789003696,0.001015201542;0.0003954268925,biomass;glucose;product,T_run_2;T_run_1,0.014512,0,,,0.0007053142171,0.014512,0.0001848452493,0,
355,400,355,1,710,0.0007035911623,0.0003238604926;0.001310078122;0.0004768348727,0.001012365602;0.000394816723,biomass;glucose;product,T_run_2;T_run_1,0.016467,0,,,0.0007035911623,0.016467,0.0001834889769,0,
356,400,356,1,712,0.0007018896661,0.0003220139478;0.001308849209;0.0004748058413,0.001009564774;0.0003942145578,biomass;glucose;product,T_run_2;T_run_1,0.014515,0,,,0.0007018896661,0.014515,0.0001821698635,0,
357,400,357,1,714,0.0007002093904,0.0003201868562;0.001307638104;0.000472803211,0.001006798552;0.0003936202285,biomass;glucose;product,T_run_2;T_run_1,0.015911,0,,,0.0007002093904,0.015911,0.0001808507677,0,
358,400,358,1,716,0.0006985500047,0.0003183807402;0.001306445061;0.0004708242134,0.001004066419;0.0003930335905,biomass;glucose;product,T_run_2;T_run_1,0.012441,0,,,0.0006985500047,0.012441,0.0001795220165,0,
359,400,359,1,718,0.0006969111869,0.0003165894494;0.0013052675;0.0004688766111,0.001001367837;0.0003924545367,biomass;glucose;product,T_run_2;T_run_1,0.013986,0,,,0.0006969111869,0.013986,0.0001782186202,0,
360,400,360,1,720,0.0006952926223,0.0003148107993;0.001304104377;0.0004669626902,0.0009987022941;0.0003918829504,biomass;glucose;product,T_run_2;T_run_1,0.013454,0,,,0.0006952926223,0.013454,0.0001769527135,0,
361,400,361,1,722,0.0006936939925,0.0003130500765;0.001302957436;0.0004650744653,0.0003913186678;0.0009960693171,biomass;glucose;product,T_run_1;T_run_2,0.015817,0,,,0.0006936939925,0.015817,0.0001756934764,0,
362,400,362,1,724,0.0006921149841,0.0003113094676;0.001301827276;0.0004632082083,0.0003907615385;0.0009934684296,biomass;glucose;product,T_run_1;T_run_2,0.013211,0,,,0.0006921149841,0.013211,0.0001744258849,0,
363,400,363,1,726,0.0006905552939,0.0003095839668;0.001300711878;0.0004613700369,0.0003902114535;0.0009908991342,biomass;glucose;product,T_run_1;T_run_2,0.016053,0,,,0.0006905552939,0.016053,0.0001731787755,0,
364,400,364,1,728,0.0006890146516,0.0003078710871;0.001299610129;0.0004595627384,0.0009883609509;0.0003896683524,biomass;glucose;product,T_run_2;T_run_1,0.017964,0,,,0.0006890146516,0.017964,0.0001719666146,0,
365,400,365,1,730,0.0006874927024,0.0003061750167;0.001298523461;0.0004577796292,0.0003891319673;0.0009858534376,biomass;glucose;product,T_run_1;T_run_2,0.015692,0,,,0.0006874927024,0.015692,0.0001707627585,0,
366,400,366,1,732,0.0006859891817,0.0003044979444;0.001297452428;0.0004560171724,0.0009833761503;0.0003886022132,biomass;glucose;product,T_run_2;T_run_1,0.016619,0,,,0.0006859891817,0.016619,0.0001695528793,0,
367,400,367,1,734,0.0006845038039,0.0003028358399;0.001296395362;0.0004542802101,0.0009809286251;0.0003880789828,biomass;glucose;product,T_run_2;T_run_1,0.019054,0,,,0.0006845038039,0.019054,0.0001683623763,0,
368,400,368,1,736,0.0006830362869,0.0003011867605;0.001295351367;0.0004525707336,0.0003875621592;0.0009785104147,biomass;glucose;product,T_run_1;T_run_2,0.014738,0,,,0.0006830362869,0.014738,0.0001672036558,0,
369,400,369,1,738,0.0006815863511,0.0002995544268;0.001294321593;0.0004508830334,0.0009761211059;0.0003870515964,biomass;glucose;product,T_run_2;T_run_1,0.017047,0,,,0.0006815863511,0.017047,0.0001660528229,0,
370,400,370,1,740,0.0006801537216,0.0002979403151;0.001293306384;0.0004492144655,0.0009737602828;0.0003865471604,biomass;glucose;product,T_run_2;T_run_1,0.017853,0,,,0.0006801537216,0.017853,0.0001648988655,0,
371,400,371,1,742,0.0006787381294,0.0002963406983;0.001292304238;0.0004475694513,0.0009714275125;0.0003860487462,biomass;glucose;product,T_run_2;T_run_1,0.016977,0,,,0.0006787381294,0.016977,0.0001637652784,0,
372,400,372,1,744,0.0006773393088,0.0002947542534;0.001291314531;0.000445949142,0.0003855562373;0.0009691223804,biomass;glucose;product,T_run_1;T_run_2,0.016294,0,,,0.0006773393088,0.016294,0.0001626597348,0,
373,400,373,1,746,0.0006759569971,0.0002931842155;0.001290338245;0.0004443485306,0.0003850694934;0.0009668445009,biomass;glucose;product,T_run_1;T_run_2,0.016935,0,,,0.0006759569971,0.016935,0.0001615593601,0,
374,400,374,1,748,0.0006745909359,0.0002916310933;0.001289375373;0.0004427663416,0.0003845883904;0.0009645934814,biomass;glucose;product,T_run_1;T_run_2,0.018184,0,,,0.0006745909359,0.018184,0.0001604592764,0,
375,400,375,1,750,0.000673240872,0.000290091574;0.001288424551;0.0004412064911,0.0009623689165;0.0003841128276,biomass;glucose;product,T_run_2;T_run_1,0.018011,0,,,0.000673240872,0.018011,0.0001593816862,0,
376,400,376,1,752,0.0006719065553,0.0002885654955;0.001287485527;0.000439668643,0.0009601704222;0.0003836426885,biomass;glucose;product,T_run_2;T_run_1,0.017657,0,,,0.0006719065553,0.017657,0.0001583274713,0,
377,400,377,1,754,0.0006705877387,0.0002870557631;0.001286559121;0.0004381483321,0.0003831778407;0.0009579976367,biomass;glucose;product,T_run_1;T_run_2,0.015298,0,,,0.0006705877387,0.015298,0.0001572756551,0,
