step,total_updates,epoch,batch_in_epoch,samples_seen,mean_loss,per_target_loss,per_process_loss,target_names,process_names,step_dt,rebuild_count,holdout_loss,holdout_label,epoch_mean_loss,epoch_time_seconds,grad_norm,n_failed_samples,failed_processes
405,800,405,1,1215,0.2123107086,0.02187306699;0.02216635489;0.02044568432;0.7847577282,0.1988007739;0.201860001;0.2362713509,biomass;glucose;product;gp_nll,run_1;run_2;run_3,5.050181,0,,,0.2123107086,5.050181,0.1605565674,0,
406,800,406,1,1218,0.2106746937,0.02212915495;0.02208319765;0.02062358978;0.7778628324,0.2001512569;0.1971283845;0.2347444397,biomass;glucose;product;gp_nll,run_2;run_1;run_3,4.830335,0,,,0.2106746937,4.830335,0.1597906273,0,
407,800,407,1,1221,0.2089787674,0.02238038907;0.02191895618;0.0208010842;0.77081464,0.1984039621;0.2331151525;0.1954171875,biomass;glucose;product;gp_nll,run_2;run_3;run_1,5.699129,0,,,0.2089787674,5.699129,0.1589619247,0,
408,800,408,1,1224,0.2072237221,0.02262292133;0.02168518397;0.02098009116;0.7636066919,0.1966182065;0.231389452;0.1936635078,biomass;glucose;product;gp_nll,run_2;run_3;run_1,5.556813,0,,,0.2072237221,5.556813,0.1580566405,0,
409,800,409,1,1227,0.2054103126,0.02285604416;0.02139216505;0.02116105733;0.7562319839,0.1918639306;0.1947964124;0.2295705949,biomass;glucose;product;gp_nll,run_1;run_2;run_3,5.701190,0,,,0.2054103126,5.701190,0.1570173292,0,
410,800,410,1,1230,0.2035450639,0.02308069076;0.02106763178;0.02134839228;0.7486835406,0.2276795061;0.1900147312;0.1929409543,biomass;glucose;product;gp_nll,run_3;run_1;run_2,5.654840,0,,,0.2035450639,5.654840,0.1558470965,0,
411,800,411,1,1233,0.2016326443,0.02329685997;0.02073621738;0.02154357018;0.7409539299,0.2257328309;0.1881123915;0.1910527107,biomass;glucose;product;gp_nll,run_3;run_1;run_2,5.160499,0,,,0.2016326443,5.160499,0.1545377526,0,
412,800,412,1,1236,0.19967903,0.02350330957;0.02042601354;0.021751443;0.7330353538,0.2237487918;0.1891353748;0.1861529232,biomass;glucose;product;gp_nll,run_3;run_2;run_1,5.821227,0,,,0.19967903,5.821227,0.1530976762,0,
413,800,413,1,1239,0.1976922746,0.02371056536;0.02016627606;0.02197259967;0.7249196571,0.2217525527;0.187190519;0.184133752,biomass;glucose;product;gp_nll,run_3;run_2;run_1,5.783469,0,,,0.1976922746,5.783469,0.1515117039,0,
414,800,414,1,1242,0.1956762166,0.02391329274;0.01998029031;0.0222123517;0.7165989318,0.2197543584;0.1820524042;0.1852218873,biomass;glucose;product;gp_nll,run_3;run_1;run_2,6.174441,0,,,0.1956762166,6.174441,0.1498240517,0,
415,800,415,1,1245,0.1936387836,0.02412127167;0.01989321708;0.02247531092;0.7080653347,0.1832346501;0.179907448;0.2177742526,biomass;glucose;product;gp_nll,run_2;run_1;run_3,5.967496,0,,,0.1936387836,5.967496,0.1479360636,0,
416,800,416,1,1248,0.1915870055,0.024343115;0.01992468812;0.02276724185;0.699312977,0.1812397421;0.1776992565;0.2158220178,biomass;glucose;product;gp_nll,run_2;run_1;run_3,5.874374,0,,,0.1915870055,5.874374,0.1458315394,0,
417,800,417,1,1251,0.1895338779,0.02459454002;0.0201010839;0.02310130982;0.690338578,0.1792585942;0.2139129831;0.1754300564,biomass;glucose;product;gp_nll,run_2;run_3;run_1,6.169836,0,,,0.1895338779,6.169836,0.14332456,0,
418,800,418,1,1254,0.1874888431,0.02488780738;0.02043447782;0.02348868921;0.6811443981,0.2120621755;0.17729892;0.1731054338,biomass;glucose;product;gp_nll,run_3;run_2;run_1,6.660491,0,,,0.1874888431,6.660491,0.1406224702,0,
419,800,419,1,1257,0.1854634329,0.02523731055;0.02094620532;0.02393498805;0.6717352275,0.175359487;0.2102969322;0.1707338794,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.363460,0,,,0.1854634329,7.363460,0.1379199777,0,
420,800,420,1,1260,0.1834601573,0.02564690266;0.02164022835;0.02443763239;0.6621158659,0.168325585;0.2086727804;0.1733821066,biomass;glucose;product;gp_nll,run_1;run_3;run_2,6.828928,0,,,0.1834601573,6.828928,0.1347971138,0,
421,800,421,1,1263,0.1815336016,0.02620006577;0.0225745594;0.02506153004;0.6522982512,0.2073491627;0.1713622327;0.1658894093,biomass;glucose;product;gp_nll,run_3;run_2;run_1,6.570649,0,,,0.1815336016,6.570649,0.1283465284,0,
422,800,422,1,1266,0.1798814499,0.0271634373;0.02397932127;0.02603079037;0.6423522506,0.1693403815;0.2068693443;0.1634346239,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.258369,0,,,0.1798814499,7.258369,0.1167944366,0,
423,800,423,1,1269,0.1783782455,0.0283158711;0.02563417749;0.02709675777;0.6324661756,0.1673837106;0.2067621723;0.1609888536,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.649501,0,,,0.1783782455,7.649501,0.1169018283,0,
424,800,424,1,1272,0.1768687834,0.02940602752;0.02738987829;0.02810122462;0.6225780032,0.2066030457;0.1654767034;0.1585266011,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.065473,0,,,0.1768687834,7.065473,0.1153012354,0,
425,800,425,1,1275,0.1752744362,0.03029309952;0.02912907288;0.02900436484;0.6126712078,0.1560434875;0.2062312777;0.1635485436,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.451267,0,,,0.1752744362,7.451267,0.1197155277,0,
426,800,426,1,1278,0.1734984378,0.03092862243;0.03072135196;0.02973317024;0.6026106065,0.1535090429;0.2054738951;0.1615123753,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.922999,0,,,0.1734984378,7.922999,0.1232418258,0,
427,800,427,1,1281,0.1715997658,0.03145250189;0.03225576799;0.03038524804;0.5923055451,0.2045504456;0.1593462888;0.1509025629,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.538233,0,,,0.1715997658,7.538233,0.1244811389,0,
428,800,428,1,1284,0.1696522554,0.03199398356;0.03382319827;0.03106870774;0.581723132,0.1482175429;0.203672071;0.1570671523,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.480704,0,,,0.1696522554,7.480704,0.1212102039,0,
429,800,429,1,1287,0.1679999409,0.03302908263;0.03583114682;0.03222222807;0.5709173062,0.1454715886;0.1547215803;0.2038066539,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.755999,0,,,0.1679999409,8.755999,0.0965914799,0,
430,800,430,1,1290,0.1666497508,0.03445672621;0.03807802177;0.0336370732;0.5604271822,0.1428114685;0.1524950181;0.2046427659,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.533900,0,,,0.1666497508,8.533900,0.1006455597,0,
431,800,431,1,1293,0.1652311163,0.03572640242;0.04017491545;0.03494850643;0.550074641,0.1401975595;0.2049302074;0.1505655821,biomass;glucose;product;gp_nll,run_1;run_3;run_2,8.489274,0,,,0.1652311163,8.489274,0.1038342194,0,
432,800,432,1,1296,0.1635090342,0.036609766;0.0417472337;0.03593304846;0.5397460886,0.2042595522;0.1375975974;0.148669953,biomass;glucose;product;gp_nll,run_3;run_1;run_2,9.321432,0,,,0.1635090342,9.321432,0.1145901011,0,
433,800,433,1,1299,0.1616161869,0.03740741553;0.04302178084;0.03679921311;0.529236338,0.1349597595;0.2031947281;0.146694073,biomass;glucose;product;gp_nll,run_1;run_3;run_2,9.810460,0,,,0.1616161869,9.810460,0.1128791745,0,
434,800,434,1,1302,0.1597630987,0.03835342868;0.04427944779;0.03782960036;0.5185899179,0.1449083833;0.2020779835;0.1323029292,biomass;glucose;product;gp_nll,run_2;run_3;run_1,9.069779,0,,,0.1597630987,9.069779,0.1065474855,0,
435,800,435,1,1305,0.1582338997,0.03979404921;0.04584330067;0.03937029415;0.5079279547,0.1296719674;0.1429434276;0.202086304,biomass;glucose;product;gp_nll,run_1;run_2;run_3,9.487878,0,,,0.1582338997,9.487878,0.0869969048,0,
436,800,436,1,1308,0.1566402293,0.04114640477;0.04701314087;0.04072924905;0.4976721226,0.2017767505;0.1271810669;0.1409628706,biomass;glucose;product;gp_nll,run_3;run_1;run_2,9.799264,0,,,0.1566402293,9.799264,0.0930653507,0,
437,800,437,1,1311,0.1549714716,0.0423597797;0.04791048069;0.04201639188;0.4875992339,0.2009380575;0.1392106969;0.1247656602,biomass;glucose;product;gp_nll,run_3;run_2;run_1,9.620668,0,,,0.1549714716,9.620668,0.09929444391,0,
438,800,438,1,1314,0.1531779781,0.04347102198;0.04843757121;0.04325515211;0.4775481669,0.1990670244;0.1380930594;0.1223738503,biomass;glucose;product;gp_nll,run_3;run_2;run_1,10.667909,0,,,0.1531779781,10.667909,0.106255007,0,
439,800,439,1,1317,0.1511554839,0.04443375539;0.04854553514;0.04424114922;0.4674014958,0.1366980845;0.1199903852;0.1967779819,biomass;glucose;product;gp_nll,run_2;run_1;run_3,10.018964,0,,,0.1511554839,10.018964,0.1047028851,0,
440,800,440,1,1320,0.149205185,0.04554550052;0.04870788937;0.04537538589;0.4571919641,0.1175857777;0.1945751828;0.1354545944,biomass;glucose;product;gp_nll,run_1;run_3;run_2,9.635249,0,,,0.149205185,9.635249,0.09995489161,0,
441,800,441,1,1323,0.1477149224,0.04734049324;0.04935897164;0.04716378392;0.4469964409,0.1151747831;0.1336251327;0.1943448515,biomass;glucose;product;gp_nll,run_1;run_2;run_3,10.892751,0,,,0.1477149224,10.892751,0.08074408984,0,
442,800,442,1,1326,0.1464597876,0.04938743725;0.05025603335;0.04909275757;0.4371029222,0.1941218038;0.1128415009;0.1324160581,biomass;glucose;product;gp_nll,run_3;run_1;run_2,11.151043,0,,,0.1464597876,11.151043,0.06735203727,0,
443,800,443,1,1329,0.1450582884,0.05101479802;0.05085466104;0.05066133974;0.4277023549,0.1107381156;0.1314857643;0.1929509854,biomass;glucose;product;gp_nll,run_1;run_2;run_3,10.257574,0,,,0.1450582884,10.257574,0.06579036113,0,
444,800,444,1,1332,0.1438133314,0.05258281821;0.0516249564;0.05232165864;0.4187238924,0.1916329115;0.1309713436;0.1088357392,biomass;glucose;product;gp_nll,run_3;run_2;run_1,9.550638,0,,,0.1438133314,9.550638,0.0662042541,0,
445,800,445,1,1335,0.1432103606,0.05496009782;0.05307795389;0.05470790104;0.4100954895,0.1922813377;0.1070567589;0.1302929851,biomass;glucose;product;gp_nll,run_3;run_1;run_2,8.679689,0,,,0.1432103606,8.679689,0.05548043554,0,
446,800,446,1,1338,0.1426832144,0.05717378806;0.05439727766;0.05669543754;0.4024663545,0.1927747973;0.1298120642;0.1054627819,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.594883,0,,,0.1426832144,8.594883,0.05040658441,0,
447,800,447,1,1341,0.141746891,0.05849764923;0.05512839108;0.05798348448;0.3953780391,0.1917483801;0.1295274561;0.1039648368,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.668651,0,,,0.141746891,7.668651,0.07718529921,0,
448,800,448,1,1344,0.1404353443,0.05924001596;0.05542859975;0.05882233381;0.3882504278,0.1904496958;0.1284603388;0.1023959985,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.239548,0,,,0.1404353443,8.239548,0.08103044426,0,
449,800,449,1,1347,0.1393319293,0.06018357811;0.05610417289;0.05998865568;0.3810513104,0.1275835959;0.1008515015;0.1895606904,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.211603,0,,,0.1393319293,8.211603,0.05048321676,0,
450,800,450,1,1350,0.1384706075,0.061225616;0.05706173749;0.06134298698;0.3742520897,0.1889734032;0.1268849361;0.09955348327,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.423085,0,,,0.1384706075,8.423085,0.06717470948,0,
451,800,451,1,1353,0.1372850997,0.06186099069;0.05756515537;0.06217280695;0.3675414459,0.1879519231;0.1257648944;0.09813848172,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.100451,0,,,0.1372850997,8.100451,0.08114102854,0,
452,800,452,1,1356,0.1360648173,0.06246639951;0.05808601423;0.06295111602;0.3607557396,0.09665846879;0.1869256442;0.124610339,biomass;glucose;product;gp_nll,run_1;run_3;run_2,8.217422,0,,,0.1360648173,8.217422,0.06969267809,0,
453,800,453,1,1359,0.1354063748,0.06367747256;0.05942186892;0.06446958688;0.3540565709,0.1240899619;0.09531348414;0.1868156784,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.454640,0,,,0.1354063748,8.454640,0.04686619501,0,
454,800,454,1,1362,0.1348766639,0.06473392078;0.06067632595;0.06582112683;0.3482752821,0.1867840035;0.1235514397;0.09429454855,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.839473,0,,,0.1348766639,8.839473,0.05594965186,0,
455,800,455,1,1365,0.1340171896,0.06536048065;0.06144444331;0.06662156126;0.3426422731,0.1862156778;0.1227126951;0.09312319589,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.749575,0,,,0.1340171896,8.749575,0.05719679621,0,
456,800,456,1,1368,0.13352794,0.06636703694;0.06272671055;0.06788541754;0.337132595,0.186254385;0.1222983896;0.09203104547,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.241050,0,,,0.13352794,8.241050,0.06754374812,0,
457,800,457,1,1371,0.1334579042,0.06753342775;0.06423636523;0.06935555409;0.3327062697,0.1867160899;0.09137842729;0.1222791954,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.304326,0,,,0.1334579042,7.304326,0.03655194119,0,
458,800,458,1,1374,0.132873949,0.06801971382;0.0649374371;0.0699722476;0.3285663973,0.1863802299;0.09055388011;0.1216877369,biomass;glucose;product;gp_nll,run_3;run_1;run_2,6.879676,0,,,0.132873949,6.879676,0.05712319996,0,
459,800,459,1,1377,0.1321561008,0.06835705117;0.06548359031;0.07040213623;0.3243816255,0.08966044283;0.1858551936;0.120952666,biomass;glucose;product;gp_nll,run_1;run_3;run_2,6.602372,0,,,0.1321561008,6.602372,0.06365382562,0,
460,800,460,1,1380,0.1314000745,0.06867095486;0.06604513903;0.07078569988;0.3200985043,0.1201484758;0.1853161326;0.08873561515,biomass;glucose;product;gp_nll,run_2;run_3;run_1,6.739523,0,,,0.1314000745,6.739523,0.06432894074,0,
461,800,461,1,1383,0.1306348455,0.0689917432;0.06665093404;0.07116165255;0.3157350524,0.08779995733;0.1192992852;0.1848052941,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.028202,0,,,0.1306348455,7.028202,0.0620589842,0,
462,800,462,1,1386,0.1298885185,0.06934180977;0.06732318136;0.07155259413;0.3113364889,0.08686704805;0.1184278196;0.184370688,biomass;glucose;product;gp_nll,run_1;run_2;run_3,6.701056,0,,,0.1298885185,6.701056,0.05803460413,0,
463,800,463,1,1389,0.1291858584,0.06972755109;0.06808455723;0.07197301121;0.3069583139,0.1840687432;0.1175524697;0.08593636217,biomass;glucose;product;gp_nll,run_3;run_2;run_1,6.607042,0,,,0.1291858584,6.607042,0.05364071156,0,
464,800,464,1,1392,0.128517811,0.07012608006;0.06888854398;0.07240558653;0.3026510334,0.08500020133;0.1838622372;0.1166909944,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.478897,0,,,0.128517811,7.478897,0.05218185282,0,
465,800,465,1,1395,0.1278467782,0.07048461347;0.0696696965;0.07280368048;0.2984291224,0.1836330146;0.1158495845;0.08405773545,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.315885,0,,,0.1278467782,7.315885,0.05475778912,0,
466,800,466,1,1398,0.1271563365,0.07079002133;0.07041927632;0.07314809084;0.2942679576,0.1150292948;0.1833288746;0.08311084021,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.198468,0,,,0.1271563365,7.198468,0.05622433666,0,
467,800,467,1,1401,0.1264604299,0.07106831748;0.07116011311;0.07345511874;0.2901581701,0.1142334914;0.08216437014;0.182983428,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.380928,0,,,0.1264604299,7.380928,0.0557510808,0,
468,800,468,1,1404,0.1257777732,0.07134249762;0.07191475029;0.07374481048;0.2861090342,0.08122800642;0.1826346383;0.1134706747,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.633495,0,,,0.1257777732,7.633495,0.05367204819,0,
469,800,469,1,1407,0.125126312,0.0716303429;0.07270027895;0.07403303902;0.2821415871,0.1823103573;0.08031123013;0.1127573486,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.497281,0,,,0.125126312,7.497281,0.05059302802,0,
470,800,470,1,1410,0.1245214582,0.07194609765;0.07352430973;0.07433420637;0.2782812191,0.1820266121;0.1121135095;0.07942425307,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.652557,0,,,0.1245214582,7.652557,0.04624523935,0,
471,800,471,1,1413,0.1239866407,0.07231235548;0.07440697577;0.07466850495;0.2745587268,0.1818025272;0.1115784309;0.07857896415,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.745401,0,,,0.1239866407,7.745401,0.03982256204,0,
472,800,472,1,1416,0.1235592778,0.07276544267;0.07538514003;0.07507044943;0.271016079,0.1816627156;0.07779029772;0.11122482,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.882056,0,,,0.1235592778,7.882056,0.03041671335,0,
473,800,473,1,1419,0.1232785844,0.0733360381;0.07647887294;0.07558246874;0.2677169579,0.07707855126;0.1111219839;0.1816352181,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.319585,0,,,0.1232785844,7.319585,0.02251291797,0,
474,800,474,1,1422,0.1231054361,0.07394741692;0.07759314551;0.07615156363;0.2647296183,0.1817727173;0.07646535689;0.1110782341,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.808958,0,,,0.1231054361,7.808958,0.02117466018,0,
475,800,475,1,1425,0.1230080039,0.0745602016;0.07868111971;0.07672637881;0.2620643155,0.07596330293;0.1821615698;0.110899139,biomass;glucose;product;gp_nll,run_1;run_3;run_2,8.013014,0,,,0.1230080039,8.013014,0.02507144702,0,
476,800,476,1,1428,0.1229800908,0.07515330979;0.07970373344;0.07730247198;0.2597608482,0.07558360401;0.1827112878;0.1106453807,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.507613,0,,,0.1229800908,7.507613,0.02867765315,0,
477,800,477,1,1431,0.1229236446,0.07560599199;0.08050584152;0.07777240573;0.2578103392,0.1103814802;0.07530291932;0.1830865343,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.488124,0,,,0.1229236446,7.488124,0.02314086994,0,
478,800,478,1,1434,0.1228266132,0.07593713036;0.08112469141;0.07812824003;0.256116391,0.1832817442;0.0750700919;0.1101280035,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.916671,0,,,0.1228266132,7.916671,0.02023922678,0,
479,800,479,1,1437,0.1227118268,0.07619888085;0.08162859441;0.07841084452;0.2546089873,0.1098886839;0.07485360304;0.1833931934,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.178703,0,,,0.1227118268,8.178703,0.0193400925,0,
480,800,480,1,1440,0.1225942342,0.07641933848;0.08206172691;0.07864684493;0.2532490264,0.1096654668;0.07465027305;0.1834669627,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.115639,0,,,0.1225942342,8.115639,0.01897179508,0,
481,800,481,1,1443,0.1224798034,0.07661193754;0.08244125041;0.07885053617;0.2520154895,0.1835210661;0.1094577133;0.07446063076,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.741639,0,,,0.1224798034,7.741639,0.01870709736,0,
482,800,482,1,1446,0.1223688552,0.07677946082;0.08277636223;0.07902558422;0.2508940137,0.07428089525;0.1092658268;0.1835598437,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.275021,0,,,0.1223688552,8.275021,0.01844147468,0,
483,800,483,1,1449,0.1222603914,0.0769248987;0.08306937514;0.07917657713;0.2498707145,0.1835836247;0.07411004326;0.1090875061,biomass;glucose;product;gp_nll,run_3;run_1;run_2,8.372789,0,,,0.1222603914,8.372789,0.01819693714,0,
484,800,484,1,1452,0.1221538227,0.07704958151;0.08332650048;0.0793058063;0.2489334025,0.07394655963;0.1089218425;0.1835930661,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.155494,0,,,0.1221538227,8.155494,0.01795140175,0,
485,800,485,1,1455,0.1220497793,0.07715824932;0.08355419885;0.07941767934;0.2480689895,0.1835909073;0.1087676521;0.07379077833,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.991445,0,,,0.1220497793,7.991445,0.0177453766,0,
486,800,486,1,1458,0.1219470178,0.07725256929;0.08375442162;0.07951491038;0.2472661701,0.1086230345;0.07364092241;0.1835770966,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.077043,0,,,0.1219470178,8.077043,0.01757634983,0,
487,800,487,1,1461,0.1218473283,0.07733630842;0.08393716582;0.07960091079;0.2465149283,0.108487031;0.1835575324;0.07349742159,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.263197,0,,,0.1218473283,8.263197,0.01743517578,0,
488,800,488,1,1464,0.1217495558,0.07741059466;0.08410278412;0.07967789066;0.2458069538,0.108358287;0.07335879522;0.1835315851,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.022239,0,,,0.1217495558,8.022239,0.01729201618,0,
489,800,489,1,1467,0.1216544166,0.07747834509;0.08425561946;0.07974706307;0.245136639,0.07322535488;0.1835019549;0.1082359402,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.869190,0,,,0.1216544166,7.869190,0.01718910772,0,
490,800,490,1,1470,0.1215610514,0.07753986468;0.08439616225;0.07981064731;0.2444975313,0.0730959373;0.1081193552;0.1834678616,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.751837,0,,,0.1215610514,7.751837,0.01705508969,0,
491,800,491,1,1473,0.12147024,0.07759695253;0.08452868389;0.07986918168;0.2438861417,0.07297105873;0.1080072756;0.1834323856,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.290639,0,,,0.12147024,8.290639,0.01695392473,0,
492,800,492,1,1476,0.1213815069,0.07765031612;0.08465364322;0.07992377277;0.2432982955,0.1833949839;0.07284960726;0.1078999296,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.853935,0,,,0.1213815069,7.853935,0.01681198551,0,
493,800,493,1,1479,0.1212947494,0.07770030064;0.08477181583;0.07997473954;0.2427321418,0.1833556214;0.107796929;0.0727316979,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.837006,0,,,0.1212947494,7.837006,0.01669545413,0,
494,800,494,1,1482,0.12121068,0.07774833427;0.08488533328;0.0800238127;0.2421852398,0.1833175667;0.1076974363;0.07261703704,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.923315,0,,,0.12121068,7.923315,0.01654554052,0,
495,800,495,1,1485,0.1211283043,0.07779346294;0.08499299989;0.08006995865;0.2416567958,0.1076019094;0.1832774144;0.07250558905,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.304156,0,,,0.1211283043,8.304156,0.01641367336,0,
496,800,496,1,1488,0.1210481565,0.07783683961;0.08509646103;0.08011375044;0.2411455751,0.1832377853;0.07239714357;0.1075095407,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.698017,0,,,0.1210481565,7.698017,0.01625775277,0,
497,800,497,1,1491,0.1209694867,0.07787724111;0.08519408316;0.08015502982;0.2406515929,0.07229167478;0.1831958001;0.1074209853,biomass;glucose;product;gp_nll,run_1;run_3;run_2,8.021698,0,,,0.1209694867,8.021698,0.01610882572,0,
498,800,498,1,1494,0.1208931264,0.07791588219;0.08528772557;0.08019400615;0.2401748919,0.07218930571;0.1831550309;0.1073350428,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.919396,0,,,0.1208931264,7.919396,0.01596830205,0,
499,800,499,1,1497,0.1208177648,0.07795143585;0.08537349344;0.08023063174;0.239715498,0.1072522077;0.0720900604;0.1831110261,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.814610,0,,,0.1208177648,7.814610,0.01582078216,0,
500,800,500,1,1500,0.1207448621,0.07798463297;0.08545602729;0.08026395531;0.2392748327,0.07199406508;0.1830680861;0.107172435,biomass;glucose;product;gp_nll,run_1;run_3;run_2,8.335274,0,,,0.1207448621,8.335274,0.01570612605,0,
501,800,501,1,1503,0.1206734864,0.07801466122;0.08553246145;0.08029459879;0.2388522241,0.1070952718;0.1830239618;0.07190122563,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.848066,0,,,0.1206734864,7.848066,0.01559418679,0,
502,800,502,1,1506,0.1206034296,0.07804097202;0.08560209498;0.0803223389;0.2384483126,0.1829778423;0.07181163757;0.107020809,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.715741,0,,,0.1206034296,7.715741,0.01549862601,0,
503,800,503,1,1509,0.1205350407,0.07806432598;0.08566569875;0.08034662166;0.2380635164,0.07172538357;0.1829311279;0.1069486106,biomass;glucose;product;gp_nll,run_1;run_3;run_2,8.722790,0,,,0.1205350407,8.722790,0.01541793355,0,
504,800,504,1,1512,0.1204678158,0.07808365326;0.08572200476;0.08036750591;0.2376980993,0.07164246222;0.1828824603;0.1068785249,biomass;glucose;product;gp_nll,run_1;run_3;run_2,8.047562,0,,,0.1204678158,8.047562,0.01535782469,0,
505,800,505,1,1515,0.1204018765,0.07809913991;0.08577111671;0.08038461373;0.2373526356,0.1828326995;0.07156287449;0.1068100554,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.833251,0,,,0.1204018765,7.833251,0.01531289888,0,
506,800,506,1,1518,0.1203365761,0.07810978829;0.08581164821;0.08039746248;0.2370274054,0.182779371;0.1067437673;0.07148659006,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.629215,0,,,0.1203365761,7.629215,0.01527206086,0,
507,800,507,1,1521,0.1202722801,0.07811605424;0.08584453245;0.08040637983;0.236722154,0.07141375488;0.1066785979;0.1827244876,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.206895,0,,,0.1202722801,8.206895,0.01524153284,0,
508,800,508,1,1524,0.1202086565,0.0781176104;0.08586915219;0.08041129113;0.2364365724,0.1066144794;0.1826673595;0.07134413066,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.410731,0,,,0.1202086565,8.410731,0.01522705568,0,
509,800,509,1,1527,0.1201458691,0.07811480591;0.08588603837;0.08041211753;0.2361705147,0.07127774405;0.1826079161;0.1065519472,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.908463,0,,,0.1201458691,7.908463,0.01518469733,0,
510,800,510,1,1530,0.1200836328,0.07810754405;0.08589524723;0.08040896944;0.2359227704,0.07121428098;0.1064905988;0.1825460186,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.235825,0,,,0.1200836328,8.235825,0.01515760225,0,
511,800,511,1,1533,0.120021896,0.07809593835;0.0858969689;0.08040216199;0.2356925149,0.07115360262;0.1064301469;0.1824819386,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.292966,0,,,0.120021896,8.292966,0.01512451242,0,
512,800,512,1,1536,0.1199604334,0.0780800852;0.08589145267;0.08039148153;0.2354787143,0.1824157602;0.07109551377;0.1063700263,biomass;glucose;product;gp_nll,run_3;run_1;run_2,8.143006,0,,,0.1199604334,8.143006,0.01508263039,0,
513,800,513,1,1539,0.1198996134,0.07806075508;0.08587986297;0.08037771319;0.2352801224,0.07103985135;0.1823479006;0.1063110883,biomass;glucose;product;gp_nll,run_1;run_3;run_2,8.123925,0,,,0.1198996134,8.123925,0.01504664532,0,
514,800,514,1,1542,0.1198391034,0.07803782682;0.08586216511;0.08036074373;0.2350956778,0.1062529494;0.1822779348;0.07098642591,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.519467,0,,,0.1198391034,8.519467,0.01499614286,0,
