step,total_updates,epoch,batch_in_epoch,samples_seen,mean_loss,per_target_loss,per_process_loss,target_names,process_names,step_dt,rebuild_count,holdout_loss,holdout_label,epoch_mean_loss,epoch_time_seconds,grad_norm,n_failed_samples,failed_processes
206,800,206,1,618,0.5263672582,0.00141921488;0.00442714143;0.001151699593;2.098470977,0.5269620115;0.5262841371;0.5258556258,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.683965,0,,,0.5263672582,7.683965,0.4868601317,0,
207,800,207,1,621,0.5237665532,0.001422785947;0.004446760225;0.001154838819;2.088041828,0.5232546063;0.5243755393;0.5236695139,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.267911,0,,,0.5237665532,7.267911,0.4842642129,0,
208,800,208,1,624,0.5211848466,0.001426669949;0.004468159516;0.001157809933;2.077686747,0.5210743911;0.5218063549;0.5206737939,biomass;glucose;product;gp_nll,run_1;run_3;run_2,6.821544,0,,,0.5211848466,6.821544,0.4816857719,0,
209,800,209,1,627,0.5186219017,0.001430921066;0.004491124475;0.001160702142;2.067404859,0.518113187;0.5184985262;0.519253992,biomass;glucose;product;gp_nll,run_2;run_1;run_3,6.912997,0,,,0.5186219017,6.912997,0.4791246394,0,
210,800,210,1,630,0.5160774919,0.001435575548;0.004515457299;0.001163584469;2.05719535,0.5167179843;0.5159416944;0.515572797,biomass;glucose;product;gp_nll,run_3;run_1;run_2,6.920607,0,,,0.5160774919,6.920607,0.4765808282,0,
211,800,211,1,633,0.5135514194,0.001440703471;0.004540927259;0.001166574649;2.047057472,0.5130526548;0.5134036886;0.5141979148,biomass;glucose;product;gp_nll,run_2;run_1;run_3,6.763307,0,,,0.5135514194,6.763307,0.474054305,0,
212,800,212,1,636,0.5110435245,0.001446396947;0.004567336935;0.001169818373;2.036990546,0.5116934071;0.5105528467;0.5108843198,biomass;glucose;product;gp_nll,run_3;run_2;run_1,6.733777,0,,,0.5110435245,6.733777,0.4715451178,0,
213,800,213,1,639,0.5085536705,0.001452762347;0.004594479882;0.001173478293;2.026993961,0.50920412;0.5080734745;0.508383417,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.698375,0,,,0.5085536705,7.698375,0.4690533229,0,
214,800,214,1,642,0.5060817459,0.001459916975;0.004622161691;0.001177725343;2.01706718,0.5067297576;0.5059008265;0.5056146536,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.200196,0,,,0.5060817459,7.200196,0.4665789978,0,
215,800,215,1,645,0.5036276576,0.00146797602;0.004650194272;0.001182729336;2.007209731,0.5034364111;0.5031764788;0.504270083,biomass;glucose;product;gp_nll,run_1;run_2;run_3,6.285348,0,,,0.5036276576,6.285348,0.4641222233,0,
216,800,216,1,648,0.5011912999,0.001477033861;0.004678314853;0.001188638907;1.997421212,0.5009899407;0.5018248755;0.5007590833,biomass;glucose;product;gp_nll,run_1;run_3;run_2,6.316087,0,,,0.5011912999,6.316087,0.4616830714,0,
217,800,217,1,651,0.4987726784,0.001487289626;0.004706491489;0.0011956521;1.98770128,0.4985615231;0.4983624918;0.4993940204,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.628537,0,,,0.4987726784,7.628537,0.4592617086,0,
218,800,218,1,654,0.4963716982,0.001498804604;0.004734434589;0.001203902795;1.978049651,0.4959867125;0.4961509502;0.4969774318,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.307422,0,,,0.4963716982,7.307422,0.4568581862,0,
219,800,219,1,657,0.4939883282,0.001511718353;0.004762028237;0.001213483318;1.968466083,0.4945750807;0.4937581615;0.4936317426,biomass;glucose;product;gp_nll,run_3;run_1;run_2,7.762194,0,,,0.4939883282,7.762194,0.4544725324,0,
220,800,220,1,660,0.4916224715,0.001526049573;0.004788986647;0.001224475301;1.958950374,0.4912974216;0.4921869893;0.4913830035,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.687420,0,,,0.4916224715,7.687420,0.4521047266,0,
221,800,221,1,663,0.4892740879,0.001541891698;0.004815176337;0.001236939101;1.949502345,0.489813226;0.4889836132;0.4890254246,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.370104,0,,,0.4892740879,8.370104,0.449754697,0,
222,800,222,1,666,0.4869430209,0.001559173293;0.004840223089;0.001250862708;1.940121824,0.486689832;0.4874539009;0.4866853297,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.797116,0,,,0.4869430209,7.797116,0.4474223323,0,
223,800,223,1,669,0.4846291494,0.00157786462;0.004863875178;0.00126622096;1.930808637,0.4844156985;0.4851091831;0.4843625667,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.302721,0,,,0.4846291494,7.302721,0.4451074159,0,
224,800,224,1,672,0.482332301,0.001597848954;0.004885907093;0.001282864846;1.921562583,0.4827791764;0.4820571112;0.4821606154,biomass;glucose;product;gp_nll,run_3;run_1;run_2,6.732120,0,,,0.482332301,6.732120,0.4428095623,0,
225,800,225,1,675,0.48005225,0.001618956679;0.004905952435;0.001300664378;1.912383426,0.4799238767;0.479768786;0.4804640872,biomass;glucose;product;gp_nll,run_2;run_1;run_3,6.525451,0,,,0.48005225,6.525451,0.4405284042,0,
226,800,226,1,678,0.477788728,0.001640954573;0.00492366893;0.001319409604;1.903270879,0.4777046522;0.478164097;0.4774974349,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.070836,0,,,0.477788728,8.070836,0.4382634679,0,
227,800,227,1,681,0.4755414215,0.001663550577;0.004938705022;0.00133884225;1.894224588,0.4755020069;0.4758793812;0.4752428765,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.504194,0,,,0.4755414215,7.504194,0.4360142246,0,
228,800,228,1,684,0.4733099318,0.001686346494;0.004950631056;0.001358622714;1.885244127,0.4730049017;0.473314835;0.4736100587,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.987210,0,,,0.4733099318,7.987210,0.4337800538,0,
229,800,229,1,687,0.4710939385,0.00170905487;0.004959247519;0.001378465311;1.876328986,0.4707832722;0.4713563542;0.4711421891,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.902119,0,,,0.4710939385,7.902119,0.4315604784,0,
230,800,230,1,690,0.4688929645,0.001731185103;0.004964167709;0.001397934905;1.86747857,0.4691183315;0.4685777193;0.4689828426,biomass;glucose;product;gp_nll,run_3;run_1;run_2,8.391989,0,,,0.4688929645,8.391989,0.4293548788,0,
231,800,231,1,693,0.4667065427,0.00175227739;0.004965093065;0.001416608484;1.858692192,0.4663879443;0.4668355977;0.466896086,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.994256,0,,,0.4667065427,7.994256,0.427162653,0,
232,800,232,1,696,0.4645341483,0.001771808627;0.004961729051;0.001433981931;1.849969074,0.4642136163;0.4646991806;0.464689648,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.198082,0,,,0.4645341483,7.198082,0.4249832051,0,
233,800,233,1,699,0.4623752542,0.001789266573;0.00495382029;0.001449584389;1.841308346,0.4625723255;0.4620543787;0.4624990584,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.708136,0,,,0.4623752542,7.708136,0.4228159965,0,
234,800,234,1,702,0.4602293158,0.001804153521;0.004941171823;0.00146288973;1.832709048,0.45990984;0.4603242856;0.4604538219,biomass;glucose;product;gp_nll,run_1;run_3;run_2,8.120528,0,,,0.4602293158,8.120528,0.4206604239,0,
235,800,235,1,705,0.4580957044,0.001815865988;0.004923535048;0.001473284239;1.824170132,0.4577795853;0.4583423049;0.4581652228,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.959318,0,,,0.4580957044,7.959318,0.4185158596,0,
236,800,236,1,708,0.4559738185,0.001823896648;0.004900742401;0.001480177321;1.815690458,0.456236414;0.4556631769;0.4560218646,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.776217,0,,,0.4559738185,7.776217,0.4163816417,0,
237,800,237,1,711,0.4538629444,0.001827596959;0.004872559832;0.001482829382;1.807268791,0.4538940055;0.4541346763;0.4535601513,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.732422,0,,,0.4538629444,8.732422,0.4142569985,0,
238,800,238,1,714,0.4517623631,0.001826352613;0.004838817094;0.001480478881;1.798903804,0.452035595;0.4514700142;0.4517814801,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.742495,0,,,0.4517623631,7.742495,0.4121411414,0,
239,800,239,1,717,0.4496712775,0.001819505837;0.004799278756;0.001472262138;1.790594063,0.4496840299;0.44993755;0.4493922526,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.917212,0,,,0.4496712775,7.917212,0.4100330588,0,
240,800,240,1,720,0.4475888824,0.001806419034;0.004753815175;0.001457262544;1.782338033,0.4473263214;0.4476014917;0.4478388341,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.373425,0,,,0.4475888824,7.373425,0.4079317268,0,
241,800,241,1,723,0.4455142798,0.001786359447;0.004702303352;0.001434387645;1.774134069,0.4455334912;0.4452716551;0.4457376932,biomass;glucose;product;gp_nll,run_3;run_1;run_2,8.111860,0,,,0.4455142798,8.111860,0.4058360451,0,
242,800,242,1,726,0.44344658,0.001758629602;0.004644772153;0.001402491522;1.765980427,0.4432276686;0.4434797111;0.4436323602,biomass;glucose;product;gp_nll,run_1;run_3;run_2,8.024920,0,,,0.44344658,8.024920,0.4037449793,0,
243,800,243,1,729,0.4413850751,0.001722768595;0.004581674042;0.001360572017;1.757875286,0.4415215103;0.4411939217;0.4414397933,biomass;glucose;product;gp_nll,run_2;run_1;run_3,6.454758,0,,,0.4413850751,6.454758,0.4016579017,0,
244,800,244,1,732,0.4393291182,0.001678421299;0.004513533081;0.001307714429;1.749816804,0.4394044204;0.4394134005;0.4391695338,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.777511,0,,,0.4393291182,7.777511,0.3995748394,0,
245,800,245,1,735,0.4372788425,0.001626087679;0.004442222049;0.001243819782;1.741803241,0.4372822669;0.4371540797;0.437400181,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.878083,0,,,0.4372788425,7.878083,0.3974980472,0,
246,800,246,1,738,0.4352360012,0.001568270066;0.004371463634;0.001171037761;1.733833233,0.4351609635;0.435399901;0.435147139,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.377411,0,,,0.4352360012,8.377411,0.3954370358,0,
247,800,247,1,741,0.433206688,0.00151335253;0.004308671976;0.001098173894;1.725906553,0.4330588865;0.4334125506;0.4331486268,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.471261,0,,,0.433206688,8.471261,0.393424713,0,
248,800,248,1,744,0.4312048183,0.001481003292;0.004265182054;0.001047180422;1.718025907,0.4310160908;0.4314390539;0.43115931,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.842250,0,,,0.4312048183,7.842250,0.3915288947,0,
249,800,249,1,747,0.4292457518,0.001493137764;0.004247087712;0.001043982984;1.710198799,0.4294811277;0.4290747804;0.4291813475,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.877873,0,,,0.4292457518,8.877873,0.3897604836,0,
250,800,250,1,750,0.4273297146,0.001548765642;0.004245931958;0.001089656397;1.702434505,0.427230432;0.4275412415;0.4272174704,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.020010,0,,,0.4273297146,8.020010,0.3879934942,0,
251,800,251,1,753,0.4254444068,0.001628709625;0.004247792426;0.001163218466;1.694737907,0.425269168;0.4254435085;0.4256205439,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.809694,0,,,0.4254444068,7.809694,0.3861562032,0,
252,800,252,1,756,0.4235797496,0.001718324435;0.004244850906;0.001246959703;1.687108863,0.4236835722;0.4237188981;0.4233367784,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.373260,0,,,0.4235797496,7.373260,0.3842755293,0,
253,800,253,1,759,0.4217308073,0.001811430218;0.004234595993;0.001332451942;1.679544751,0.4219372304;0.4214196772;0.4218355143,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.265020,0,,,0.4217308073,8.265020,0.3823848295,0,
254,800,254,1,762,0.4198954318,0.001906135183;0.004217005296;0.001416390058;1.672042197,0.4195171778;0.4201996663;0.4199694513,biomass;glucose;product;gp_nll,run_1;run_2;run_3,9.097304,0,,,0.4198954318,9.097304,0.3805005963,0,
255,800,255,1,765,0.4180727596,0.002002382508;0.004192709087;0.001498157614;1.664597789,0.4181197423;0.4184700176;0.4176285188,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.692636,0,,,0.4180727596,8.692636,0.378628796,0,
256,800,256,1,768,0.4162621256,0.002100265045;0.00416254554;0.001577386873;1.657208305,0.4167478139;0.4162855653;0.4157529975,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.363206,0,,,0.4162621256,7.363206,0.3767713278,0,
257,800,257,1,771,0.4144630309,0.002200003167;0.004127304117;0.001654046531;1.64987077,0.4138899769;0.4150330486;0.4144660673,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.654685,0,,,0.4144630309,8.654685,0.3749285419,0,
258,800,258,1,774,0.4126750689,0.00230179492;0.004087775979;0.00172824735;1.642582457,0.4120388872;0.4126604935;0.4133258259,biomass;glucose;product;gp_nll,run_1;run_3;run_2,8.585593,0,,,0.4126750689,8.585593,0.3731000915,0,
259,800,259,1,777,0.4108978753,0.002405789627;0.004044705087;0.001800141972;1.635340865,0.4108681468;0.4116262567;0.4101992225,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.329836,0,,,0.4108978753,8.329836,0.3712854408,0,
260,800,260,1,780,0.4091310706,0.002512040161;0.003998845696;0.001869707952;1.628143688,0.4099343012;0.4083705319;0.4090883786,biomass;glucose;product;gp_nll,run_2;run_1;run_3,7.953585,0,,,0.4091310706,7.953585,0.3694839937,0,
261,800,261,1,783,0.4073742771,0.002620490888;0.003950867946;0.001936949757;1.6209888,0.4073205752;0.408249842;0.406552414,biomass;glucose;product;gp_nll,run_3;run_2;run_1,7.952158,0,,,0.4073742771,7.952158,0.3676951168,0,
262,800,262,1,786,0.4056271576,0.0027310993;0.003901423001;0.002001888956;1.613874219,0.4055641664;0.4065728361;0.4047444703,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.064479,0,,,0.4056271576,8.064479,0.3659181848,0,
263,800,263,1,789,0.4038894112,0.002843807799;0.003851311771;0.002064429439;1.606798096,0.4049030135;0.4038187544;0.4029464657,biomass;glucose;product;gp_nll,run_2;run_3;run_1,7.997453,0,,,0.4038894112,7.997453,0.3641526256,0,
264,800,264,1,792,0.4021605514,0.00295821871;0.003800880373;0.00212441579;1.599758691,0.4011580206;0.402083506;0.4032401277,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.596116,0,,,0.4021605514,7.596116,0.3623976549,0,
265,800,265,1,795,0.4004402257,0.003074125818;0.003750739124;0.0021816863;1.592754351,0.3993789183;0.4003580747;0.401583684,biomass;glucose;product;gp_nll,run_1;run_3;run_2,7.866240,0,,,0.4004402257,7.866240,0.3606525544,0,
266,800,266,1,798,0.3987280741,0.003191406708;0.003701358208;0.002236034861;1.585783497,0.3986419154;0.3976088629;0.399933444,biomass;glucose;product;gp_nll,run_3;run_1;run_2,9.521351,0,,,0.3987280741,9.521351,0.3589167324,0,
267,800,267,1,801,0.3970236305,0.003309503095;0.003653087472;0.00228732842;1.578844603,0.3958475944;0.3982887377;0.3969345595,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.929381,0,,,0.3970236305,7.929381,0.3571892351,0,
268,800,268,1,804,0.3953263984,0.003427860864;0.003606242803;0.002335303639;1.571936186,0.3940948528;0.3966487804;0.3952355619,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.318799,0,,,0.3953263984,8.318799,0.3554692104,0,
269,800,269,1,807,0.393635901,0.003546214986;0.003561025994;0.002379576538;1.565056786,0.3950130099;0.3935443217;0.3923503713,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.056028,0,,,0.393635901,8.056028,0.3537558653,0,
270,800,270,1,810,0.3919516305,0.003664037022;0.003517628669;0.002419897932;1.558204958,0.3918603671;0.390613906;0.3933806182,biomass;glucose;product;gp_nll,run_3;run_1;run_2,8.852045,0,,,0.3919516305,8.852045,0.3520483265,0,
271,800,271,1,813,0.3902729474,0.003780710986;0.003475965081;0.002455853167;1.551379261,0.3888850901;0.391750687;0.3901830652,biomass;glucose;product;gp_nll,run_1;run_2;run_3,9.433661,0,,,0.3902729474,9.433661,0.3503455764,0,
272,800,272,1,816,0.3885993045,0.003895637492;0.003436169812;0.002487159087;1.544578252,0.3885120845;0.3871636512;0.3901221777,biomass;glucose;product;gp_nll,run_3;run_1;run_2,8.512675,0,,,0.3885993045,8.512675,0.3486467381,0,
273,800,273,1,819,0.386930104,0.004008191784;0.00339816046;0.002513580575;1.537800483,0.3884941815;0.3868468694;0.3854492612,biomass;glucose;product;gp_nll,run_2;run_3;run_1,9.707516,0,,,0.386930104,9.707516,0.3469508294,0,
274,800,274,1,822,0.3852645371,0.004117429201;0.003361724881;0.002534490988;1.531044503,0.3837415673;0.3868653287;0.3851867154,biomass;glucose;product;gp_nll,run_1;run_2;run_3,9.976603,0,,,0.3852645371,9.976603,0.3452568061,0,
275,800,275,1,825,0.3836020075,0.004222555383;0.0033268966;0.00254972405;1.524308854,0.3820401769;0.38523459;0.3835312555,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.938555,0,,,0.3836020075,8.938555,0.3435635067,0,
276,800,276,1,828,0.3819417947,0.004322744048;0.003293419266;0.002558930201;1.517592085,0.3836007658;0.3818798545;0.380344764,biomass;glucose;product;gp_nll,run_2;run_3;run_1,9.433435,0,,,0.3819417947,9.433435,0.3418699267,0,
277,800,277,1,831,0.3802829862,0.004417142455;0.003260528423;0.002561491446;1.510892782,0.3802311527;0.3819629014;0.3786549045,biomass;glucose;product;gp_nll,run_3;run_2;run_1,9.457815,0,,,0.3802829862,9.457815,0.3401758335,0,
278,800,278,1,834,0.3786252973,0.004505100109;0.003228788171;0.002557760078;1.504209541,0.3803200356;0.3785856558;0.3769702004,biomass;glucose;product;gp_nll,run_2;run_3;run_1,9.489841,0,,,0.3786252973,9.489841,0.3384793751,0,
279,800,279,1,837,0.3769679195,0.004585054829;0.003197761925;0.002547821815;1.497541039,0.3752902944;0.3769424733;0.3786709909,biomass;glucose;product;gp_nll,run_1;run_3;run_2,8.603569,0,,,0.3769679195,8.603569,0.3367798707,0,
280,800,280,1,840,0.3753103519,0.00465672001;0.003167261043;0.002531357336;1.490886069,0.3770153592;0.3753009468;0.3736147497,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.411447,0,,,0.3753103519,8.411447,0.3350766008,0,
281,800,281,1,843,0.3736523744,0.00471964542;0.003137287331;0.002509002179;1.484243563,0.3736611376;0.3719432638;0.3753527218,biomass;glucose;product;gp_nll,run_3;run_1;run_2,9.524231,0,,,0.3736523744,9.524231,0.3333689666,0,
282,800,282,1,846,0.3719934428,0.004772348342;0.003107794123;0.002480981979;1.477612647,0.3702755422;0.3720218524;0.373682934,biomass;glucose;product;gp_nll,run_1;run_3;run_2,8.951835,0,,,0.3719934428,8.951835,0.3316563424,0,
283,800,283,1,849,0.370333611,0.00481480276;0.003078900718;0.002448048119;1.470992692,0.3720063394;0.3686113491;0.3703831445,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.170759,0,,,0.370333611,8.170759,0.3299388057,0,
284,800,284,1,852,0.3686731019,0.004847029839;0.003050898239;0.002411121822;1.464383358,0.3703237983;0.3669505214;0.3687449861,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.419988,0,,,0.3686731019,8.419988,0.3282167586,0,
285,800,285,1,855,0.3670122963,0.00486912506;0.003024187023;0.002371239093;1.457784634,0.3671074376;0.3686364697;0.3652929816,biomass;glucose;product;gp_nll,run_3;run_2;run_1,8.171901,0,,,0.3670122963,8.171901,0.3264909152,0,
286,800,286,1,858,0.3653518287,0.004881643243;0.00299930451;0.002329495644;1.451196871,0.3654707196;0.3669460196;0.363638747,biomass;glucose;product;gp_nll,run_3;run_2;run_1,9.852194,0,,,0.3653518287,9.852194,0.3247626738,0,
287,800,287,1,861,0.3636925055,0.0048852977;0.002976907189;0.002287025632;1.444620791,0.3652543437;0.3619879348;0.3638352378,biomass;glucose;product;gp_nll,run_2;run_1;run_3,9.144923,0,,,0.3636925055,9.144923,0.3230335837,0,
288,800,288,1,864,0.3620353077,0.004881086046;0.00295773113;0.002244938986;1.438057474,0.3635635628;0.3603407568;0.3622016034,biomass;glucose;product;gp_nll,run_2;run_1;run_3,10.438514,0,,,0.3620353077,10.438514,0.3213056226,0,
289,800,289,1,867,0.3603812473,0.004870095575;0.002942414364;0.002204149712;1.43150833,0.3605703972;0.3618758115;0.3586975332,biomass;glucose;product;gp_nll,run_3;run_2;run_1,9.190135,0,,,0.3603812473,9.190135,0.3195807789,0,
290,800,290,1,870,0.3587315786,0.004853774409;0.002931751308;0.002165749915;1.424975039,0.360193193;0.3589428394;0.3570587035,biomass;glucose;product;gp_nll,run_2;run_3;run_1,9.903643,0,,,0.3587315786,9.903643,0.3178610978,0,
291,800,291,1,873,0.3570873668,0.004833411923;0.0029261259;0.002130433676;1.418459496,0.3585176119;0.3554246327;0.3573198558,biomass;glucose;product;gp_nll,run_2;run_1;run_3,8.898886,0,,,0.3570873668,8.898886,0.3161485504,0,
292,800,292,1,876,0.3554495488,0.004809909241;0.002925872805;0.002098683532;1.41196373,0.3568506669;0.3557020716;0.3537959079,biomass;glucose;product;gp_nll,run_2;run_3;run_1,9.587402,0,,,0.3554495488,9.587402,0.3144444954,0,
293,800,293,1,879,0.3538194272,0.004785221028;0.002931234773;0.00207142584;1.405489827,0.3551937153;0.3540914728;0.3521730936,biomass;glucose;product;gp_nll,run_2;run_3;run_1,9.372590,0,,,0.3538194272,9.372590,0.312750185,0,
294,800,294,1,882,0.3521977564,0.004760114259;0.002942065041;0.002048985315;1.399039861,0.3505567909;0.3535476917;0.3524887867,biomass;glucose;product;gp_nll,run_1;run_2;run_3,8.661826,0,,,0.3521977564,8.661826,0.3110664701,0,
295,800,295,1,885,0.3505853744,0.004735791286;0.002958093175;0.002031790262;1.392615823,0.3489476171;0.351913345;0.3508951612,biomass;glucose;product;gp_nll,run_1;run_2;run_3,10.703735,0,,,0.3505853744,10.703735,0.3093937413,0,
296,800,296,1,888,0.3489829863,0.004713206353;0.002978907592;0.002020263047;1.386219568,0.349311712;0.3473461878;0.3502910592,biomass;glucose;product;gp_nll,run_3;run_1;run_2,9.134568,0,,,0.3489829863,9.134568,0.3077324408,0,
297,800,297,1,891,0.3473911488,0.004693197674;0.003003963806;0.002014662674;1.379852771,0.3457531006;0.3477393246;0.3486810212,biomass;glucose;product;gp_nll,run_1;run_3;run_2,10.541367,0,,,0.3473911488,10.541367,0.3060826363,0,
298,800,298,1,894,0.3458103552,0.00467654057;0.003032672601;0.002015316606;1.373516891,0.3461789397;0.3470832111;0.3441689147,biomass;glucose;product;gp_nll,run_3;run_2;run_1,10.339720,0,,,0.3458103552,10.339720,0.3044442194,0,
299,800,299,1,897,0.3442409523,0.004663899255;0.003064384359;0.002022377414;1.367213148,0.3454974731;0.3425941277;0.3446312561,biomass;glucose;product;gp_nll,run_2;run_1;run_3,9.898472,0,,,0.3442409523,9.898472,0.3028168894,0,
300,800,300,1,900,0.3426832765,0.004656000283;0.003098547056;0.002036049416;1.360942509,0.3430971371;0.3439235382;0.3410291543,biomass;glucose;product;gp_nll,run_3;run_2;run_1,9.833806,0,,,0.3426832765,9.833806,0.3012003146,0,
301,800,301,1,903,0.3411374491,0.004653332011;0.003134521257;0.002056262442;1.354705681,0.3423610566;0.3415770421;0.3394742486,biomass;glucose;product;gp_nll,run_2;run_3;run_1,10.359840,0,,,0.3411374491,10.359840,0.2995939777,0,
302,800,302,1,906,0.3396036571,0.004656509001;0.003171975897;0.002083035449;1.348503108,0.3400715763;0.3408096642;0.337929731,biomass;glucose;product;gp_nll,run_3;run_2;run_1,10.466199,0,,,0.3396036571,10.466199,0.2979972983,0,
303,800,303,1,909,0.3380819096,0.004665911836;0.003210512848;0.002116229076;1.342334985,0.3392688487;0.3385812586;0.3363956214,biomass;glucose;product;gp_nll,run_2;run_3;run_1,9.520117,0,,,0.3380819096,9.520117,0.296409631,0,
304,800,304,1,912,0.3365722472,0.004682125375;0.003249881334;0.002155716265;1.336201266,0.337738248;0.3371065725;0.3348719212,biomass;glucose;product;gp_nll,run_2;run_3;run_1,8.408852,0,,,0.3365722472,8.408852,0.2948304922,0,
305,800,305,1,915,0.3350745079,0.00470541175;0.003289721423;0.002201207694;1.330101691,0.3333581479;0.3362172971;0.3356480786,biomass;glucose;product;gp_nll,run_1;run_2;run_3,10.016186,0,,,0.3350745079,10.016186,0.2932593468,0,
306,800,306,1,918,0.3335887351,0.00473600881;0.003330374002;0.002252756371;1.324035801,0.3318547391;0.3347055098;0.3342059563,biomass;glucose;product;gp_nll,run_1;run_2;run_3,7.778834,0,,,0.3335887351,7.778834,0.2916959247,0,
307,800,307,1,921,0.3321149324,0.004774804447;0.003371743272;0.002310216713;1.318002965,0.3332028012;0.3327809942;0.3303610017,biomass;glucose;product;gp_nll,run_2;run_3;run_1,4.677187,0,,,0.3321149324,4.677187,0.290140374,0,
308,800,308,1,924,0.3306527294,0.004821367359;0.003413445113;0.002373700765;1.312002404,0.3313735475;0.3317081317;0.328876509,biomass;glucose;product;gp_nll,run_3;run_2;run_1,4.441120,0,,,0.3306527294,4.441120,0.2885923868,0,
309,800,309,1,927,0.3292020291,0.004876150043;0.003455528642;0.002443232936;1.306033205,0.3299840514;0.3274007606;0.3302212752,biomass;glucose;product;gp_nll,run_3;run_1;run_2,4.634553,0,,,0.3292020291,4.634553,0.2870526859,0,
310,800,310,1,930,0.3277627186,0.004939871656;0.00349816881;0.002518504378;1.300094329,0.3286130818;0.328742027;0.3259330469,biomass;glucose;product;gp_nll,run_3;run_2;run_1,5.349205,0,,,0.3277627186,5.349205,0.285522589,0,
311,800,311,1,933,0.3263345138,0.005012439961;0.003541046831;0.002599957915;1.294184611,0.3272609109;0.3272698696;0.3244727611,biomass;glucose;product;gp_nll,run_3;run_2;run_1,5.594407,0,,,0.3263345138,5.594407,0.2840032196,0,
312,800,312,1,936,0.3249164383,0.005092995744;0.00358352921;0.002686482463;1.288302746,0.3258042016;0.323019145;0.3259259683,biomass;glucose;product;gp_nll,run_2;run_1;run_3,5.809020,0,,,0.3249164383,5.809020,0.2824966686,0,
313,800,313,1,939,0.323508213,0.005181487045;0.003625875077;0.002778255488;1.282447234,0.3246083992;0.3243447428;0.3215714971,biomass;glucose;product;gp_nll,run_3;run_2;run_1,5.129726,0,,,0.323508213,5.129726,0.2810034734,0,
314,800,314,1,942,0.3221089398,0.005277224752;0.00366774898;0.002874402839;1.276616383,0.322891003;0.3201291193;0.3233066971,biomass;glucose;product;gp_nll,run_2;run_1;run_3,4.906878,0,,,0.3221089398,4.906878,0.2795245199,0,
315,800,315,1,945,0.3207177698,0.005379717793;0.003708766015;0.00297433436;1.270808261,0.3186912517;0.3220195822;0.3214424757,biomass;glucose;product;gp_nll,run_1;run_3;run_2,5.394738,0,,,0.3207177698,5.394738,0.2780586652,0,
316,800,316,1,948,0.3193336626,0.005488128006;0.003748601245;0.003077208173;1.265020713,0.3199986212;0.3172571818;0.320745185,biomass;glucose;product;gp_nll,run_2;run_1;run_3,5.895106,0,,,0.3193336626,5.895106,0.2766034136,0,
317,800,317,1,951,0.3179554793,0.005601448552;0.003786788188;0.003182285635;1.259251395,0.3158262327;0.318558855;0.3194813502,biomass;glucose;product;gp_nll,run_1;run_2;run_3,5.439009,0,,,0.3179554793,5.439009,0.2751533168,0,
