step,total_updates,epoch,batch_in_epoch,samples_seen,mean_loss,per_target_loss,per_process_loss,target_names,process_names,step_dt,rebuild_count,holdout_loss,holdout_label,epoch_mean_loss,epoch_time_seconds,grad_norm,n_failed_samples,failed_processes
31,400,31,1,806,0.04274885576,0.0484994346;0.02735124807;0.0523958846,0.02608904638;0.06032363732;0.02119207316;0.09438875922;0.06326252256;0.03502585018;0.03586379786;0.03154287068;0.08112603899;0.08058273195;0.07026686111;0.01031210885;0.03924225363;0.02306897799;0.05705960748;0.01646799707;0.01169922172;0.0428143703;0.1367153852;0.007645360085;0.007076687006;0.05978676618;0.02859524972;0.03064819019;0.02837532043;0.01229856434,biomass;glucose;product,H4_run_1;H4_run_4;H1_run_1;H1_run_3;H4_run_5;H3_run_6;H3_run_1;T_run_1;H3_run_5;H1_run_5;H3_run_4;H2_run_4;H1_run_4;H4_run_3;H2_run_1;H2_run_2;H4_run_2;H2_run_3;H1_run_6;H2_run_5;H4_run_6;H1_run_2;H2_run_6;H3_run_2;T_run_2;H3_run_3,0.061893,0,,,0.04274885576,0.061893,0.007713216464,0,
32,400,32,1,832,0.04180822981,0.04730413967;0.02680854292;0.05131200683,0.09309581272;0.0550678316;0.007301823106;0.0112389105;0.02052728041;0.00680546439;0.009853472724;0.01216079766;0.02999914935;0.02511523242;0.03540040888;0.02774791041;0.06138275571;0.0345098996;0.02226576811;0.1345204877;0.04125015741;0.03083494387;0.0585162256;0.06940653212;0.0794653725;0.02744108189;0.07981368486;0.05880555106;0.01579757223;0.03868984812,biomass;glucose;product,H1_run_3;H2_run_1;H2_run_5;H4_run_2;H1_run_1;H4_run_6;H2_run_4;H3_run_3;H3_run_2;H4_run_1;H3_run_1;T_run_2;H4_run_5;H3_run_6;H4_run_3;H1_run_6;H2_run_3;T_run_1;H4_run_4;H3_run_4;H1_run_5;H2_run_6;H3_run_5;H1_run_2;H2_run_2;H1_run_4,0.106578,0,,,0.04180822981,0.106578,0.007911229296,0,
33,400,33,1,858,0.04083978706,0.04607867328;0.02624736126;0.05019332665,0.09174815736;0.07829994818;0.03966164304;0.03811360836;0.02412726485;0.03491924329;0.006949838301;0.05778763992;0.05945678997;0.05666062432;0.0262585585;0.02143644103;0.01201751155;0.06851216504;0.03397591513;0.03009445581;0.02933381135;0.006525420583;0.01511430766;0.01076427866;0.05303801053;0.0093829501;0.07846226585;0.02709065041;0.1322511253;0.0198518386,biomass;glucose;product,H1_run_3;H1_run_5;H2_run_3;H1_run_4;H4_run_1;H3_run_1;H2_run_5;H1_run_2;H4_run_5;H4_run_4;H2_run_6;H4_run_3;H3_run_3;H3_run_4;H3_run_6;T_run_1;H3_run_2;H4_run_6;H2_run_2;H4_run_2;H2_run_1;H2_run_4;H3_run_5;T_run_2;H1_run_6;H1_run_1,0.173380,0,,,0.04083978706,0.173380,0.008098869363,0,
34,400,34,1,884,0.039844387,0.04482513614;0.0256677773;0.04904024756,0.0118686109;0.02058177667;0.07707232182;0.05748750022;0.0567331859;0.02504997229;0.03442026567;0.01916692651;0.02640288789;0.07708533863;0.09034437292;0.0102762382;0.0286527589;0.01442013888;0.03805315188;0.006590522321;0.03342399716;0.006237108196;0.03751287242;0.06758344172;0.008901915732;0.02932064244;0.1299075207;0.05475897698;0.02312754705;0.05097407001,biomass;glucose;product,H3_run_3;H4_run_3;H3_run_5;H4_run_5;H1_run_2;H2_run_6;H3_run_1;H1_run_1;T_run_2;H1_run_5;H1_run_3;H4_run_2;H3_run_2;H2_run_2;H2_run_3;H2_run_5;H3_run_6;H4_run_6;H1_run_4;H3_run_4;H2_run_4;T_run_1;H1_run_6;H4_run_4;H4_run_1;H2_run_1,0.082451,0,,,0.039844387,0.082451,0.008274494575,0,
35,400,35,1,910,0.03882313183,0.04354596492;0.02507000285;0.04785342772,0.03285419593;0.02851289217;0.05547861497;0.0137170653;0.1274903098;0.02568413033;0.03688711048;0.05564239398;0.01970295473;0.07564438951;0.08888333262;0.03642947788;0.06662008066;0.009775897964;0.02381829891;0.05281433752;0.02211845631;0.005941166262;0.00841200649;0.01171403973;0.02795649015;0.03390341106;0.01847360681;0.006225127034;0.04888098984;0.07582065108,biomass;glucose;product,H3_run_6;T_run_1;H4_run_5;H2_run_2;H1_run_6;T_run_2;H1_run_4;H1_run_2;H4_run_3;H3_run_5;H1_run_3;H2_run_3;H3_run_4;H4_run_2;H2_run_6;H4_run_4;H4_run_1;H4_run_6;H2_run_4;H3_run_3;H3_run_2;H3_run_1;H1_run_1;H2_run_5;H2_run_1;H1_run_5,0.068790,0,,,0.03882313183,0.068790,0.008436367117,0,
36,400,36,1,936,0.03777738963,0.0422439195;0.024454416;0.04663383338,0.04676481964;0.05451549228;0.009264570042;0.005855046358;0.03623602258;0.0115538072;0.02493405585;0.06562180325;0.07450525952;0.02110238666;0.03479582382;0.01777292175;0.0508307104;0.02724548138;0.03336860152;0.05343468368;0.02256727452;0.01300718291;0.007915133673;0.08736426985;0.07417896914;0.0188016364;0.005638325893;0.02767079184;0.1250005182;0.03226654194,biomass;glucose;product,H2_run_1;H1_run_2;H4_run_2;H2_run_5;H1_run_4;H3_run_3;T_run_2;H3_run_4;H1_run_5;H4_run_1;H2_run_3;H1_run_1;H4_run_4;H3_run_2;H3_run_1;H4_run_5;H2_run_6;H2_run_2;H2_run_4;H1_run_3;H3_run_5;H4_run_3;H4_run_6;T_run_1;H1_run_6;H3_run_6,0.073035,0,,,0.03777738963,0.073035,0.008582694881,0,
37,400,37,1,962,0.03670880026,0.04092206441;0.02382157445;0.04538276191,0.02679419566;0.08578683345;0.03166109188;0.03315764324;0.07267660283;0.05136100652;0.07313884272;0.06458836631;0.02008181994;0.03555959157;0.01229272892;0.008743777198;0.01138800668;0.122439455;0.04881299847;0.005329431464;0.02415253687;0.04463243876;0.02652025426;0.01706599086;0.02130133903;0.0178799722;0.005481842031;0.007413483359;0.05335278068;0.03281577676,biomass;glucose;product,T_run_1;H1_run_3;H3_run_6;H2_run_3;H3_run_5;H4_run_5;H1_run_5;H3_run_4;H4_run_1;H1_run_4;H2_run_2;H4_run_2;H3_run_3;H1_run_6;H4_run_4;H4_run_6;T_run_2;H2_run_1;H3_run_2;H1_run_1;H2_run_6;H4_run_3;H2_run_5;H2_run_4;H1_run_2;H3_run_1,0.074360,0,,,0.03670880026,0.074360,0.00871169279,0,
38,400,38,1,988,0.035619278,0.03958376481;0.02317222088;0.04410184829,0.02002556287;0.005015460238;0.006909523232;0.01905940791;0.02588328251;0.03485807553;0.0233396712;0.1198087037;0.07172133382;0.04249147875;0.01635409587;0.03152070028;0.0467668266;0.01157615637;0.01694059755;0.02578144865;0.03224493265;0.04926343628;0.07113794215;0.03103797599;0.08415102301;0.01121681541;0.06351957111;0.005107262605;0.00821526994;0.05215467363,biomass;glucose;product,H2_run_6;H4_run_6;H2_run_4;H4_run_1;T_run_1;H1_run_4;T_run_2;H1_run_6;H1_run_5;H2_run_1;H1_run_1;H2_run_3;H4_run_4;H2_run_2;H4_run_3;H3_run_2;H3_run_1;H4_run_5;H3_run_5;H3_run_6;H1_run_3;H3_run_3;H3_run_4;H2_run_5;H4_run_2;H1_run_2,0.095863,0,,,0.035619278,0.095863,0.008821602047,0,
39,400,39,1,1014,0.03451101712,0.03823270721;0.02250728281;0.04279306135,0.004733264751;0.01874558949;0.03165616967;0.04469848323;0.0156387313;0.07025286098;0.03039745635;0.06241529832;0.05092177128;0.1171102071;0.02989101366;0.01104048336;0.04714845383;0.007681032729;0.02249584163;0.006406031469;0.04035009314;0.02502989491;0.0249386243;0.03413194533;0.01803803432;0.08245709164;0.004697549076;0.01598654211;0.06956383961;0.01086014162,biomass;glucose;product,H2_run_5;H2_run_6;H3_run_1;H4_run_4;H1_run_1;H1_run_5;H3_run_6;H3_run_4;H1_run_2;H1_run_6;H2_run_3;H3_run_3;H4_run_5;H4_run_2;T_run_2;H2_run_4;H2_run_1;H3_run_2;T_run_1;H1_run_4;H4_run_1;H1_run_3;H4_run_6;H4_run_3;H3_run_5;H2_run_2,0.078877,0,,,0.03451101712,0.078877,0.008910703585,0,
40,400,40,1,1040,0.03338651115,0.03687294103;0.02182787857;0.04145871384,0.01492159487;0.03821699324;0.0496549409;0.01502122118;0.01702083239;0.04261492081;0.01746759042;0.01014761262;0.06127557125;0.1143464184;0.02396121617;0.06795545366;0.04502314706;0.007143322971;0.08070548411;0.02162175706;0.01085930904;0.03104970211;0.02827499;0.005906109513;0.03338178666;0.02973993511;0.02426661855;0.004362037785;0.06873371821;0.004377005798,biomass;glucose;product,H1_run_1;H2_run_1;H1_run_2;H4_run_3;H4_run_1;H4_run_4;H2_run_6;H2_run_2;H3_run_4;H1_run_6;T_run_1;H3_run_5;H4_run_5;H4_run_2;H1_run_3;T_run_2;H3_run_3;H3_run_1;H2_run_3;H2_run_4;H1_run_4;H3_run_6;H3_run_2;H2_run_5;H1_run_5;H4_run_6,0.073032,0,,,0.03338651115,0.073032,0.008977310098,0,
41,400,41,1,1066,0.03224857946,0.03550892096;0.02113533035;0.04010148707,0.1115206129;0.004055319328;0.0671643574;0.02295252266;0.01601108496;0.04289539979;0.00660471276;0.04835534675;0.0304258508;0.0788968028;0.06010059082;0.06631427904;0.0361015795;0.00944169546;0.02349278494;0.02906592944;0.01067361271;0.003996000791;0.03260822612;0.01420451078;0.04052384517;0.01619829537;0.00541320869;0.01404847541;0.02667950702;0.0207185145,biomass;glucose;product,H1_run_6;H4_run_6;H1_run_5;T_run_1;H4_run_1;H4_run_5;H4_run_2;H1_run_2;H3_run_1;H1_run_3;H3_run_4;H3_run_5;H2_run_1;H2_run_2;H3_run_2;H3_run_6;H3_run_3;H2_run_5;H1_run_4;H1_run_1;H4_run_4;H2_run_6;H2_run_4;H4_run_3;H2_run_3;T_run_2,0.072918,0,,,0.03224857946,0.072918,0.009019746316,0,
42,400,42,1,1092,0.03110038703,0.03414552462;0.0204311783;0.03872445817,0.06464214967;0.01494504377;0.06554552214;0.02191446353;0.1086369913;0.01348933307;0.01501217555;0.07703193902;0.02511185529;0.05889078462;0.0318118968;0.03843391499;0.003637788473;0.02978502672;0.004931157557;0.01048372205;0.03401393192;0.003734169788;0.02837603912;0.01978761394;0.008745645304;0.04702449299;0.04077406632;0.006068105539;0.02270963117;0.01307260217,biomass;glucose;product,H3_run_5;H2_run_6;H1_run_5;T_run_1;H1_run_6;H1_run_1;H4_run_1;H1_run_3;H2_run_3;H3_run_4;H1_run_4;H4_run_4;H2_run_5;H3_run_1;H2_run_4;H3_run_3;H2_run_1;H4_run_6;H3_run_6;T_run_2;H2_run_2;H1_run_2;H4_run_5;H4_run_2;H3_run_2;H4_run_3,0.087928,0,,,0.03110038703,0.087928,0.009036371937,0,
43,400,43,1,1118,0.02994546374,0.03278804803;0.01971720086;0.03733114233,0.05764685729;0.02357974994;0.03196494995;0.003290239801;0.01028996488;0.01209844039;0.003415420374;0.0127778741;0.008062791445;0.03866898101;0.04566422698;0.0188310242;0.02191840552;0.02084947038;0.02767090481;0.1057010303;0.03099342557;0.01402748068;0.07511208992;0.0363548002;0.06294124016;0.004464153161;0.02912770383;0.01371582493;0.06387824224;0.005536765163,biomass;glucose;product,H3_run_4;H2_run_3;H2_run_1;H2_run_5;H3_run_3;H4_run_3;H4_run_6;H1_run_1;H2_run_2;H4_run_5;H1_run_2;T_run_2;H3_run_2;T_run_1;H3_run_6;H1_run_6;H1_run_4;H4_run_1;H1_run_3;H4_run_4;H3_run_5;H2_run_4;H3_run_1;H2_run_6;H1_run_5;H4_run_2,0.077273,0,,,0.02994546374,0.077273,0.009025629529,0,
44,400,44,1,1144,0.02878771352,0.0314421809;0.0189954328;0.03592552686,0.06121406103;0.03015347409;0.007396486868;0.0563698118;0.04427672724;0.004016738631;0.02695119192;0.02112034237;0.02845441229;0.01251924116;0.07313894205;0.005014315982;0.01976057108;0.01207188392;0.1027195611;0.01113144159;0.06216400312;0.002956373081;0.03659100589;0.03429725984;0.0299661748;0.01009266755;0.003101117604;0.01785127538;0.01306031299;0.02209115814,biomass;glucose;product,H3_run_5;H1_run_4;H2_run_2;H3_run_4;H1_run_2;H2_run_4;H3_run_6;H3_run_2;H3_run_1;H2_run_6;H1_run_3;H4_run_2;T_run_1;H1_run_1;H1_run_6;H4_run_3;H1_run_5;H2_run_5;H4_run_5;H4_run_4;H2_run_1;H3_run_3;H4_run_6;T_run_2;H4_run_1;H2_run_3,0.095750,0,,,0.02878771352,0.095750,0.0089861025,0,
45,400,45,1,1170,0.02763140198,0.03011394712;0.01826817446;0.03451208436,0.01685149639;0.02802954234;0.02031667446;0.002639357927;0.04286455299;0.02621759889;0.003593755611;0.06040487797;0.01017768663;0.00279349096;0.05506098868;0.009892157871;0.004504715913;0.03227305905;0.01137306455;0.07111484754;0.01211396555;0.01865143945;0.02929275755;0.02776574647;0.01136440518;0.006750093234;0.02065404533;0.099700816;0.034551849;0.05946346592,biomass;glucose;product,T_run_2;H2_run_1;H3_run_2;H2_run_5;H1_run_2;H3_run_6;H2_run_4;H1_run_5;H4_run_3;H4_run_6;H3_run_4;H3_run_3;H4_run_2;H4_run_4;H1_run_1;H1_run_3;H4_run_1;T_run_1;H1_run_4;H3_run_1;H2_run_6;H2_run_2;H2_run_3;H1_run_6;H4_run_5;H3_run_5,0.097350,0,,,0.02763140198,0.097350,0.008916595603,0,
46,400,46,1,1196,0.02648112987,0.02880962853;0.01753799658;0.03309576451,0.04143067196;0.02841211172;0.002494937648;0.004012227121;0.02616717465;0.009243893946;0.09665450911;0.03256370178;0.02547087553;0.01583548711;0.05860364926;0.02706237314;0.01950866342;0.01026070265;0.05372209601;0.03029462172;0.0690430142;0.01119164537;0.01068310652;0.01752647055;0.003200234785;0.002342485235;0.00968877114;0.01927627652;0.006126964383;0.05769271123,biomass;glucose;product,H1_run_2;H1_run_4;H4_run_6;H4_run_2;H2_run_1;H4_run_3;H1_run_6;H4_run_5;H3_run_6;T_run_2;H1_run_5;H3_run_1;H3_run_2;H2_run_6;H3_run_4;H4_run_4;H1_run_3;H4_run_1;H1_run_1;T_run_1;H2_run_4;H2_run_5;H3_run_3;H2_run_3;H2_run_2;H3_run_5,0.096625,0,,,0.02648112987,0.096625,0.008816234612,0,
47,400,47,1,1222,0.0253417771,0.02753564843;0.01680772366;0.03168195919,0.05590536374;0.06692760904;0.0243907593;0.02634503709;0.09359168867;0.008337329864;0.01796522156;0.01869763088;0.005530429112;0.009482857275;0.02837498518;0.01639086917;0.009217619736;0.002208008462;0.03063912497;0.003541341096;0.01480779252;0.0275125547;0.002841298918;0.05676388544;0.02471183266;0.05235517785;0.002069109628;0.01029648703;0.01000373799;0.03997845262,biomass;glucose;product,H3_run_5;H1_run_3;H2_run_1;H3_run_1;H1_run_6;H4_run_3;H2_run_3;H3_run_2;H2_run_2;H3_run_3;H4_run_4;T_run_1;H2_run_6;H4_run_6;H4_run_5;H4_run_2;T_run_2;H1_run_4;H2_run_4;H1_run_5;H3_run_6;H3_run_4;H2_run_5;H4_run_1;H1_run_1;H1_run_2,0.103481,0,,,0.0253417771,0.103481,0.008684566103,0,
48,400,48,1,1248,0.02421841716,0.02629844102;0.01608039607;0.03027641438,0.06477392939;0.02394138354;0.01788500092;0.01672756881;0.01525069884;0.008244233232;0.03851168136;0.05096265845;0.002522002012;0.02271122658;0.00193539323;0.02561459857;0.001822594962;0.007465687014;0.02879034103;0.009336743553;0.0137737337;0.003096687475;0.009274787159;0.05489006679;0.09052464022;0.004963734472;0.02652710344;0.02659538386;0.009431588221;0.05410537928,biomass;glucose;product,H1_run_3;H3_run_6;H3_run_2;H2_run_3;T_run_1;H2_run_6;H1_run_2;H3_run_4;H2_run_4;H2_run_1;H4_run_6;H3_run_1;H2_run_5;H4_run_3;H4_run_5;H1_run_1;T_run_2;H4_run_2;H3_run_3;H1_run_5;H1_run_6;H2_run_2;H4_run_4;H1_run_4;H4_run_1;H3_run_5,0.108391,0,,,0.02421841716,0.108391,0.008521632666,0,
49,400,49,1,1274,0.0231162494,0.02510434157;0.01535923927;0.02888516736,0.02113823291;0.02316055462;0.01556912129;0.02487200837;0.004430077177;0.05298769122;0.001679878578;0.052297137;0.01273947429;0.06258854041;0.0270289322;0.001606249468;0.008684032813;0.01411293855;0.03703457214;0.08746675273;0.0495473768;0.009064954573;0.00734897292;0.00268293452;0.02566219761;0.006636902067;0.002247160221;0.00859996258;0.01707236628;0.02476346308,biomass;glucose;product,H2_run_1;H3_run_6;H2_run_3;H3_run_1;H2_run_2;H1_run_5;H4_run_6;H3_run_5;T_run_2;H1_run_3;H4_run_5;H2_run_5;H1_run_1;T_run_1;H1_run_2;H1_run_6;H3_run_4;H3_run_3;H2_run_6;H4_run_2;H1_run_4;H4_run_3;H2_run_4;H4_run_1;H3_run_2;H4_run_4,0.202892,0,,,0.0231162494,0.202892,0.008328012663,0,
50,400,50,1,1300,0.02204047034,0.02395941623;0.01464758805;0.02751440675,0.02411835345;0.008853770471;0.01967972512;0.03555176993;0.00780449947;0.08443223671;0.0129854986;0.01171204171;0.008047607357;0.05106327236;0.02309559126;0.02237050915;0.01449455548;0.02471492868;0.002021163325;0.001423235204;0.006539127445;0.001444312647;0.06037928443;0.02536537581;0.005858837699;0.01626143565;0.003932494161;0.002304648055;0.04811259415;0.0504853606,biomass;glucose;product,H3_run_1;H3_run_3;H2_run_1;H1_run_2;H4_run_1;H1_run_6;T_run_1;T_run_2;H1_run_1;H1_run_5;H4_run_4;H3_run_6;H2_run_3;H1_run_4;H2_run_4;H2_run_5;H2_run_6;H4_run_6;H1_run_3;H4_run_5;H4_run_3;H3_run_2;H2_run_2;H4_run_2;H3_run_4;H3_run_5,0.096944,0,,,0.02204047034,0.096944,0.008104874403,0,
51,400,51,1,1326,0.02099615327,0.02286931445;0.01394881035;0.026170335,0.001276482444;0.005820503902;0.0233548653;0.04867517449;0.03406833464;0.008641650662;0.00184777291;0.003473805178;0.007429573941;0.001966147791;0.0581552647;0.04912434632;0.02380856362;0.08143562754;0.02375584787;0.001231555134;0.01350733993;0.005138950587;0.01187710421;0.01545413468;0.04666199727;0.02157257691;0.0106992724;0.018341659;0.007047964292;0.02153346919,biomass;glucose;product,H2_run_5;H2_run_6;H3_run_1;H3_run_5;H1_run_2;H3_run_3;H2_run_4;H2_run_2;H1_run_1;H4_run_2;H1_run_3;H1_run_5;H4_run_5;H1_run_6;H1_run_4;H4_run_6;H2_run_3;H4_run_3;T_run_1;H3_run_2;H3_run_4;H3_run_6;T_run_2;H2_run_1;H4_run_1;H4_run_4,0.118000,0,,,0.02099615327,0.118000,0.007853954371,0,
52,400,52,1,1352,0.01998814581,0.02183915584;0.01326623621;0.02485904537,0.01712770299;0.01465257535;0.001729934154;0.03258970424;0.04519972091;0.02008514556;0.00448397647;0.006832138983;0.02236546311;0.07849185568;0.05592679832;0.02278757135;0.04687205877;0.008428999727;0.001168586634;0.02076828551;0.01260959812;0.009709729285;0.003056567435;0.005197091789;0.04717946941;0.006332899561;0.02258296291;0.001044415615;0.001671343371;0.01079719573,biomass;glucose;product,H2_run_1;H3_run_2;H2_run_4;H1_run_2;H3_run_4;H4_run_4;H4_run_3;H1_run_1;H4_run_5;H1_run_6;H1_run_3;H1_run_4;H3_run_5;H3_run_3;H2_run_5;H3_run_6;H2_run_3;T_run_2;H2_run_2;H2_run_6;H1_run_5;H4_run_1;H3_run_1;H4_run_6;H4_run_2;T_run_1,0.105507,0,,,0.01998814581,0.105507,0.007577512065,0,
53,400,53,1,1378,0.01902091997,0.02087335003;0.01260305984;0.02358635003,0.002682991054;0.009755574458;0.03112165061;0.003899577914;0.0160392124;0.04508171238;0.02180424608;0.02181303183;0.0008855744336;0.04373035256;0.006257542813;0.008216205489;0.07561534297;0.01995937201;0.001669624214;0.00142356323;0.004670933161;0.02104093473;0.04523802916;0.008752444021;0.00566157761;0.00110170458;0.01875642543;0.01180207144;0.01385903969;0.0537051849,biomass;glucose;product,H2_run_2;T_run_1;H1_run_2;H4_run_3;H2_run_1;H3_run_5;H3_run_1;H1_run_4;H4_run_6;H3_run_4;H1_run_1;H3_run_3;H1_run_6;H3_run_6;H2_run_4;H4_run_2;H2_run_6;H4_run_5;H1_run_5;T_run_2;H4_run_1;H2_run_5;H4_run_4;H2_run_3;H3_run_2;H1_run_3,0.105490,0,,,0.01902091997,0.105490,0.00727830805,0,
54,400,54,1,1404,0.01809845722,0.01997547603;0.01196225975;0.02235763589,0.002354848271;0.01108417176;0.0150752271;0.01755063419;0.01983751017;0.005708024192;0.01307597886;0.05150251444;0.00107746575;0.001667711791;0.04225887653;0.0007574951013;0.003390062319;0.005035936731;0.01914778208;0.07281980178;0.007836570114;0.02102050443;0.04331009672;0.008762006419;0.0433100107;0.004242064937;0.02967005817;0.008003632217;0.02083550553;0.001225397536,biomass;glucose;product,H2_run_2;H2_run_3;H2_run_1;H4_run_4;H4_run_5;H1_run_1;H3_run_2;H1_run_3;H2_run_5;H2_run_4;H3_run_4;H4_run_6;H4_run_3;H4_run_1;H3_run_6;H1_run_6;T_run_2;H3_run_1;H1_run_5;T_run_1;H3_run_5;H2_run_6;H1_run_2;H3_run_3;H1_run_4;H4_run_2,0.112033,0,,,0.01809845722,0.112033,0.006959507299,0,
55,400,55,1,1430,0.01722415714,0.01914821079;0.01134652208;0.02117773856,0.04933129879;0.0187554664;0.01646862598;0.0006623324311;0.006970950154;0.04156290121;0.02023371973;0.002958086922;0.07011775486;0.01230598101;0.0414063436;0.005185786691;0.003908546422;0.004457557361;0.04079060701;0.002073449901;0.001096890325;0.01985858346;0.001723929489;0.0142326224;0.007825761032;0.01833567268;0.02824097412;0.0010785852;0.007791616815;0.01045404175,biomass;glucose;product,H1_run_3;H4_run_5;H4_run_4;H4_run_6;T_run_2;H3_run_5;H3_run_1;H4_run_3;H1_run_6;H3_run_2;H1_run_5;H1_run_1;H2_run_6;H4_run_1;H3_run_4;H2_run_2;H2_run_5;H1_run_4;H2_run_4;H2_run_1;T_run_1;H3_run_6;H1_run_2;H4_run_2;H3_run_3;H2_run_3,0.116073,0,,,0.01722415714,0.116073,0.006624488963,0,
56,400,56,1,1456,0.01640075297,0.01839322096;0.01075819111;0.02005084685,0.0135066691;0.0009839026764;0.03933110407;0.02684041927;0.004692934229;0.04720418042;0.03953735151;0.01944606964;0.03984629061;0.006163614613;0.01550878459;0.002604688774;0.001160348989;0.001839601976;0.001836870884;0.003927615513;0.01155171857;0.06752009506;0.009908766732;0.007580490538;0.0006018451111;0.003666667829;0.01888616462;0.01779290458;0.01752540557;0.006955071791,biomass;glucose;product,H2_run_1;H4_run_2;H3_run_4;H1_run_2;H1_run_1;H1_run_3;H1_run_5;H3_run_1;H3_run_5;T_run_2;H4_run_4;H4_run_3;H2_run_5;H2_run_2;H2_run_4;H4_run_1;H3_run_2;H1_run_6;H2_run_3;H3_run_3;H4_run_6;H2_run_6;H1_run_4;H4_run_5;H3_run_6;T_run_1,0.146685,0,,,0.01640075297,0.146685,0.00627684807,0,
57,400,57,1,1482,0.01563023998,0.01771112184;0.01019920961;0.01898038848,0.004231397721;0.002329162085;0.009444482844;0.0016535854;0.0108158947;0.01694606084;0.0009411714382;0.02547410551;0.01865990265;0.04513342958;0.003511263073;0.01466762786;0.007370566869;0.0167195262;0.01792238101;0.03816571403;0.03771376396;0.06503570609;0.0005773193657;0.001267541401;0.01289064844;0.002004088487;0.03788610065;0.006156633324;0.003446879606;0.005421286246,biomass;glucose;product,H1_run_1;H4_run_3;H2_run_3;H2_run_2;H3_run_2;H4_run_5;H4_run_2;H1_run_2;H3_run_1;H1_run_3;H2_run_6;H4_run_4;H3_run_3;H3_run_6;H1_run_4;H3_run_5;H1_run_5;H1_run_6;H4_run_6;H2_run_5;H2_run_1;H2_run_4;H3_run_4;T_run_1;H4_run_1;T_run_2,0.129103,0,,,0.01563023998,0.129103,0.005920209422,0,
58,400,58,1,1508,0.01491387039,0.0171014902;0.009671101625;0.01796901936,0.01787770609;0.02414736874;0.003802907807;0.01010119471;0.04313050824;0.0009492587736;0.005435216403;0.007162163775;0.01393966793;0.01620952829;0.002129244162;0.06267142793;0.01237703492;0.004749027127;0.0005895085449;0.009056588864;0.0365264837;0.002222258765;0.001417509026;0.0359456264;0.003015691556;0.01592071737;0.01697155579;0.001515162586;0.03646129276;0.003435980003,biomass;glucose;product,H3_run_1;H1_run_2;H1_run_1;H3_run_2;H1_run_3;H4_run_2;T_run_1;H3_run_3;H4_run_4;H4_run_5;H4_run_3;H1_run_6;H2_run_1;T_run_2;H4_run_6;H2_run_3;H3_run_5;H2_run_4;H2_run_5;H1_run_5;H4_run_1;H3_run_6;H1_run_4;H2_run_2;H3_run_4;H2_run_6,0.128197,0,,,0.01491387039,0.128197,0.00555816061,0,
59,400,59,1,1534,0.01425215589,0.016562903;0.009174965822;0.01701859884,0.01557672947;0.0006385917911;0.00160869426;0.01710207736;0.01195752797;0.06043187042;0.01603817242;0.02286507225;0.006955610352;0.03506225931;0.002487303362;0.01513175871;0.03424210398;0.001423600773;0.009410223628;0.004149864981;0.00479346242;0.00263397798;0.002001298697;0.008739978222;0.03493345231;0.003433688183;0.001006187041;0.00340893349;0.01331797694;0.04120563683,biomass;glucose;product,H4_run_5;H4_run_6;H2_run_5;H3_run_1;H2_run_1;H1_run_6;H1_run_4;H1_run_2;H3_run_3;H3_run_4;H2_run_4;H3_run_6;H1_run_5;H2_run_2;H3_run_2;T_run_2;T_run_1;H4_run_1;H4_run_3;H2_run_3;H3_run_5;H2_run_6;H4_run_2;H1_run_1;H4_run_4;H1_run_3,0.148225,0,,,0.01425215589,0.148225,0.005194090735,0,
60,400,60,1,1560,0.01364488732,0.01609298745;0.008711475243;0.01613019925,0.02163148644;0.001109224659;0.00137770738;0.01504007246;0.00675125539;0.001839002702;0.01633568277;0.003624793347;0.0127947068;0.00279467705;0.008745385467;0.001940579749;0.03339091782;0.0116233519;0.00230126066;0.003050634525;0.05831947506;0.01435547292;0.003496816521;0.03261099672;0.004231797302;0.03369438623;0.01512668452;0.03936726463;0.008489272074;0.0007241651207,biomass;glucose;product,H1_run_2;H4_run_2;H2_run_2;H4_run_5;H3_run_3;H2_run_5;H3_run_1;T_run_2;H4_run_4;H2_run_4;H3_run_2;H4_run_3;H3_run_5;H2_run_1;H4_run_1;H1_run_1;H1_run_6;H3_run_6;H2_run_6;H1_run_5;T_run_1;H3_run_4;H1_run_4;H1_run_3;H2_run_3;H4_run_6,0.137192,0,,,0.01364488732,0.137192,0.004831161462,0,
61,400,61,1,1586,0.01309124738,0.01568860719;0.008280931863;0.01530420309,0.001941535409;0.01424141025;0.008298949533;0.002105886677;0.03105885705;0.05633479651;0.003617661774;0.008108874866;0.03762226766;0.01558123794;0.03190260496;0.001375878192;0.01236144015;0.0323628227;0.003139540754;0.02045019745;0.006549474352;0.003748520925;0.01359469405;0.003172742621;0.002016680345;0.01459153383;0.002728824748;0.0008452495898;0.001255042013;0.01136570757,biomass;glucose;product,H4_run_3;H1_run_4;H2_run_3;H2_run_5;H1_run_5;H1_run_6;H2_run_6;H3_run_2;H1_run_3;H3_run_1;H3_run_5;H2_run_2;H4_run_4;H3_run_4;H2_run_4;H1_run_2;H3_run_3;T_run_1;H3_run_6;T_run_2;H4_run_1;H4_run_5;H1_run_1;H4_run_6;H4_run_2;H2_run_1,0.239768,0,,,0.01309124738,0.239768,0.004472199882,0,
