step,total_updates,epoch,batch_in_epoch,samples_seen,mean_loss,per_target_loss,per_process_loss,target_names,process_names,step_dt,rebuild_count,holdout_loss,holdout_label,epoch_mean_loss,epoch_time_seconds,grad_norm,n_failed_samples,failed_processes
209,800,209,1,627,0.0005671831357,0.0005845963072;0.0007626430656;0.0003543100343,0.0007002643732;0.0004973913019;0.000503893732,biomass;glucose;product,run_2;run_1;run_3,0.031962,0,,,0.0005671831357,0.031962,0.000840136751,0,
210,800,210,1,630,0.0005642317178,0.0005822591775;0.0007578428703;0.0003525931056,0.0005006445653;0.0004945241148;0.0006975264733,biomass;glucose;product,run_3;run_1;run_2,0.024493,0,,,0.0005642317178,0.024493,0.0008335458322,0,
211,800,211,1,633,0.0005613214956,0.0005799427455;0.0007531160395;0.0003509057017,0.000694818132;0.0004916910662;0.0004974552885,biomass;glucose;product,run_2;run_1;run_3,0.037806,0,,,0.0005613214956,0.037806,0.0008272341589,0,
212,800,212,1,636,0.0005584516443,0.0005776530773;0.0007484597026;0.0003492421531,0.0004943199175;0.000692127074;0.0004889079415,biomass;glucose;product,run_3;run_2;run_1,0.018450,0,,,0.0005584516443,0.018450,0.0008215344838,0,
213,800,213,1,639,0.0005556178213,0.0005753883673;0.0007438826732;0.0003475824233,0.0004912152852;0.0006894642205;0.0004861739581,biomass;glucose;product,run_3;run_2;run_1,0.031962,0,,,0.0005556178213,0.031962,0.0008161524174,0,
214,800,214,1,642,0.000552826258,0.0005731460602;0.0007393797758;0.0003459529379,0.0004881513889;0.0004834831627;0.0006868442222,biomass;glucose;product,run_3;run_1;run_2,0.023616,0,,,0.000552826258,0.023616,0.0008105696156,0,
215,800,215,1,645,0.0005500724436,0.0005709273552;0.0007349538765;0.000344336099,0.0004808415094;0.0006842617084;0.0004851141129,biomass;glucose;product,run_1;run_2;run_3,0.021582,0,,,0.0005500724436,0.021582,0.0008048611058,0,
216,800,216,1,648,0.0005473556184,0.000568736574;0.0007305983589;0.0003427319222,0.0004782613842;0.0004821079718;0.0006816974991,biomass;glucose;product,run_1;run_3;run_2,0.038755,0,,,0.0005473556184,0.038755,0.0007996308939,0,
217,800,217,1,651,0.0005446751714,0.0005665743696;0.0007263093899;0.0003411417547,0.0004757468772;0.0006791417137;0.0004791369233,biomass;glucose;product,run_1;run_2;run_3,0.008386,0,,,0.0005446751714,0.008386,0.0007951046257,0,
218,800,218,1,654,0.0005420301598,0.0005644346612;0.0007220884211;0.0003395673971,0.0006766062033;0.0004732865659;0.0004761977102,biomass;glucose;product,run_2;run_1;run_3,0.014309,0,,,0.0005420301598,0.014309,0.0007909786243,0,
219,800,219,1,657,0.0005394199829,0.0005623088668;0.0007179396708;0.000338011411,0.0004732856603;0.0004708620542;0.0006741122342,biomass;glucose;product,run_3;run_1;run_2,0.017193,0,,,0.0005394199829,0.017193,0.0007865611839,0,
220,800,220,1,660,0.0005368438968,0.0005601929947;0.0007138626994;0.0003364759962,0.0006716677784;0.0004704010147;0.0004684628972,biomass;glucose;product,run_2;run_3;run_1,0.018640,0,,,0.0005368438968,0.018640,0.0007815059133,0,
221,800,221,1,663,0.0005343012356,0.0005580900904;0.0007098510597;0.0003349625566,0.0004675516682;0.0006692609017;0.0004660911368,biomass;glucose;product,run_3;run_2;run_1,0.018151,0,,,0.0005343012356,0.018151,0.000776200788,0,
222,800,222,1,666,0.0005317913473,0.0005560055163;0.0007058969216;0.0003334716042,0.0006668747404;0.0004647471777;0.000463752124,biomass;glucose;product,run_2;run_3;run_1,0.016073,0,,,0.0005317913473,0.016073,0.0007711135768,0,
223,800,223,1,669,0.0005293136125,0.0005539414836;0.0007019961137;0.0003320032402,0.0006645049397;0.0004619920054;0.0004614438923,biomass;glucose;product,run_2;run_3;run_1,0.017223,0,,,0.0005293136125,0.017223,0.0007663510459,0,
224,800,224,1,672,0.0005268674211,0.0005518968265;0.0006981480942;0.0003305573426,0.0004592853291;0.0004591573488;0.0006621595855,biomass;glucose;product,run_3;run_1;run_2,0.020669,0,,,0.0005268674211,0.020669,0.000761702687,0,
225,800,225,1,675,0.0005244521194,0.0005498709244;0.0006943518592;0.0003291335744,0.0006598441792;0.00045688561;0.000456626569,biomass;glucose;product,run_2;run_1;run_3,0.018014,0,,,0.0005244521194,0.018014,0.0007569539129,0,
226,800,226,1,678,0.0005220670813,0.0005478661494;0.0006906033763;0.0003277317183,0.0006575515918;0.0004540194137;0.0004546302384,biomass;glucose;product,run_2;run_3;run_1,0.018024,0,,,0.0005220670813,0.018024,0.0007522536661,0,
227,800,227,1,681,0.0005197117087,0.0005458856527;0.0006868976761;0.0003263517974,0.000655269043;0.0004514692123;0.0004523968709,biomass;glucose;product,run_2;run_3;run_1,0.015850,0,,,0.0005197117087,0.015850,0.0007478750375,0,
228,800,228,1,684,0.0005173854273,0.0005439294364;0.000683232834;0.0003249940115,0.0004501861484;0.0006529928536;0.0004489772798,biomass;glucose;product,run_1;run_2;run_3,0.029290,0,,,0.0005173854273,0.029290,0.0007438615027,0,
229,800,229,1,687,0.0005150877043,0.000541993477;0.000679610964;0.000323658672,0.0004479911754;0.0004465390816;0.000650732856,biomass;glucose;product,run_1;run_3;run_2,0.026191,0,,,0.0005150877043,0.026191,0.0007400020736,0,
230,800,230,1,690,0.0005128179989,0.0005400729363;0.0006760351686;0.0003223458917,0.0004441481522;0.0004458042731;0.0006485015712,biomass;glucose;product,run_3;run_1;run_2,0.025573,0,,,0.0005128179989,0.025573,0.0007359774682,0,
231,800,231,1,693,0.0005105757779,0.0005381660076;0.0006725061394;0.0003210551867,0.0004436247476;0.0006463015053;0.0004418010807,biomass;glucose;product,run_1;run_2;run_3,0.035871,0,,,0.0005105757779,0.035871,0.0007317018651,0,
232,800,232,1,696,0.000508358843,0.0005362720157;0.0006690207866;0.0003197837268,0.0004414588479;0.0006441198832;0.0004394977979,biomass;glucose;product,run_1;run_2;run_3,0.021346,0,,,0.000508358843,0.021346,0.0007273700865,0,
233,800,233,1,699,0.0005061698781,0.0005343968617;0.0006655802324;0.0003185325403,0.0006419593237;0.0004393129505;0.0004372373602,biomass;glucose;product,run_2;run_1;run_3,0.013406,0,,,0.0005061698781,0.013406,0.0007231266152,0,
234,800,234,1,702,0.0005040081894,0.000532537643;0.0006621857169;0.0003173012084,0.0004371886494;0.0004350195164;0.0006398164024,biomass;glucose;product,run_1;run_3;run_2,0.025174,0,,,0.0005040081894,0.025174,0.000718927191,0,
235,800,235,1,705,0.0005018704218,0.0005306949256;0.0006588350476;0.0003160812922,0.0004350858533;0.0006376953423;0.0004328300698,biomass;glucose;product,run_1;run_2;run_3,0.029655,0,,,0.0005018704218,0.029655,0.0007147519433,0,
236,800,236,1,708,0.0004997594722,0.000528870566;0.0006555318203;0.0003148760301,0.000635603948;0.0004330054818;0.0004306689867,biomass;glucose;product,run_2;run_1;run_3,0.030619,0,,,0.0004997594722,0.030619,0.0007105045554,0,
237,800,237,1,711,0.0004976715777,0.0005270619317;0.0006522724018;0.0003136803995,0.0004285359804;0.0006335261532;0.0004309525994,biomass;glucose;product,run_3;run_2;run_1,0.025239,0,,,0.0004976715777,0.025239,0.0007063622345,0,
238,800,238,1,714,0.0004956062539,0.0005252706493;0.0006490548493;0.0003124932632,0.0006314545535;0.0004289322938;0.0004264319146,biomass;glucose;product,run_2;run_1;run_3,0.026854,0,,,0.0004956062539,0.026854,0.0007024997662,0,
239,800,239,1,717,0.000493566662,0.0005235009407;0.0006458810305;0.0003113180149,0.0004243553877;0.0006293999982;0.0004269446002,biomass;glucose;product,run_3;run_2;run_1,0.045524,0,,,0.000493566662,0.045524,0.000698897025,0,
240,800,240,1,720,0.0004915500659,0.000521747088;0.0006427506263;0.0003101524834,0.000424984635;0.0004223030425;0.0006273625203,biomass;glucose;product,run_1;run_3;run_2,0.016410,0,,,0.0004915500659,0.016410,0.0006953952208,0,
241,800,241,1,723,0.0004895578867,0.00052000907;0.0006396657159;0.0003089988743,0.0004202723543;0.0004230474859;0.00062535382,biomass;glucose;product,run_3;run_1;run_2,0.044774,0,,,0.0004895578867,0.044774,0.0006918090695,0,
242,800,242,1,726,0.0004875862006,0.0005182817389;0.0006366223159;0.0003078545472,0.0004211319157;0.0004182641405;0.0006233625457,biomass;glucose;product,run_1;run_3;run_2,0.030853,0,,,0.0004875862006,0.030853,0.0006881520752,0,
243,800,243,1,729,0.0004856370547,0.0005165679946;0.0006336211506;0.0003067220189,0.0006213897205;0.0004192404478;0.0004162809958,biomass;glucose;product,run_2;run_1;run_3,0.041281,0,,,0.0004856370547,0.041281,0.0006845138429,0,
244,800,244,1,732,0.0004837091272,0.0005148692925;0.0006306574901;0.000305600599,0.0006194328228;0.0004143245674;0.0004173699913,biomass;glucose;product,run_2;run_3;run_1,0.028011,0,,,0.0004837091272,0.028011,0.0006809531315,0,
245,800,245,1,735,0.000481802492,0.0005131845151;0.0006277320204;0.0003044909405,0.0006174942391;0.000415518771;0.0004123944659,biomass;glucose;product,run_2;run_1;run_3,0.038850,0,,,0.000481802492,0.038850,0.0006774026564,0,
246,800,246,1,738,0.000479916777,0.000511513184;0.0006248439738;0.0003033931733,0.0006155764311;0.0004104901441;0.0004136837559,biomass;glucose;product,run_2;run_3;run_1,0.041625,0,,,0.000479916777,0.041625,0.0006737967391,0,
247,800,247,1,741,0.0004780516169,0.0005098560425;0.0006219915605;0.0003023072476,0.000613677113;0.0004086129167;0.0004118648209,biomass;glucose;product,run_2;run_3;run_1,0.014710,0,,,0.0004780516169,0.014710,0.0006701868748,0,
248,800,248,1,744,0.0004762066536,0.0005082145329;0.0006191723905;0.0003012330374,0.0006117907007;0.0004067653727;0.0004100638874,biomass;glucose;product,run_2;run_3;run_1,0.030799,0,,,0.0004762066536,0.030799,0.0006666973798,0,
249,800,249,1,747,0.0004743815358,0.0005065892599;0.000616384815;0.0003001705326,0.0004049489395;0.0006099140754;0.0004082815926,biomass;glucose;product,run_3;run_2;run_1,0.017476,0,,,0.0004743815358,0.017476,0.000663382456,0,
250,800,250,1,750,0.0004725759247,0.0005049793138;0.0006136285372;0.000299119923,0.0006080493959;0.0004031626551;0.000406515723,biomass;glucose;product,run_2;run_3;run_1,0.012773,0,,,0.0004725759247,0.012773,0.0006601808243,0,
251,800,251,1,753,0.0004707894893,0.0005033831671;0.0006109038453;0.0002980814555,0.0004047631859;0.0006062007846;0.0004014044974,biomass;glucose;product,run_1;run_2;run_3,0.025827,0,,,0.0004707894893,0.025827,0.000656983887,0,
252,800,252,1,756,0.0004690221344,0.0005018000736;0.0006082108405;0.0002970554892,0.0006043694313;0.0003996734237;0.0004030235483,biomass;glucose;product,run_2;run_3;run_1,0.049642,0,,,0.0004690221344,0.049642,0.0006537513539,0,
253,800,253,1,759,0.000467273091,0.0005002299801;0.0006055480256;0.0002960412672,0.0006025530894;0.0004012965672;0.0003979696163,biomass;glucose;product,run_2;run_1;run_3,0.033348,0,,,0.000467273091,0.033348,0.0006505252012,0,
254,800,254,1,762,0.0004655422854,0.0004986730848;0.0006029150744;0.0002950386971,0.0003995841868;0.0006007498787;0.0003962927909,biomass;glucose;product,run_1;run_2;run_3,0.031075,0,,,0.0004655422854,0.031075,0.0006473403164,0,
255,800,255,1,765,0.0004638294113,0.0004971288889;0.0006003120257;0.0002940473193,0.0003946411225;0.0005989609336;0.0003978861777,biomass;glucose;product,run_3;run_2;run_1,0.019849,0,,,0.0004638294113,0.019849,0.0006441697021,0,
256,800,256,1,768,0.0004621341653,0.0004955967295;0.0005977391761;0.0002930665903,0.0005971885728;0.0003930120994;0.0003962018237,biomass;glucose;product,run_2;run_3;run_1,0.016352,0,,,0.0004621341653,0.016352,0.0006409631541,0,
257,800,257,1,771,0.0004604562597,0.0004940766275;0.0005951963236;0.0002920958281,0.000394531828;0.0005954327664;0.0003914041848,biomass;glucose;product,run_1;run_2;run_3,0.019171,0,,,0.0004604562597,0.019171,0.0006377289476,0,
258,800,258,1,774,0.0004587954133,0.0004925693021;0.000592682669;0.0002911342687,0.0003928784386;0.0003898171665;0.0005936906348,biomass;glucose;product,run_1;run_3;run_2,0.023736,0,,,0.0004587954133,0.023736,0.0006345450704,0,
259,800,259,1,777,0.000457151349,0.0004910753113;0.0005901974769;0.0002901812587,0.0003882508812;0.0005919596263;0.0003912435393,biomass;glucose;product,run_3;run_2;run_1,0.045745,0,,,0.000457151349,0.045745,0.0006314765222,0,
260,800,260,1,780,0.0004555237965,0.0004895943732;0.0005877406068;0.0002892364094,0.0005902401967;0.0003896270844;0.0003867041082,biomass;glucose;product,run_2;run_1;run_3,0.025880,0,,,0.0004555237965,0.025880,0.0006285156397,0,
261,800,261,1,783,0.000453912492,0.0004881256335;0.0005853122686;0.0002882995739,0.0003851750462;0.0005885347513;0.0003880276784,biomass;glucose;product,run_3;run_2;run_1,0.025733,0,,,0.000453912492,0.025733,0.0006256039506,0,
262,800,262,1,786,0.0004523171774,0.0004866684476;0.0005829123805;0.0002873707041,0.0003836626634;0.0005868445445;0.0003864443243,biomass;glucose;product,run_3;run_2;run_1,0.029809,0,,,0.0004523171774,0.029809,0.0006227036589,0,
263,800,263,1,789,0.0004507376004,0.0004852226972;0.0005805403503;0.0002864497538,0.0005851685687;0.0003821671524;0.0003848770801,biomass;glucose;product,run_2;run_3;run_1,0.038203,0,,,0.0004507376004,0.038203,0.0006198285413,0,
264,800,264,1,792,0.0004491735133,0.0004837883746;0.0005781954659;0.0002855366992,0.0003833260458;0.0003806890133;0.0005835054807,biomass;glucose;product,run_1;run_3;run_2,0.005365,0,,,0.0004491735133,0.005365,0.000616997492,0,
265,800,265,1,795,0.000447618261,0.000482355362;0.0005758712144;0.0002846282065,0.0003817903219;0.0003792280852;0.0005818363758,biomass;glucose;product,run_1;run_3;run_2,0.026522,0,,,0.000447618261,0.026522,0.0006142098628,0,
266,800,266,1,798,0.0004460855753,0.0004809413631;0.0005735757934;0.0002837395693,0.0003777883819;0.0003802687244;0.0005801996194,biomass;glucose;product,run_3;run_1;run_2,0.050596,0,,,0.0004460855753,0.050596,0.0006114037421,0,
267,800,267,1,801,0.0004445663077,0.0004795390633;0.0005713095346;0.0002828503253,0.0003787609459;0.0005785773611;0.0003763606161,biomass;glucose;product,run_1;run_2;run_3,0.036230,0,,,0.0004445663077,0.036230,0.0006085881494,0,
268,800,268,1,804,0.0004430616476,0.0004781474452;0.0005690685958;0.0002819689018,0.0003772664525;0.0005769691809;0.0003749493095,biomass;glucose;product,run_1;run_2;run_3,0.054743,0,,,0.0004430616476,0.054743,0.0006057721201,0,
269,800,269,1,807,0.0004415713662,0.0004767668838;0.0005668519974;0.0002810952175,0.0005753731504;0.0003735554029;0.0003757855454,biomass;glucose;product,run_2;run_3;run_1,0.025310,0,,,0.0004415713662,0.025310,0.0006029954887,0,
270,800,270,1,810,0.0004400952389,0.0004753976586;0.000564658851;0.0002802292072,0.0003721797225;0.0003743184263;0.000573787568,biomass;glucose;product,run_3;run_1;run_2,0.059252,0,,,0.0004400952389,0.059252,0.0006002892508,0,
271,800,271,1,813,0.0004386330464,0.0004740396061;0.0005624886411;0.0002793708922,0.0003728644379;0.0005722123965;0.0003708223049,biomass;glucose;product,run_1;run_2;run_3,0.031044,0,,,0.0004386330464,0.031044,0.0005976441744,0,
272,800,272,1,816,0.0004371845704,0.0004726922648;0.0005603411138;0.0002785203325,0.0003694826427;0.0003714224375;0.0005706486309,biomass;glucose;product,run_3;run_1;run_2,0.007082,0,,,0.0004371845704,0.007082,0.0005950257885,0,
273,800,273,1,819,0.0004357497067,0.0004713554542;0.0005582160856;0.0002776775804,0.0005690966697;0.0003681607075;0.000369991743,biomass;glucose;product,run_2;run_3;run_1,0.047937,0,,,0.0004357497067,0.047937,0.0005924146016,0,
274,800,274,1,822,0.0004343280536,0.0004700288505;0.0005561128228;0.0002768424876,0.000368572399;0.0005675557738;0.0003668559881,biomass;glucose;product,run_1;run_2;run_3,0.020315,0,,,0.0004343280536,0.020315,0.0005898172429,0,
275,800,275,1,825,0.000432919504,0.000468712567;0.0005540310238;0.0002760149212,0.000367164637;0.0005660251741;0.0003655687009,biomass;glucose;product,run_1;run_2;run_3,0.025869,0,,,0.000432919504,0.025869,0.0005872443529,0,
276,800,276,1,828,0.0004315238611,0.0004674064021;0.000551970475;0.0002751947062,0.0005645051064;0.0003642981987;0.0003657682781,biomass;glucose;product,run_2;run_3;run_1,0.015258,0,,,0.0004315238611,0.015258,0.0005846872422,0,
277,800,277,1,831,0.0004301409342,0.0004661100733;0.0005499310832;0.000274381646,0.0003630434721;0.0005629963611;0.0003643829693,biomass;glucose;product,run_3;run_2;run_1,0.009580,0,,,0.0004301409342,0.009580,0.0005821283147,0,
278,800,278,1,834,0.0004287705362,0.0004648234926;0.000547912642;0.0002735754738,0.0005614990292;0.0003618037678;0.0003630088114,biomass;glucose;product,run_2;run_3;run_1,0.018599,0,,,0.0004287705362,0.018599,0.0005795686754,0,
279,800,279,1,837,0.0004274124837,0.000463546807;0.0005459147809;0.0002727758632,0.000361646454;0.0003605787732;0.000560012224,biomass;glucose;product,run_1;run_3;run_2,0.017935,0,,,0.0004274124837,0.017935,0.0005770333595,0,
280,800,280,1,840,0.000426066598,0.0004622801351;0.000543937151;0.0002719825081,0.0005585351144;0.0003593681925;0.0003602964872,biomass;glucose;product,run_2;run_3;run_1,0.035638,0,,,0.000426066598,0.035638,0.0005745451945,0,
281,800,281,1,843,0.0004247327038,0.0004610233431;0.0005419795745;0.0002711951937,0.0003581713569;0.0003589589151;0.0005570678394,biomass;glucose;product,run_3;run_1;run_2,0.015662,0,,,0.0004247327038,0.015662,0.0005721029631,0,
282,800,282,1,846,0.0004234106293,0.0004597761274;0.0005400419714;0.0002704137891,0.0003576333334;0.0003569874179;0.0005556111366,biomass;glucose;product,run_1;run_3;run_2,0.044215,0,,,0.0004234106293,0.044215,0.0005696888747,0,
283,800,283,1,849,0.0004221002081,0.0004585382576;0.0005381241768;0.0002696381898,0.000554165304;0.0003563194813;0.0003558158389,biomass;glucose;product,run_2;run_1;run_3,0.040081,0,,,0.0004221002081,0.040081,0.0005672923855,0,
284,800,284,1,852,0.0004208012768,0.0004573096578;0.0005362258819;0.0002688682906,0.0005527299075;0.0003550173975;0.0003546565253,biomass;glucose;product,run_2;run_1;run_3,0.017984,0,,,0.0004208012768,0.017984,0.0005649179618,0,
285,800,285,1,855,0.0004195136721,0.0004560902654;0.0005343467395;0.0002681040114,0.0003535094726;0.0005513044943;0.0003537270495,biomass;glucose;product,run_3;run_2;run_1,0.014754,0,,,0.0004195136721,0.014754,0.0005625693513,0,
286,800,286,1,858,0.0004182372363,0.0004548798999;0.0005324864864;0.0002673453226,0.0003523744602;0.0005498891899;0.0003524480588,biomass;glucose;product,run_3;run_2;run_1,0.029048,0,,,0.0004182372363,0.029048,0.0005602374032,0,
287,800,287,1,861,0.0004169718146,0.0004536783555;0.0005306448718;0.0002665922166,0.0005484843373;0.0003511799081;0.0003512511984,biomass;glucose;product,run_2;run_1;run_3,0.042882,0,,,0.0004169718146,0.042882,0.0005579090582,0,
288,800,288,1,864,0.0004157172556,0.0004524855709;0.0005288215381;0.0002658446577,0.0005470897417;0.0003499223548;0.0003501396702,biomass;glucose;product,run_2;run_1;run_3,0.051045,0,,,0.0004157172556,0.051045,0.0005555850169,0,
289,800,289,1,867,0.0004144734021,0.000451301622;0.00052701602;0.0002651025642,0.0003490401535;0.0005457045807;0.000348675472,biomass;glucose;product,run_3;run_2;run_1,0.030750,0,,,0.0004144734021,0.030750,0.0005532807629,0,
290,800,290,1,870,0.0004132401211,0.0004501265862;0.0005252278867;0.0002643658903,0.0005443282056;0.0003479528782;0.0003474392794,biomass;glucose;product,run_2;run_3;run_1,0.025578,0,,,0.0004132401211,0.025578,0.0005510092224,0,
291,800,291,1,873,0.0004120172656,0.0004489603733;0.000523456813;0.0002636346106,0.0005429605247;0.0003462134909;0.0003468777814,biomass;glucose;product,run_2;run_1;run_3,0.045223,0,,,0.0004120172656,0.045223,0.0005487690084,0,
292,800,292,1,876,0.0004108046973,0.0004478028132;0.0005217025513;0.0002629087275,0.0005416017864;0.0003458146365;0.0003449976692,biomass;glucose;product,run_2;run_3;run_1,0.023502,0,,,0.0004108046973,0.023502,0.0005465505132,0,
293,800,293,1,879,0.0004096022582,0.0004466535972;0.0005199649195;0.0002621882579,0.0005402519716;0.0003447632571;0.0003437915459,biomass;glucose;product,run_2;run_3;run_1,0.019459,0,,,0.0004096022582,0.019459,0.0005443458954,0,
294,800,294,1,882,0.0004084098664,0.0004455130865;0.0005182434521;0.0002614730605,0.0003425951635;0.0005389105195;0.0003437239162,biomass;glucose;product,run_1;run_2;run_3,0.042632,0,,,0.0004084098664,0.042632,0.0005421699726,0,
295,800,295,1,885,0.0004072273588,0.0004443809366;0.0005165380107;0.0002607631291,0.0003414082751;0.000537577537;0.0003426962643,biomass;glucose;product,run_1;run_2;run_3,0.030371,0,,,0.0004072273588,0.030371,0.0005400124556,0,
296,800,296,1,888,0.0004060546055,0.000443256942;0.0005148484557;0.0002600584187,0.0003416798673;0.0003402305481;0.000536253401,biomass;glucose;product,run_3;run_1;run_2,0.026596,0,,,0.0004060546055,0.026596,0.0005378615182,0,
297,800,297,1,891,0.0004048914788,0.0004421409722;0.0005131746183;0.0002593588459,0.0003390618378;0.0003406743734;0.0005349382252,biomass;glucose;product,run_1;run_3;run_2,0.037452,0,,,0.0004048914788,0.037452,0.0005357128582,0,
298,800,298,1,894,0.0004037378536,0.0004410330061;0.0005115162732;0.0002586642815,0.0003396796019;0.0005336317002;0.0003379022587,biomass;glucose;product,run_3;run_2;run_1,0.018222,0,,,0.0004037378536,0.018222,0.0005335734095,0,
299,800,299,1,897,0.000402593607,0.0004399330412;0.0005098731969;0.0002579745829,0.0005323334804;0.000336751967;0.0003386953735,biomass;glucose;product,run_2;run_1;run_3,0.024628,0,,,0.000402593607,0.024628,0.0005314519663,0,
300,800,300,1,900,0.0004014586184,0.0004388410071;0.00050824522;0.0002572896282,0.0003377213561;0.0005310435402;0.000335610959,biomass;glucose;product,run_3;run_2;run_1,0.007592,0,,,0.0004014586184,0.007592,0.000529350357,0,
301,800,301,1,903,0.0004003327696,0.00043775679;0.0005066322026;0.0002566093163,0.0005297620326;0.00033675715;0.0003344791263,biomass;glucose;product,run_2;run_3;run_1,0.049005,0,,,0.0004003327696,0.049005,0.0005272657724,0,
302,800,302,1,906,0.0003992159439,0.0004366803081;0.0005050339764;0.0002559335473,0.000335802481;0.0005284889194;0.0003333564314,biomass;glucose;product,run_3;run_2;run_1,0.009667,0,,,0.0003992159439,0.009667,0.000525198516,0,
303,800,303,1,909,0.000398108027,0.0004356115198;0.000503450338;0.0002552622231,0.0005272239297;0.0003348572301;0.0003322429212,biomass;glucose;product,run_2;run_3;run_1,0.027726,0,,,0.000398108027,0.027726,0.0005231527481,0,
304,800,304,1,912,0.0003970089065,0.000434550358;0.0005018810931;0.0002545952683,0.0005259668771;0.0003339212782;0.0003311385641,biomass;glucose;product,run_2;run_3;run_1,0.033545,0,,,0.0003970089065,0.033545,0.000521129414,0,
305,800,305,1,915,0.0003959184722,0.0004334966936;0.0005003260811;0.0002539326418,0.0003300431611;0.0005247178474;0.000332994408,biomass;glucose;product,run_1;run_2;run_3,0.014699,0,,,0.0003959184722,0.014699,0.0005191225756,0,
306,800,306,1,918,0.0003948366159,0.0004324503897;0.0004987851401;0.0002532743178,0.000328956465;0.0005234769832;0.0003320763994,biomass;glucose;product,run_1;run_2;run_3,0.007761,0,,,0.0003948366159,0.007761,0.0005171249266,0,
307,800,307,1,921,0.0003937632312,0.0004314113708;0.0004972580631;0.0002526202597,0.0005222441842;0.0003311671678;0.0003278783416,biomass;glucose;product,run_2;run_3;run_1,0.046811,0,,,0.0003937632312,0.046811,0.0005151351953,0,
308,800,308,1,924,0.0003926982137,0.0004303796173;0.0004957446052;0.0002519704186,0.0003302667413;0.0005210191394;0.0003268087604,biomass;glucose;product,run_3;run_2;run_1,0.024273,0,,,0.0003926982137,0.024273,0.0005131577101,0,
309,800,309,1,927,0.0003916414607,0.0004293551004;0.0004942445293;0.0002513247524,0.0003293751143;0.0003257476535;0.0005198016143,biomass;glucose;product,run_3;run_1;run_2,0.010839,0,,,0.0003916414607,0.010839,0.0005111958218,0,
310,800,310,1,930,0.0003905928707,0.0004283377507;0.0004927576278;0.0002506832336,0.000328492182;0.0005185915749;0.0003246948552,biomass;glucose;product,run_3;run_2;run_1,0.046249,0,,,0.0003905928707,0.046249,0.0005092487965,0,
311,800,311,1,933,0.0003895523456,0.0004273274963;0.0004912837;0.0002500458405,0.0003276178252;0.0005173890195;0.0003236501921,biomass;glucose;product,run_3;run_2;run_1,0.016498,0,,,0.0003895523456,0.016498,0.0005073152898,0,
312,800,312,1,936,0.000388519791,0.0004263242627;0.0004898225432;0.0002494125671,0.0005161938015;0.0003226135735;0.0003267519981,biomass;glucose;product,run_2;run_1;run_3,0.062091,0,,,0.000388519791,0.062091,0.0005053973645,0,
313,800,313,1,939,0.0003874951064,0.000425328069;0.000488373934;0.0002487833163,0.0003258946728;0.0005150057078;0.0003215849387,biomass;glucose;product,run_3;run_2;run_1,0.022005,0,,,0.0003874951064,0.022005,0.0005034965595,0,
314,800,314,1,942,0.0003864782006,0.0004243388153;0.0004869377056;0.000248158081,0.0005138246642;0.0003205641813;0.0003250457563,biomass;glucose;product,run_2;run_1;run_3,0.021604,0,,,0.0003864782006,0.021604,0.0005016123728,0,
315,800,315,1,945,0.0003854689817,0.0004233563932;0.0004855137176;0.0002475368342,0.0003195511237;0.0003242050581;0.0005126507633,biomass;glucose;product,run_1;run_3;run_2,0.028575,0,,,0.0003854689817,0.028575,0.0004997399756,0,
316,800,316,1,948,0.0003844673593,0.0004223807005;0.0004841018365;0.0002469195407,0.0005114840793;0.0003185456157;0.0003233723827,biomass;glucose;product,run_2;run_1;run_3,0.049075,0,,,0.0003844673593,0.049075,0.0004978752123,0,
317,800,317,1,951,0.0003834732446,0.0004214116749;0.0004827019143;0.0002463061446,0.0003175476092;0.0005103245209;0.0003225476037,biomass;glucose;product,run_1;run_2;run_3,0.028166,0,,,0.0003834732446,0.028166,0.0004960182323,0,
318,800,318,1,954,0.0003824865504,0.0004204492762;0.0004813137979;0.0002456965772,0.0003165571103;0.0003217306219;0.0005091719191,biomass;glucose;product,run_1;run_3;run_2,0.018626,0,,,0.0003824865504,0.018626,0.0004941716051,0,
319,800,319,1,957,0.0003815071912,0.0004194934493;0.0004799373518;0.0002450907725,0.0005080261949;0.000320921287;0.0003155740917,biomass;glucose;product,run_2;run_3;run_1,0.024827,0,,,0.0003815071912,0.024827,0.0004923364587,0,
320,800,320,1,960,0.0003805350831,0.0004185441233;0.0004785724555;0.0002444886704,0.0003145984862;0.0005068873582;0.0003201194048,biomass;glucose;product,run_1;run_2;run_3,0.025241,0,,,0.0003805350831,0.025241,0.0004905122039,0,
321,800,321,1,963,0.0003795701428,0.0004176012378;0.0004772189815;0.000243890209,0.0005057553644;0.0003193248128;0.0003136302511,biomass;glucose;product,run_2;run_3;run_1,0.019437,0,,,0.0003795701428,0.019437,0.0004886993351,0,
322,800,322,1,966,0.0003786122889,0.0004166647534;0.0004758767909;0.0002432953224,0.0003126693878;0.000318537414;0.0005046300649,biomass;glucose;product,run_1;run_3;run_2,0.021142,0,,,0.0003786122889,0.021142,0.0004869002441,0,
323,800,323,1,969,0.0003776625636,0.0004157361464;0.0004745466139;0.0002427049306,0.0003117158806;0.0003177571212;0.000503514689,biomass;glucose;product,run_1;run_3;run_2,0.027042,0,,,0.0003776625636,0.027042,0.0004851175132,0,
