step,total_updates,epoch,batch_in_epoch,samples_seen,mean_loss,per_target_loss,per_process_loss,target_names,process_names,step_dt,rebuild_count,holdout_loss,holdout_label,epoch_mean_loss,epoch_time_seconds,grad_norm,n_failed_samples,failed_processes
244,400,244,1,732,0.0002264502802,9.269849832e-05;0.000360202062,0.0003158617073;0.0001733748575;0.0001901142757,biomass;glyco_frac,run_2;run_3;run_1,0.002799,0,,,0.0002264502802,0.002799,2.127164237e-06,0,
245,400,245,1,735,0.0002264502829,9.269850144e-05;0.0003602020643,0.0003158628828;0.0001901134446;0.0001733745212,biomass;glyco_frac,run_2;run_1;run_3,0.003411,0,,,0.0002264502829,0.003411,2.644770528e-06,0,
246,400,246,1,738,0.0002264502849,9.26985034e-05;0.0003602020664,0.0003158635671;0.0001733740499;0.0001901132377,biomass;glyco_frac,run_2;run_3;run_1,0.002579,0,,,0.0002264502849,0.002579,2.929798995e-06,0,
247,400,247,1,741,0.000226450286,9.269850367e-05;0.0003602020683,0.0003158637641;0.0001733734343;0.0001901136595,biomass;glyco_frac,run_2;run_3;run_1,0.002326,0,,,0.000226450286,0.002326,2.97875926e-06,0,
248,400,248,1,744,0.0002264502861,9.269850231e-05;0.0003602020698,0.0003158635149;0.000173372687;0.0001901146563,biomass;glyco_frac,run_2;run_3;run_1,0.002778,0,,,0.0002264502861,0.002778,2.813548671e-06,0,
249,400,249,1,747,0.0002264502855,9.269849988e-05;0.0003602020711,0.0001733718393;0.0003158628902;0.000190116127,biomass;glyco_frac,run_3;run_2;run_1,0.002809,0,,,0.0002264502855,0.002809,2.476891194e-06,0,
250,400,250,1,750,0.0002264502846,9.269849717e-05;0.0003602020721,0.0003158619829;0.0001733709356;0.0001901179355,biomass;glyco_frac,run_2;run_3;run_1,0.003116,0,,,0.0002264502846,0.003116,2.03149827e-06,0,
251,400,251,1,753,0.0002264502839,9.269849491e-05;0.0003602020729,0.0001901199254;0.000315860898;0.0001733700283,biomass;glyco_frac,run_1;run_2;run_3,0.002542,0,,,0.0002264502839,0.002542,1.566423642e-06,0,
252,400,252,1,756,0.0002264502835,9.269849358e-05;0.0003602020734,0.0003158597437;0.0001733691721;0.0001901219346,biomass;glyco_frac,run_2;run_3;run_1,0.002666,0,,,0.0002264502835,0.002666,1.216256669e-06,0,
253,400,253,1,759,0.0002264502835,9.269849331e-05;0.0003602020736,0.0003158586217;0.0001901238098;0.000173368419,biomass;glyco_frac,run_2;run_1;run_3,0.002377,0,,,0.0002264502835,0.002377,1.1387981e-06,0,
254,400,254,1,762,0.0002264502838,9.269849389e-05;0.0003602020737,0.0001901254177;0.0003158576205;0.0001733678131,biomass;glyco_frac,run_1;run_2;run_3,0.002325,0,,,0.0002264502838,0.002325,1.322583841e-06,0,
255,400,255,1,765,0.0002264502842,9.26984949e-05;0.0003602020735,0.0001733673884;0.0003158568094;0.0001901266549,biomass;glyco_frac,run_3;run_2;run_1,0.003088,0,,,0.0002264502842,0.003088,1.587806976e-06,0,
256,400,256,1,768,0.0002264502845,9.269849588e-05;0.0003602020732,0.0003158562346;0.0001733671653;0.0001901274537,biomass;glyco_frac,run_2;run_3;run_1,0.002558,0,,,0.0002264502845,0.002558,1.806230582e-06,0,
257,400,257,1,771,0.0002264502846,9.269849648e-05;0.0003602020727,0.0001901277847;0.0003158559184;0.0001733671507,biomass;glyco_frac,run_1;run_2;run_3,0.002009,0,,,0.0002264502846,0.002009,1.92350378e-06,0,
258,400,258,1,774,0.0002264502843,9.269849653e-05;0.0003602020721,0.0001901276563;0.0001733673376;0.000315855859,biomass;glyco_frac,run_1;run_3;run_2,0.002408,0,,,0.0002264502843,0.002408,1.924851226e-06,0,
259,400,259,1,777,0.0002264502837,9.269849605e-05;0.0003602020714,0.0001733677072;0.0003158560336;0.0001901271103,biomass;glyco_frac,run_3;run_2;run_1,0.002282,0,,,0.0002264502837,0.002282,1.818534774e-06,0,
260,400,260,1,780,0.0002264502829,9.269849525e-05;0.0003602020705,0.0003158564019;0.0001901262165;0.0001733682302,biomass;glyco_frac,run_2;run_1;run_3,0.002378,0,,,0.0002264502829,0.002378,1.629306848e-06,0,
261,400,261,1,783,0.000226450282,9.269849439e-05;0.0003602020696,0.0001733688708;0.0003158569111;0.0001901250641,biomass;glyco_frac,run_3;run_2;run_1,0.002787,0,,,0.000226450282,0.002787,1.396066613e-06,0,
262,400,262,1,786,0.0002264502812,9.269849371e-05;0.0003602020686,0.0001733695891;0.0003158575012;0.0001901237532,biomass;glyco_frac,run_3;run_2;run_1,0.002736,0,,,0.0002264502812,0.002736,1.171699284e-06,0,
263,400,263,1,789,0.0002264502805,9.269849334e-05;0.0003602020676,0.000315858111;0.0001733703447;0.0001901223857,biomass;glyco_frac,run_2;run_3;run_1,0.002284,0,,,0.0002264502805,0.002284,1.018801084e-06,0,
264,400,264,1,792,0.00022645028,9.269849331e-05;0.0003602020666,0.0001901210571;0.0001733710999;0.0003158586829,biomass;glyco_frac,run_1;run_3;run_2,0.002235,0,,,0.00022645028,0.002235,9.816052686e-07,0,
265,400,265,1,795,0.0002264502795,9.269849355e-05;0.0003602020655,0.0001901198493;0.0001733718219;0.0003158591674,biomass;glyco_frac,run_1;run_3;run_2,0.002046,0,,,0.0002264502795,0.002046,1.042806938e-06,0,
266,400,266,1,798,0.0002264502792,9.26984939e-05;0.0003602020645,0.0001733724852;0.0001901188257;0.0003158595266,biomass;glyco_frac,run_3;run_1;run_2,0.002262,0,,,0.0002264502792,0.002262,1.140097457e-06,0,
267,400,267,1,801,0.0002264502788,9.269849422e-05;0.0003602020634,0.0001901180273;0.0003158597365;0.0001733730726,biomass;glyco_frac,run_1;run_2;run_3,0.002583,0,,,0.0002264502788,0.002583,1.218886436e-06,0,
268,400,268,1,804,0.0002264502784,9.269849438e-05;0.0003602020623,0.0001901174722;0.0003158597873;0.0001733735757,biomass;glyco_frac,run_1;run_2;run_3,0.001801,0,,,0.0002264502784,0.001801,1.249499527e-06,0,
269,400,269,1,807,0.0002264502778,9.269849436e-05;0.0003602020613,0.0003158596834;0.0001733739944;0.0001901171557,biomass;glyco_frac,run_2;run_3;run_1,0.002470,0,,,0.0002264502778,0.002470,1.222337254e-06,0,
270,400,270,1,810,0.0002264502772,9.269849417e-05;0.0003602020603,0.0001733743363;0.0001901170537;0.0003158594417,biomass;glyco_frac,run_3;run_1;run_2,0.002193,0,,,0.0002264502772,0.002193,1.141860326e-06,0,
271,400,271,1,813,0.0002264502766,9.269849389e-05;0.0003602020593,0.0001901171259;0.0003158590887;0.0001733746152,biomass;glyco_frac,run_1;run_2;run_3,0.002147,0,,,0.0002264502766,0.002147,1.022941239e-06,0,
272,400,272,1,816,0.000226450276,9.26984936e-05;0.0003602020584,0.0001733748486;0.0001901173214;0.000315858658,biomass;glyco_frac,run_3;run_1;run_2,0.002301,0,,,0.000226450276,0.002301,8.888239585e-07,0,
273,400,273,1,819,0.0002264502754,9.269849339e-05;0.0003602020575,0.0003158581863;0.0001733750566;0.0001901175834,biomass;glyco_frac,run_2;run_3;run_1,0.003194,0,,,0.0002264502754,0.003194,7.691153907e-07,0,
274,400,274,1,822,0.000226450275,9.269849329e-05;0.0003602020566,0.0001901178552;0.0003158577104;0.0001733752593,biomass;glyco_frac,run_1;run_2;run_3,0.002344,0,,,0.000226450275,0.002344,6.933999512e-07,0,
275,400,275,1,825,0.0002264502746,9.269849331e-05;0.0003602020558,0.0001901180847;0.000315857264;0.000173375475,biomass;glyco_frac,run_1;run_2;run_3,0.002539,0,,,0.0002264502746,0.002539,6.753234676e-07,0,
276,400,276,1,828,0.0002264502742,9.269849339e-05;0.000360202055,0.000315856875;0.0001733757191;0.0001901182285,biomass;glyco_frac,run_2;run_3;run_1,0.002095,0,,,0.0002264502742,0.002095,7.001918144e-07,0,
277,400,277,1,831,0.0002264502739,9.269849351e-05;0.0003602020543,0.0001733760025;0.0003158565642;0.0001901182549,biomass;glyco_frac,run_3;run_2;run_1,0.002756,0,,,0.0002264502739,0.002756,7.376560424e-07,0,
278,400,278,1,834,0.0002264502736,9.269849359e-05;0.0003602020536,0.0003158563437;0.0001733763315;0.0001901181456,biomass;glyco_frac,run_2;run_3;run_1,0.002097,0,,,0.0002264502736,0.002097,7.620285574e-07,0,
279,400,279,1,837,0.0002264502733,9.269849363e-05;0.0003602020529,0.0001901178957;0.0001733767072;0.0003158562169,biomass;glyco_frac,run_1;run_3;run_2,0.002207,0,,,0.0002264502733,0.002207,7.592397084e-07,0,
280,400,280,1,840,0.000226450273,9.26984936e-05;0.0003602020523,0.0003158561792;0.0001733771261;0.0001901175136,biomass;glyco_frac,run_2;run_3;run_1,0.002356,0,,,0.000226450273,0.002356,7.254876731e-07,0,
281,400,281,1,843,0.0002264502727,9.269849353e-05;0.0003602020518,0.0001733775806;0.0001901170186;0.0003158562188,biomass;glyco_frac,run_3;run_1;run_2,0.002240,0,,,0.0002264502727,0.002240,6.647255701e-07,0,
282,400,282,1,846,0.0002264502723,9.269849343e-05;0.0003602020513,0.0001901164382;0.0001733780601;0.0003158563188,biomass;glyco_frac,run_1;run_3;run_2,0.002492,0,,,0.0002264502723,0.002492,5.868359864e-07,0,
283,400,283,1,849,0.0002264502721,9.269849335e-05;0.0003602020508,0.0003158564586;0.0001901158056;0.000173378552,biomass;glyco_frac,run_2;run_1;run_3,0.002323,0,,,0.0002264502721,0.002323,5.063734007e-07,0,
284,400,284,1,852,0.0002264502718,9.26984933e-05;0.0003602020503,0.0003158566166;0.0001901151558;0.0001733790431,biomass;glyco_frac,run_2;run_1;run_3,0.002042,0,,,0.0002264502718,0.002042,4.407111636e-07,0,
285,400,285,1,855,0.0002264502716,9.269849329e-05;0.0003602020499,0.0001733795206;0.0003158567716;0.0001901145226,biomass;glyco_frac,run_3;run_2;run_1,0.002412,0,,,0.0002264502716,0.002412,4.045773463e-07,0,
286,400,286,1,858,0.0002264502714,9.269849331e-05;0.0003602020496,0.0001733799733;0.0003158569049;0.0001901139361,biomass;glyco_frac,run_3;run_2;run_1,0.002088,0,,,0.0002264502714,0.002088,4.002881611e-07,0,
287,400,287,1,861,0.0002264502713,9.269849335e-05;0.0003602020492,0.0003158570017;0.00019011342;0.0001733803922,biomass;glyco_frac,run_2;run_1;run_3,0.002470,0,,,0.0002264502713,0.002470,4.149767955e-07,0,
288,400,288,1,864,0.0002264502711,9.269849339e-05;0.0003602020489,0.0003158570518;0.0001901129905;0.0001733807712,biomass;glyco_frac,run_2;run_1;run_3,0.002139,0,,,0.0002264502711,0.002139,4.310805587e-07,0,
289,400,289,1,867,0.000226450271,9.269849341e-05;0.0003602020486,0.0001733811072;0.0003158570503;0.0001901126556,biomass;glyco_frac,run_3;run_2;run_1,0.003010,0,,,0.000226450271,0.003010,4.358752203e-07,0,
290,400,290,1,870,0.0002264502709,9.269849341e-05;0.0003602020484,0.0003158569973;0.0001733814004;0.000190112415,biomass;glyco_frac,run_2;run_3;run_1,0.002177,0,,,0.0002264502709,0.002177,4.234054228e-07,0,
291,400,291,1,873,0.0002264502708,9.269849339e-05;0.0003602020481,0.0003158568976;0.000190112261;0.0001733816537,biomass;glyco_frac,run_2;run_1;run_3,0.002450,0,,,0.0002264502708,0.002450,3.932576123e-07,0,
292,400,292,1,876,0.0002264502706,9.269849336e-05;0.0003602020479,0.00031585676;0.0001733818721;0.0001901121798,biomass;glyco_frac,run_2;run_3;run_1,0.002358,0,,,0.0002264502706,0.002358,3.491986788e-07,0,
293,400,293,1,879,0.0002264502705,9.269849333e-05;0.0003602020477,0.0003158565956;0.0001733820625;0.0001901121534,biomass;glyco_frac,run_2;run_3;run_1,0.002400,0,,,0.0002264502705,0.002400,2.983001217e-07,0,
294,400,294,1,882,0.0002264502704,9.26984933e-05;0.0003602020476,0.0001901121615;0.0003158564173;0.0001733822325,biomass;glyco_frac,run_1;run_2;run_3,0.003416,0,,,0.0002264502704,0.003416,2.503921548e-07,0,
295,400,295,1,885,0.0002264502704,9.269849329e-05;0.0003602020474,0.0001901121831;0.000315856238;0.0001733823899,biomass;glyco_frac,run_1;run_2;run_3,0.003542,0,,,0.0002264502704,0.003542,2.166627436e-07,0,
296,400,296,1,888,0.0002264502703,9.269849329e-05;0.0003602020473,0.000173382542;0.0001901121992;0.0003158560697,biomass;glyco_frac,run_3;run_1;run_2,0.002441,0,,,0.0002264502703,0.002441,2.044407982e-07,0,
297,400,297,1,891,0.0002264502702,9.26984933e-05;0.0003602020472,0.0001901121934;0.0001733826948;0.0003158559225,biomass;glyco_frac,run_1;run_3;run_2,0.002524,0,,,0.0002264502702,0.002524,2.101826982e-07,0,
298,400,298,1,894,0.0002264502702,9.269849331e-05;0.0003602020471,0.0001733828531;0.0003158558037;0.0001901121538,biomass;glyco_frac,run_3;run_2;run_1,0.002748,0,,,0.0002264502702,0.002748,2.222805277e-07,0,
299,400,299,1,897,0.0002264502702,9.269849332e-05;0.000360202047,0.0003158557177;0.0001901120732;0.0001733830196,biomass;glyco_frac,run_2;run_1;run_3,0.002482,0,,,0.0002264502702,0.002482,2.302566407e-07,0,
300,400,300,1,900,0.0002264502701,9.269849332e-05;0.0003602020469,0.0001733831953;0.0003158556658;0.0001901119492,biomass;glyco_frac,run_3;run_2;run_1,0.002386,0,,,0.0002264502701,0.002386,2.283484147e-07,0,
301,400,301,1,903,0.0002264502701,9.269849332e-05;0.0003602020468,0.0003158556462;0.0001733833795;0.0001901117845,biomass;glyco_frac,run_2;run_3;run_1,0.002689,0,,,0.0002264502701,0.002689,2.148406316e-07,0,
302,400,302,1,906,0.00022645027,9.269849331e-05;0.0003602020468,0.00017338357;0.0003158556546;0.0001901115856,biomass;glyco_frac,run_3;run_2;run_1,0.003319,0,,,0.00022645027,0.003319,1.908989924e-07,0,
303,400,303,1,909,0.00022645027,9.26984933e-05;0.0003602020467,0.0003158556848;0.0001733837632;0.000190111362,biomass;glyco_frac,run_2;run_3;run_1,0.002469,0,,,0.00022645027,0.002469,1.598381516e-07,0,
304,400,304,1,912,0.00022645027,9.269849329e-05;0.0003602020467,0.0003158557293;0.0001733839553;0.0001901111254,biomass;glyco_frac,run_2;run_3;run_1,0.002905,0,,,0.00022645027,0.002905,1.269179552e-07,0,
305,400,305,1,915,0.00022645027,9.269849329e-05;0.0003602020466,0.0001901108878;0.0003158557803;0.0001733841418,biomass;glyco_frac,run_1;run_2;run_3,0.002004,0,,,0.00022645027,0.002004,9.967345439e-08,0,
306,400,306,1,918,0.0002264502699,9.269849329e-05;0.0003602020466,0.000190110661;0.0003158558303;0.0001733843186,biomass;glyco_frac,run_1;run_2;run_3,0.002010,0,,,0.0002264502699,0.002010,8.68924318e-08,0,
307,400,307,1,921,0.0002264502699,9.269849329e-05;0.0003602020466,0.0003158558725;0.0001733844821;0.0001901104551,biomass;glyco_frac,run_2;run_3;run_1,0.002961,0,,,0.0002264502699,0.002961,9.07419237e-08,0,
308,400,308,1,924,0.0002264502699,9.26984933e-05;0.0003602020466,0.0001733846297;0.000315855902;0.0001901102781,biomass;glyco_frac,run_3;run_2;run_1,0.003650,0,,,0.0002264502699,0.003650,1.023620121e-07,0,
309,400,309,1,927,0.0002264502699,9.26984933e-05;0.0003602020465,0.0001733847596;0.000190110135;0.0003158559151,biomass;glyco_frac,run_3;run_1;run_2,0.002468,0,,,0.0002264502699,0.002468,1.123523235e-07,0,
310,400,310,1,930,0.0002264502699,9.26984933e-05;0.0003602020465,0.0001733848712;0.0003158559106;0.0001901100279,biomass;glyco_frac,run_3;run_2;run_1,0.002808,0,,,0.0002264502699,0.002808,1.158989127e-07,0,
311,400,311,1,933,0.0002264502699,9.26984933e-05;0.0003602020465,0.0001733849652;0.0003158558888;0.0001901099557,biomass;glyco_frac,run_3;run_2;run_1,0.002349,0,,,0.0002264502699,0.002349,1.114456158e-07,0,
312,400,312,1,936,0.0002264502699,9.26984933e-05;0.0003602020465,0.0003158558516;0.0001901099151;0.000173385043,biomass;glyco_frac,run_2;run_1;run_3,0.002219,0,,,0.0002264502699,0.002219,9.933246141e-08,0,
313,400,313,1,939,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001733851069;0.0003158558026;0.0001901099002,biomass;glyco_frac,run_3;run_2;run_1,0.002599,0,,,0.0002264502699,0.002599,8.110665231e-08,0,
314,400,314,1,942,0.0002264502699,9.269849329e-05;0.0003602020465,0.0003158557457;0.0001901099043;0.0001733851597,biomass;glyco_frac,run_2;run_1;run_3,0.002288,0,,,0.0002264502699,0.002288,5.9231467e-08,0,
315,400,315,1,945,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001901099195;0.0001733852044;0.0003158556857,biomass;glyco_frac,run_1;run_3;run_2,0.002404,0,,,0.0002264502699,0.002404,3.746625963e-08,0,
316,400,316,1,948,0.0002264502699,9.269849329e-05;0.0003602020465,0.0003158556272;0.0001901099384;0.000173385244,biomass;glyco_frac,run_2;run_1;run_3,0.002402,0,,,0.0002264502699,0.002402,2.41371335e-08,0,
317,400,317,1,951,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001901099543;0.0003158555741;0.0001733852812,biomass;glyco_frac,run_1;run_2;run_3,0.002291,0,,,0.0002264502699,0.002291,3.00065447e-08,0,
318,400,318,1,954,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001901099615;0.0001733853182;0.0003158555299,biomass;glyco_frac,run_1;run_3;run_2,0.002523,0,,,0.0002264502699,0.002523,4.335028321e-08,0,
319,400,319,1,957,0.0002264502699,9.269849329e-05;0.0003602020465,0.0003158554967;0.0001733853567;0.0001901099562,biomass;glyco_frac,run_2;run_3;run_1,0.002977,0,,,0.0002264502699,0.002977,5.411222745e-08,0,
320,400,320,1,960,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901099366;0.0003158554756;0.0001733853974,biomass;glyco_frac,run_1;run_2;run_3,0.002234,0,,,0.0002264502699,0.002234,5.968197474e-08,0,
321,400,321,1,963,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158554666;0.0001733854408;0.0001901099022,biomass;glyco_frac,run_2;run_3;run_1,0.002341,0,,,0.0002264502699,0.002341,5.953935145e-08,0,
322,400,322,1,966,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901098547;0.0001733854862;0.0003158554686,biomass;glyco_frac,run_1;run_3;run_2,0.002406,0,,,0.0002264502699,0.002406,5.406615428e-08,0,
323,400,323,1,969,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901097969;0.000173385533;0.0003158554797,biomass;glyco_frac,run_1;run_3;run_2,0.002506,0,,,0.0002264502699,0.002506,4.421040589e-08,0,
324,400,324,1,972,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158554972;0.0001733855798;0.0001901097326,biomass;glyco_frac,run_2;run_3;run_1,0.002440,0,,,0.0002264502699,0.002440,3.129680582e-08,0,
325,400,325,1,975,0.0002264502699,9.269849329e-05;0.0003602020464,0.000190109666;0.0001733856251;0.0003158555185,biomass;glyco_frac,run_1;run_3;run_2,0.002573,0,,,0.0002264502699,0.002573,1.692727861e-08,0,
326,400,326,1,978,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733856676;0.0001901096014;0.0003158555406,biomass;glyco_frac,run_3;run_1;run_2,0.002996,0,,,0.0002264502699,0.002996,4.57953875e-09,0,
327,400,327,1,981,0.0002264502699,9.269849329e-05;0.0003602020464,0.000315855561;0.0001733857058;0.0001901095428,biomass;glyco_frac,run_2;run_3;run_1,0.002679,0,,,0.0002264502699,0.002679,1.263312208e-08,0,
328,400,328,1,984,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733857388;0.0003158555775;0.0001901094934,biomass;glyco_frac,run_3;run_2;run_1,0.004114,0,,,0.0002264502699,0.004114,2.342191388e-08,0,
329,400,329,1,987,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901094554;0.0001733857658;0.0003158555885,biomass;glyco_frac,run_1;run_3;run_2,0.003321,0,,,0.0002264502699,0.003321,3.130410447e-08,0,
330,400,330,1,990,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901094299;0.0003158555932;0.0001733857865,biomass;glyco_frac,run_1;run_2;run_3,0.002915,0,,,0.0002264502699,0.002915,3.567863436e-08,0,
331,400,331,1,993,0.0002264502699,9.269849329e-05;0.0003602020464,0.000190109417;0.0003158555916;0.000173385801,biomass;glyco_frac,run_1;run_2;run_3,0.003257,0,,,0.0002264502699,0.003257,3.648924724e-08,0,
332,400,332,1,996,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158555841;0.0001733858099;0.0001901094156,biomass;glyco_frac,run_2;run_3;run_1,0.002469,0,,,0.0002264502699,0.002469,3.407766012e-08,0,
333,400,333,1,999,0.0002264502699,9.269849329e-05;0.0003602020464,0.000190109424;0.0003158555718;0.0001733858138,biomass;glyco_frac,run_1;run_2;run_3,0.002487,0,,,0.0002264502699,0.002487,2.91386565e-08,0,
334,400,334,1,1002,0.0002264502699,9.269849329e-05;0.0003602020465,0.0003158555562;0.0001733858139;0.0001901094395,biomass;glyco_frac,run_2;run_3;run_1,0.002751,0,,,0.0002264502699,0.002751,2.273076799e-08,0,
335,400,335,1,1005,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001901094596;0.0001733858111;0.0003158555389,biomass;glyco_frac,run_1;run_3;run_2,0.002350,0,,,0.0002264502699,0.002350,1.648710444e-08,0,
336,400,336,1,1008,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001733858068;0.0001901094812;0.0003158555216,biomass;glyco_frac,run_3;run_1;run_2,0.003748,0,,,0.0002264502699,0.003748,1.313237123e-08,0,
337,400,337,1,1011,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001733858019;0.0003158555058;0.0001901095019,biomass;glyco_frac,run_3;run_2;run_1,0.002869,0,,,0.0002264502699,0.002869,1.467804546e-08,0,
338,400,338,1,1014,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001901095195;0.0003158554928;0.0001733857973,biomass;glyco_frac,run_1;run_2;run_3,0.003185,0,,,0.0002264502699,0.003185,1.867333446e-08,0,
339,400,339,1,1017,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001733857936;0.0003158554836;0.0001901095324,biomass;glyco_frac,run_3;run_2;run_1,0.003325,0,,,0.0002264502699,0.003325,2.232569722e-08,0,
340,400,340,1,1020,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001733857913;0.0003158554786;0.0001901095397,biomass;glyco_frac,run_3;run_2;run_1,0.003346,0,,,0.0002264502699,0.003346,2.44786943e-08,0,
341,400,341,1,1023,0.0002264502699,9.269849329e-05;0.0003602020465,0.000315855478;0.0001901095412;0.0001733857905,biomass;glyco_frac,run_2;run_1;run_3,0.002120,0,,,0.0002264502699,0.002120,2.480784289e-08,0,
342,400,342,1,1026,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001733857911;0.0001901095373;0.0003158554812,biomass;glyco_frac,run_3;run_1;run_2,0.002782,0,,,0.0002264502699,0.002782,2.342015389e-08,0,
343,400,343,1,1029,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001901095291;0.0003158554877;0.0001733857928,biomass;glyco_frac,run_1;run_2;run_3,0.002198,0,,,0.0002264502699,0.002198,2.072375055e-08,0,
344,400,344,1,1032,0.0002264502699,9.269849329e-05;0.0003602020465,0.0003158554966;0.0001733857952;0.0001901095178,biomass;glyco_frac,run_2;run_3;run_1,0.003470,0,,,0.0002264502699,0.003470,1.739265336e-08,0,
345,400,345,1,1035,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001901095052;0.0001733857976;0.0003158555068,biomass;glyco_frac,run_1;run_3;run_2,0.003650,0,,,0.0002264502699,0.003650,1.437726188e-08,0,
346,400,346,1,1038,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001733857997;0.0003158555173;0.0001901094926,biomass;glyco_frac,run_3;run_2;run_1,0.002636,0,,,0.0002264502699,0.002636,1.277049706e-08,0,
347,400,347,1,1041,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001733858008;0.0001901094817;0.0003158555271,biomass;glyco_frac,run_3;run_1;run_2,0.002904,0,,,0.0002264502699,0.002904,1.305215834e-08,0,
348,400,348,1,1044,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001733858006;0.0003158555353;0.0001901094736,biomass;glyco_frac,run_3;run_2;run_1,0.002509,0,,,0.0002264502699,0.002509,1.447434562e-08,0,
349,400,349,1,1047,0.0002264502699,9.269849329e-05;0.0003602020465,0.0001901094692;0.0003158555415;0.0001733857988,biomass;glyco_frac,run_1;run_2;run_3,0.002409,0,,,0.0002264502699,0.002409,1.593320935e-08,0,
350,400,350,1,1050,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158555453;0.000190109469;0.0001733857953,biomass;glyco_frac,run_2;run_1;run_3,0.002502,0,,,0.0002264502699,0.002502,1.673708438e-08,0,
351,400,351,1,1053,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733857901;0.0003158555467;0.0001901094728,biomass;glyco_frac,run_3;run_2;run_1,0.002782,0,,,0.0002264502699,0.002782,1.661679508e-08,0,
352,400,352,1,1056,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901094804;0.0003158555458;0.0001733857834,biomass;glyco_frac,run_1;run_2;run_3,0.002856,0,,,0.0002264502699,0.002856,1.5592734e-08,0,
353,400,353,1,1059,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733857754;0.0001901094911;0.0003158555431,biomass;glyco_frac,run_3;run_1;run_2,0.002327,0,,,0.0002264502699,0.002327,1.389276471e-08,0,
354,400,354,1,1062,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158555391;0.000190109504;0.0001733857665,biomass;glyco_frac,run_2;run_1;run_3,0.002928,0,,,0.0002264502699,0.002928,1.191160939e-08,0,
355,400,355,1,1065,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158555345;0.0001733857572;0.0001901095179,biomass;glyco_frac,run_2;run_3;run_1,0.002507,0,,,0.0002264502699,0.002507,1.017695552e-08,0,
356,400,356,1,1068,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158555298;0.0001733857478;0.000190109532,biomass;glyco_frac,run_2;run_3;run_1,0.002329,0,,,0.0002264502699,0.002329,9.216409885e-09,0,
357,400,357,1,1071,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158555257;0.0001901095453;0.0001733857387,biomass;glyco_frac,run_2;run_1;run_3,0.002856,0,,,0.0002264502699,0.002856,9.204721912e-09,0,
358,400,358,1,1074,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733857302;0.0003158555225;0.0001901095569,biomass;glyco_frac,run_3;run_2;run_1,0.003257,0,,,0.0002264502699,0.003257,9.7700362e-09,0,
359,400,359,1,1077,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901095664;0.0001733857225;0.0003158555207,biomass;glyco_frac,run_1;run_3;run_2,0.003493,0,,,0.0002264502699,0.003493,1.035932288e-08,0,
360,400,360,1,1080,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733857158;0.0001901095734;0.0003158555204,biomass;glyco_frac,run_3;run_1;run_2,0.002457,0,,,0.0002264502699,0.002457,1.059136372e-08,0,
361,400,361,1,1083,0.0002264502699,9.269849329e-05;0.0003602020464,0.000190109578;0.0003158555216;0.00017338571,biomass;glyco_frac,run_1;run_2;run_3,0.002266,0,,,0.0002264502699,0.002266,1.030704526e-08,0,
362,400,362,1,1086,0.0002264502699,9.269849329e-05;0.0003602020464,0.000315855524;0.0001733857051;0.0001901095804,biomass;glyco_frac,run_2;run_3;run_1,0.003741,0,,,0.0002264502699,0.003741,9.518806433e-09,0,
