step,total_updates,epoch,batch_in_epoch,samples_seen,mean_loss,per_target_loss,per_process_loss,target_names,process_names,step_dt,rebuild_count,holdout_loss,holdout_label,epoch_mean_loss,epoch_time_seconds,grad_norm,n_failed_samples,failed_processes
123,400,123,1,369,0.0002523771698,9.333918126e-05;0.0004114151584,0.0001955715098;0.0002249261491;0.0003366338505,biomass;glyco_frac,run_1;run_3;run_2,0.004111,0,,,0.0002523771698,0.004111,0.0017257141,0,
124,400,124,1,372,0.000250792696,9.401158653e-05;0.0004075738055,0.0001937011275;0.0003361906614;0.0002224862992,biomass;glyco_frac,run_1;run_2;run_3,0.002573,0,,,0.000250792696,0.002573,0.001814872782,0,
125,400,125,1,375,0.0002493260902,9.464654923e-05;0.0004040056312,0.0003356790657;0.0002201213766;0.0001921778283,biomass;glyco_frac,run_2;run_3;run_1,0.002213,0,,,0.0002493260902,0.002213,0.001895615513,0,
126,400,126,1,378,0.0002478897439,9.508735104e-05;0.0004006921368,0.0001909435989;0.000217777803;0.0003349478298,biomass;glyco_frac,run_1;run_3;run_2,0.002980,0,,,0.0002478897439,0.002980,0.001938939192,0,
127,400,127,1,381,0.0002464322138,9.524840052e-05;0.000397616027,0.0002154256321;0.0001899538669;0.0003339171423,biomass;glyco_frac,run_3;run_1;run_2,0.002342,0,,,0.0002464322138,0.002342,0.001930879717,0,
128,400,128,1,384,0.0002449402015,9.511926904e-05;0.000394761134,0.0003325811168;0.0001891805518;0.0002130589359,biomass;glyco_frac,run_2;run_1;run_3,0.002426,0,,,0.0002449402015,0.002426,0.001868578908,0,
129,400,129,1,387,0.0002434327607,9.475317623e-05;0.0003921123452,0.0003309965219;0.0001886095728;0.0002106921875,biomass;glyco_frac,run_2;run_1;run_3,0.002930,0,,,0.0002434327607,0.002930,0.001757277783,0,
130,400,130,1,390,0.0002419501989,9.424486105e-05;0.0003896555368,0.0001882346025;0.0003292620924;0.0002083539019,biomass;glyco_frac,run_1;run_2;run_3,0.002100,0,,,0.0002419501989,0.002100,0.001608423497,0,
131,400,131,1,393,0.0002405407223,9.370393391e-05;0.0003873775107,0.0001880493094;0.0003274937787;0.0002060790789,biomass;glyco_frac,run_1;run_2;run_3,0.002456,0,,,0.0002405407223,0.002456,0.001438550041,0,
132,400,132,1,396,0.0002392478102,9.322968469e-05;0.0003852659357,0.000325801184;0.0001880402852;0.0002039019613,biomass;glyco_frac,run_2;run_1;run_3,0.002600,0,,,0.0002392478102,0.002600,0.001268476984,0,
133,400,133,1,399,0.0002381007113,9.28921304e-05;0.0003833092923,0.0002018503335;0.0001881823898;0.0003242694106,biomass;glyco_frac,run_3;run_1;run_2,0.002231,0,,,0.0002381007113,0.002231,0.001121801622,0,
134,400,134,1,402,0.000237109493,9.272216495e-05;0.0003814968211,0.0001884374997;0.0003229488726;0.0001999421068,biomass;glyco_frac,run_1;run_2;run_3,0.002135,0,,,0.000237109493,0.002135,0.001020425299,0,
135,400,135,1,405,0.0002362649608,9.271144712e-05;0.0003798184745,0.0003218537018;0.000198184396;0.0001887567846,biomass;glyco_frac,run_2;run_3;run_1,0.002183,0,,,0.0002362649608,0.002183,0.0009754925485,0,
136,400,136,1,408,0.0002355427268,9.28205828e-05;0.0003782648708,0.0001890858374;0.0001965747732;0.0003209675699,biomass;glyco_frac,run_1;run_3;run_2,0.002628,0,,,0.0002355427268,0.002628,0.0009796070812,0,
137,400,137,1,411,0.0002349099374,9.299262242e-05;0.0003768272524,0.0003202544053;0.0001951040021;0.0001893714048,biomass;glyco_frac,run_2;run_3;run_1,0.002862,0,,,0.0002349099374,0.002862,0.00101085146,0,
138,400,138,1,414,0.000234332809,9.316817273e-05;0.0003754974452,0.0001895682113;0.0003196708464;0.0001937593692,biomass;glyco_frac,run_1;run_2;run_3,0.003868,0,,,0.000234332809,0.003868,0.001045127474,0,
139,400,139,1,417,0.0002337832071,9.329859238e-05;0.0003742678217,0.0003191773951;0.0001925277569;0.0001896444692,biomass;glyco_frac,run_2;run_3;run_1,0.002530,0,,,0.0002337832071,0.002530,0.001064504684,0,
140,400,140,1,420,0.0002332429688,9.335467181e-05;0.0003731312659,0.0001913978183;0.0003187460197;0.0001895850685,biomass;glyco_frac,run_3;run_2;run_1,0.002608,0,,,0.0002332429688,0.002608,0.001058994716,0,
141,400,141,1,423,0.0002327053664,9.332959278e-05;0.0003720811401,0.0003183631353;0.0001903609425;0.0001893920215,biomass;glyco_frac,run_2;run_3;run_1,0.002160,0,,,0.0002327053664,0.002160,0.001025440148,0,
142,400,142,1,426,0.0002321738455,9.323643633e-05;0.0003711112546,0.0001894110466;0.000189082343;0.0003180281468,biomass;glyco_frac,run_3;run_1;run_2,0.002750,0,,,0.0002321738455,0.002750,0.0009659881016,0,
143,400,143,1,429,0.0002316587704,9.310170201e-05;0.0003702158388,0.000188543515;0.0003177487548;0.0001886840415,biomass;glyco_frac,run_3;run_2;run_1,0.002358,0,,,0.0002316587704,0.002358,0.0008868391868,0,
144,400,144,1,432,0.0002311732416,9.295696955e-05;0.0003693895137,0.0003175347905;0.0001882311702;0.0001877537643,biomass;glyco_frac,run_2;run_1;run_3,0.002610,0,,,0.0002311732416,0.002610,0.0007972908542,0,
145,400,145,1,435,0.000230729083,9.283089886e-05;0.000368627267,0.0003173924025;0.0001877589201;0.0001870359262,biomass;glyco_frac,run_2;run_1;run_3,0.002181,0,,,0.000230729083,0.002181,0.0007088500234,0,
146,400,146,1,438,0.0002303338689,9.274330858e-05;0.0003679244293,0.0001863820304;0.0001872995531;0.0003173200234,biomass;glyco_frac,run_3;run_1;run_2,0.002830,0,,,0.0002303338689,0.002830,0.0006338461029,0,
147,400,147,1,441,0.0002299894734,9.270229534e-05;0.0003672766515,0.0003173068814;0.0001868796559;0.0001857818829,biomass;glyco_frac,run_2;run_1;run_3,0.002134,0,,,0.0002299894734,0.002134,0.0005825856322,0,
148,400,148,1,444,0.0002296921903,9.270449636e-05;0.0003666798843,0.0003173340925;0.0001865188436;0.0001852236349,biomass;glyco_frac,run_2;run_1;run_3,0.002025,0,,,0.0002296921903,0.002025,0.0005590218928,0,
149,400,149,1,447,0.000229434115,9.273787152e-05;0.0003661303585,0.0003173777513;0.0001862297305;0.0001846948632,biomass;glyco_frac,run_2;run_1;run_3,0.001928,0,,,0.000229434115,0.001928,0.0005582118843,0,
150,400,150,1,450,0.000229205248,9.278592935e-05;0.0003656245666,0.0003174130684;0.0001860187896;0.0001841838859,biomass;glyco_frac,run_2;run_1;run_3,0.003099,0,,,0.000229205248,0.003099,0.0005691454463,0,
151,400,151,1,453,0.0002289957197,9.283219376e-05;0.0003651592456,0.0003174185029;0.0001858876445;0.0001836810116,biomass;glyco_frac,run_2;run_1;run_3,0.003638,0,,,0.0002289957197,0.003638,0.0005803502604,0,
152,400,152,1,456,0.0002287976165,9.2863872e-05;0.000364731361,0.0003173789954;0.0001831794704;0.0001858343837,biomass;glyco_frac,run_2;run_3;run_1,0.002262,0,,,0.0002287976165,0.002262,0.0005834439175,0,
153,400,153,1,459,0.0002286060696,9.287404739e-05;0.0003643380919,0.0003172877322;0.0001858546081;0.0001826758687,biomass;glyco_frac,run_2;run_1;run_3,0.002310,0,,,0.0002286060696,0.002310,0.0005739055774,0,
154,400,154,1,462,0.0002284194916,9.286216686e-05;0.0003639768163,0.000185942082;0.0001821701273;0.0003171462654,biomass;glyco_frac,run_1;run_3;run_2,0.002733,0,,,0.0002284194916,0.002733,0.0005505903376,0,
155,400,155,1,465,0.000228239055,9.283301172e-05;0.0003636450984,0.000186089013;0.000316963185;0.0001816649671,biomass;glyco_frac,run_1;run_2;run_3,0.002356,0,,,0.000228239055,0.002356,0.0005150252183,0,
156,400,156,1,468,0.0002280676602,9.279464447e-05;0.0003633406758,0.000316751804;0.0001862860931;0.0001811650834,biomass;glyco_frac,run_2;run_1;run_3,0.002447,0,,,0.0002280676602,0.002447,0.0004708076114,0,
157,400,157,1,471,0.000227908709,9.275596945e-05;0.0003630614485,0.0001806761902;0.0001865224896;0.000316527447,biomass;glyco_frac,run_3;run_1;run_2,0.003162,0,,,0.000227908709,0.003162,0.000423106487,0,
158,400,158,1,474,0.000227764996,9.272452496e-05;0.000362805467,0.0003163049167;0.0001802041067;0.0001867859645,biomass;glyco_frac,run_2;run_3;run_1,0.004185,0,,,0.000227764996,0.004185,0.0003780990504,0,
159,400,159,1,477,0.0002276379469,9.270497054e-05;0.0003625709232,0.0001870632406;0.0001797540245;0.0003160965755,biomass;glyco_frac,run_1;run_3;run_2,0.003085,0,,,0.0002276379469,0.003085,0.0003419730466,0,
160,400,160,1,480,0.0002275273196,9.269849907e-05;0.0003623561401,0.0003159112772;0.0001873406519;0.0001793300296,biomass;glyco_frac,run_2;run_1;run_3,0.002950,0,,,0.0002275273196,0.002950,0.0003190999185,0,
161,400,161,1,483,0.0002274313589,9.270315464e-05;0.0003621595631,0.0003157541611;0.0001789348946;0.000187605021,biomass;glyco_frac,run_2;run_3;run_1,0.002414,0,,,0.0002274313589,0.002414,0.0003099197342,0,
162,400,162,1,486,0.0002273472914,9.271483085e-05;0.000361979752,0.0001785700978;0.0003156271368;0.0001878446396,biomass;glyco_frac,run_3;run_2;run_1,0.003426,0,,,0.0002273472914,0.003426,0.0003105387982,0,
163,400,163,1,489,0.0002272719875,9.272860256e-05;0.0003618153725,0.000178235994;0.0001880501921;0.0003155297764,biomass;glyco_frac,run_3;run_1;run_2,0.002322,0,,,0.0002272719875,0.002322,0.0003148959113,0,
164,400,164,1,492,0.0002272026057,9.274002213e-05;0.0003616651893,0.0003154603008;0.0001882154654;0.000177932051,biomass;glyco_frac,run_2;run_1;run_3,0.002176,0,,,0.0002272026057,0.002176,0.0003174411396,0,
165,400,165,1,495,0.0002271370696,9.274607971e-05;0.0003615280594,0.0001776570774;0.0001883377302;0.0003154164011,biomass;glyco_frac,run_3;run_1;run_2,0.002647,0,,,0.0002271370696,0.002647,0.0003144917456,0,
166,400,166,1,498,0.0002270742909,9.27456563e-05;0.0003614029254,0.0001774093948;0.0001884177414;0.0003153957364,biomass;glyco_frac,run_3;run_1;run_2,0.003588,0,,,0.0002270742909,0.003588,0.0003044007763,0,
167,400,167,1,501,0.0002270141287,9.273944792e-05;0.0003612888095,0.0001771869382;0.0001884593738;0.0003153960742,biomass;glyco_frac,run_3;run_1;run_2,0.001802,0,,,0.0002270141287,0.001802,0.0002872599373,0,
168,400,168,1,504,0.0002269571388,9.272946941e-05;0.0003611848082,0.0001769873008;0.0001884689697;0.000315415146,biomass;glyco_frac,run_3;run_1;run_2,0.002801,0,,,0.0002269571388,0.002801,0.00026453449,0,
169,400,169,1,507,0.0002269042082,9.271832956e-05;0.0003610900868,0.0003154503579;0.0001884545128;0.0001768077538,biomass;glyco_frac,run_2;run_1;run_3,0.002513,0,,,0.0002269042082,0.002513,0.0002387370266,0,
170,400,170,1,510,0.0002268561831,9.270849163e-05;0.0003610038746,0.0003154985163;0.0001766452785;0.0001884247545,biomass;glyco_frac,run_2;run_3;run_1,0.004062,0,,,0.0002268561831,0.004062,0.0002131044653,0,
171,400,171,1,513,0.0002268135803,9.27017002e-05;0.0003609254604,0.0001764966401;0.0003155556969;0.0001883884038,biomass;glyco_frac,run_3;run_2;run_1,0.003348,0,,,0.0002268135803,0.003348,0.0001911258258,0,
172,400,172,1,516,0.000226776436,9.269868379e-05;0.0003608541882,0.0001883534622;0.0003156173306;0.0001763585152,biomass;glyco_frac,run_1;run_2;run_3,0.002968,0,,,0.000226776436,0.002968,0.0001756808294,0,
173,400,173,1,519,0.000226744305,9.269915682e-05;0.0003607894532,0.0003156785035;0.0001883267447;0.0001762276669,biomass;glyco_frac,run_2;run_1;run_3,0.002281,0,,,0.000226744305,0.002281,0.0001678333511,0,
174,400,174,1,522,0.000226716383,9.27020678e-05;0.0003607306983,0.0001883135919;0.0003157344111;0.0001761011461,biomass;glyco_frac,run_1;run_2;run_3,0.003364,0,,,0.000226716383,0.003364,0.0001661686733,0,
175,400,175,1,525,0.0002266917001,9.270599005e-05;0.0003606774101,0.0001759764863;0.0001883177482;0.0003157808657,biomass;glyco_frac,run_3;run_1;run_2,0.004405,0,,,0.0002266917001,0.004405,0.0001675823742,0,
176,400,176,1,528,0.0002266693256,9.270953478e-05;0.0003606291163,0.0001883413675;0.0001758518596;0.0003158147496,biomass;glyco_frac,run_1;run_3;run_2,0.002932,0,,,0.0002266693256,0.002932,0.0001688310529,0,
177,400,177,1,531,0.0002266485322,9.271168195e-05;0.0003605853824,0.0003158343211;0.0001757261695;0.000188385106,biomass;glyco_frac,run_2;run_3;run_1,0.002225,0,,,0.0002266485322,0.002225,0.0001675585626,0,
178,400,178,1,534,0.0002266288856,9.271196232e-05;0.0003605458089,0.0001884482668;0.0003158393242;0.0001755990658,biomass;glyco_frac,run_1;run_2;run_3,0.002912,0,,,0.0002266288856,0.002912,0.000162555071,0,
179,400,179,1,537,0.0002266102505,9.271047227e-05;0.0003605100286,0.0003158308916;0.0001885289764;0.0001754708833,biomass;glyco_frac,run_2;run_1;run_3,0.002568,0,,,0.0002266102505,0.002568,0.0001536383069,0,
180,400,180,1,540,0.0002265927257,9.270774682e-05;0.0003604777045,0.0003158112783;0.0001886243823;0.0001753425164,biomass;glyco_frac,run_2;run_1;run_3,0.002479,0,,,0.0002265927257,0.002479,0.0001414510638,0,
181,400,181,1,543,0.000226576537,9.270454683e-05;0.0003604485272,0.000175215254;0.0001887308719;0.0003157834851,biomass;glyco_frac,run_3;run_1;run_2,0.002643,0,,,0.000226576537,0.002643,0.0001272757886,0,
182,400,182,1,546,0.0002265619203,9.27016279e-05;0.0003604222128,0.0001750905973;0.000315750849;0.0001888443147,biomass;glyco_frac,run_3;run_2;run_1,0.002656,0,,,0.0002265619203,0.002656,0.0001128643614,0,
183,400,183,1,549,0.0002265490263,9.269955134e-05;0.0003603985013,0.0001889603274;0.0003157166649;0.0001749700867,biomass;glyco_frac,run_1;run_2;run_3,0.002958,0,,,0.0002265490263,0.002958,0.0001002061759,0,
184,400,184,1,552,0.0002265378658,9.26985771e-05;0.0003603771544,0.0003156838892;0.0001890745537;0.0001748551543,biomass;glyco_frac,run_2;run_1;run_3,0.002480,0,,,0.0002265378658,0.002480,9.107655327e-05,0,
185,400,185,1,555,0.0002265283026,9.269865113e-05;0.000360357954,0.0003156549484;0.0001747470143;0.000189182945,biomass;glyco_frac,run_2;run_3;run_1,0.002656,0,,,0.0002265283026,0.002656,8.630358212e-05,0,
186,400,186,1,558,0.0002265200873,9.269947403e-05;0.0003603407005,0.0001746465914;0.00018928202;0.0003156316505,biomass;glyco_frac,run_3;run_1;run_2,0.002282,0,,,0.0002265200873,0.002282,8.523007124e-05,0,
187,400,187,1,561,0.0002265129156,9.270061965e-05;0.0003603252116,0.0001745544866;0.0001893690798;0.0003156151804,biomass;glyco_frac,run_3;run_1;run_2,0.002552,0,,,0.0002265129156,0.002552,8.607699047e-05,0,
188,400,188,1,564,0.0002265064928,9.270166505e-05;0.0003603113205,0.0003156061492;0.0001744709713;0.0001894423578,biomass;glyco_frac,run_2;run_3;run_1,0.002956,0,,,0.0002265064928,0.002956,8.690929829e-05,0,
189,400,189,1,567,0.0002265005859,9.270229672e-05;0.0003602988751,0.0001743960016;0.0001895010885;0.0003156046677,biomass;glyco_frac,run_3;run_1;run_2,0.003021,0,,,0.0002265005859,0.003021,8.631220566e-05,0,
190,400,190,1,570,0.0002264950536,9.270237038e-05;0.0003602877367,0.0001743292473;0.0001895454914;0.000315610422,biomass;glyco_frac,run_3;run_1;run_2,0.003001,0,,,0.0002264950536,0.003001,8.3560162e-05,0,
191,400,191,1,573,0.0002264898478,9.270191687e-05;0.0003602777788,0.0001742701284;0.00031562274;0.000189576675,biomass;glyco_frac,run_3;run_2;run_1,0.003116,0,,,0.0002264898478,0.003116,7.85385029e-05,0,
192,400,192,1,576,0.0002264849941,9.270110228e-05;0.000360268886,0.0001742178593;0.0003156406478;0.0001895964753,biomass;glyco_frac,run_3;run_2;run_1,0.002386,0,,,0.0002264849941,0.002386,7.161737172e-05,0,
193,400,193,1,579,0.0002264805569,9.270016032e-05;0.0003602609536,0.0003156629235;0.0001741714975;0.0001896072499,biomass;glyco_frac,run_2;run_3;run_1,0.003585,0,,,0.0002264805569,0.003585,6.35443763e-05,0,
194,400,194,1,582,0.0002264766027,9.269931935e-05;0.0003602538861,0.0001741299982;0.0001896116521;0.0003156881578,biomass;glyco_frac,run_3;run_1;run_2,0.002827,0,,,0.0002264766027,0.002827,5.535768927e-05,0,
195,400,195,1,585,0.0002264731703,9.269874382e-05;0.0003602475968,0.0003157148295;0.0001740922747;0.0001896124068,biomass;glyco_frac,run_2;run_3;run_1,0.002484,0,,,0.0002264731703,0.002484,4.827076869e-05,0,
196,400,196,1,588,0.0002264702549,9.26985027e-05;0.0003602420071,0.0001896121088;0.0001740572595;0.0003157413965,biomass;glyco_frac,run_1;run_3;run_2,0.002372,0,,,0.0002264702549,0.002372,4.339896679e-05,0,
197,400,197,1,591,0.000226467807,9.269856836e-05;0.0003602370456,0.0003157664001;0.0001896130553;0.0001740239656,biomass;glyco_frac,run_2;run_1;run_3,0.002336,0,,,0.000226467807,0.002336,4.123367343e-05,0,
198,400,198,1,594,0.0002264657443,9.269884092e-05;0.0003602326476,0.000315788569;0.0001739915422;0.0001896171216,biomass;glyco_frac,run_2;run_3;run_1,0.003153,0,,,0.0002264657443,0.003153,4.124435435e-05,0,
199,400,199,1,597,0.0002264639708,9.269918707e-05;0.0003602287544,0.0001896256812;0.0003158069129;0.0001739593182,biomass;glyco_frac,run_1;run_2;run_3,0.002424,0,,,0.0002264639708,0.002424,4.221113611e-05,0,
200,400,200,1,600,0.000226462397,9.269948079e-05;0.0003602253132,0.0001896395694;0.0003158207901;0.0001739268314,biomass;glyco_frac,run_1;run_2;run_3,0.003570,0,,,0.000226462397,0.003570,4.293948086e-05,0,
201,400,201,1,603,0.0002264609554,9.269963497e-05;0.0003602222758,0.0001738938399;0.0001896590855;0.0003158299408,biomass;glyco_frac,run_3;run_1;run_2,0.002797,0,,,0.0002264609554,0.002797,4.264460973e-05,0,
202,400,202,1,606,0.0002264596082,9.269961714e-05;0.0003602195992,0.0003158344819;0.0001896840285;0.000173860314,biomass;glyco_frac,run_2;run_1;run_3,0.002420,0,,,0.0002264596082,0.002420,4.097935119e-05,0,
203,400,203,1,609,0.0002264583461,9.2699448e-05;0.0003602172442,0.0001738264127;0.0001897137596;0.0003158348659,biomass;glyco_frac,run_3;run_1;run_2,0.002891,0,,,0.0002264583461,0.002891,3.794686351e-05,0,
204,400,204,1,612,0.0002264571809,9.269918622e-05;0.0003602151756,0.0001897472867;0.0003158318103;0.0001737924457,biomass;glyco_frac,run_1;run_2;run_3,0.002513,0,,,0.0002264571809,0.002513,3.381629537e-05,0,
205,400,205,1,615,0.0002264561338,9.269890582e-05;0.0003602133619,0.0001737588275;0.0001897833637;0.0003158262103,biomass;glyco_frac,run_3;run_1;run_2,0.002914,0,,,0.0002264561338,0.002914,2.90675323e-05,0,
206,400,206,1,618,0.000226455224,9.269867358e-05;0.0003602117744,0.0001737260283;0.0001898205985;0.0003158190452,biomass;glyco_frac,run_3;run_1;run_2,0.002875,0,,,0.000226455224,0.002875,2.436418641e-05,0,
207,400,207,1,621,0.00022645446,9.269853234e-05;0.0003602103878,0.0003158112904;0.000173694526;0.0001898575637,biomass;glyco_frac,run_2;run_3;run_1,0.002713,0,,,0.00022645446,0.002713,2.051962844e-05,0,
208,400,208,1,624,0.0002264538363,9.269849375e-05;0.0003602091789,0.0001898929021;0.0001736647644;0.0003158038424,biomass;glyco_frac,run_1;run_3;run_2,0.002911,0,,,0.0002264538363,0.002911,1.830412976e-05,0,
209,400,209,1,627,0.0002264533339,9.269854063e-05;0.0003602081272,0.0003157974624;0.0001899254211;0.0001736371182,biomass;glyco_frac,run_2;run_1;run_3,0.002684,0,,,0.0002264533339,0.002684,1.79311743e-05,0,
210,400,210,1,630,0.0002264529255,9.269863674e-05;0.0003602072143,0.0001736118692;0.0001899541684;0.0003157927389,biomass;glyco_frac,run_3;run_1;run_2,0.002824,0,,,0.0002264529255,0.002824,1.87622731e-05,0,
211,400,211,1,633,0.0002264525818,9.269873989e-05;0.0003602064238,0.0003157900691;0.0001899784856;0.0001735891908,biomass;glyco_frac,run_2;run_1;run_3,0.003077,0,,,0.0002264525818,0.003077,1.983948968e-05,0,
212,400,212,1,636,0.0002264522776,9.269881439e-05;0.0003602057409,0.0001735691428;0.0003157896549;0.0001899980352,biomass;glyco_frac,run_3;run_2;run_1,0.002188,0,,,0.0002264522776,0.002188,2.045430567e-05,0,
213,400,213,1,639,0.000226451996,9.269883949e-05;0.0003602051525,0.0001735516742;0.0003157915118;0.000190012802,biomass;glyco_frac,run_3;run_2;run_1,0.002294,0,,,0.000226451996,0.002294,2.024636491e-05,0,
214,400,214,1,642,0.0002264517297,9.269881229e-05;0.000360204647,0.0001735366334;0.0001900230679;0.0003157954878,biomass;glyco_frac,run_3;run_1;run_2,0.002713,0,,,0.0002264517297,0.002713,1.91168513e-05,0,
215,400,215,1,645,0.0002264514797,9.269874524e-05;0.0003602042141,0.0001900293674;0.0003158012883;0.0001735237833,biomass;glyco_frac,run_1;run_2;run_3,0.003266,0,,,0.0002264514797,0.003266,1.714641132e-05,0,
216,400,216,1,648,0.0002264512521,9.269865991e-05;0.0003602038444,0.0001900324265;0.0001735128218;0.0003158085082,biomass;glyco_frac,run_1;run_3;run_2,0.003873,0,,,0.0002264512521,0.003873,1.454522255e-05,0,
217,400,217,1,651,0.0002264510546,9.269857936e-05;0.0003602035298,0.0001900330923;0.0003158166669;0.0001735034046,biomass;glyco_frac,run_1;run_2;run_3,0.002798,0,,,0.0002264510546,0.002798,1.163416755e-05,0,
218,400,218,1,654,0.0002264508923,9.269852152e-05;0.0003602032632,0.000315825247;0.0001900322605;0.0001734951694,biomass;glyco_frac,run_2;run_1;run_3,0.002223,0,,,0.0002264508923,0.002223,8.870684721e-06,0,
219,400,219,1,657,0.0002264507666,9.269849508e-05;0.000360203038,0.0001734877601;0.0001900308063;0.0003158337333,biomass;glyco_frac,run_3;run_1;run_2,0.002166,0,,,0.0002264507666,0.002166,6.921691953e-06,0,
220,400,220,1,660,0.0002264506738,9.269849878e-05;0.0003602028488,0.0003158416498;0.0001734808485;0.000190029523,biomass;glyco_frac,run_2;run_3;run_1,0.002764,0,,,0.0002264506738,0.002764,6.464010193e-06,0,
221,400,221,1,663,0.000226450607,9.269852349e-05;0.0003602026905,0.0001734741537;0.0003158485935;0.0001900290738,biomass;glyco_frac,run_3;run_2;run_1,0.003361,0,,,0.000226450607,0.003361,7.288541072e-06,0,
222,400,222,1,666,0.0002264505575,9.269855615e-05;0.0003602025588,0.0003158542595;0.0001734674557;0.0001900299573,biomass;glyco_frac,run_2;run_3;run_1,0.002752,0,,,0.0002264505575,0.002752,8.472218903e-06,0,
223,400,223,1,669,0.000226450517,9.269858409e-05;0.0003602024499,0.000315858458;0.0001734606045;0.0001900324885,biomass;glyco_frac,run_2;run_3;run_1,0.002678,0,,,0.000226450517,0.002678,9.376977909e-06,0,
224,400,224,1,672,0.0002264504795,9.269859849e-05;0.0003602023604,0.0001734535224;0.0001900367952;0.0003158611207,biomass;glyco_frac,run_3;run_1;run_2,0.003091,0,,,0.0002264504795,0.003091,9.730997049e-06,0,
225,400,225,1,675,0.0002264504418,9.269859613e-05;0.0003602022875,0.0003158622965;0.0001900428276;0.0001734462013,biomass;glyco_frac,run_2;run_1;run_3,0.002805,0,,,0.0002264504418,0.002805,9.458987022e-06,0,
226,400,226,1,678,0.0002264504039,9.269857923e-05;0.0003602022285,0.0003158621372;0.0001734386941;0.0001900503803,biomass;glyco_frac,run_2;run_3;run_1,0.003635,0,,,0.0002264504039,0.003635,8.593618178e-06,0,
227,400,227,1,681,0.0002264503676,9.269855387e-05;0.0003602021814,0.0003158608768;0.0001734311029;0.0001900591233,biomass;glyco_frac,run_2;run_3;run_1,0.003424,0,,,0.0002264503676,0.003424,7.234835823e-06,0,
228,400,228,1,684,0.0002264503358,9.269852752e-05;0.0003602021441,0.0001900686388;0.0003158588051;0.0001734235637,biomass;glyco_frac,run_1;run_2;run_3,0.002362,0,,,0.0002264503358,0.002362,5.527898826e-06,0,
229,400,229,1,687,0.0002264503109,9.26985067e-05;0.0003602021151,0.0001900784622;0.0001734162309;0.0003158562396,biomass;glyco_frac,run_1;run_3;run_2,0.002991,0,,,0.0002264503109,0.002991,3.657278983e-06,0,
230,400,230,1,690,0.0002264502941,9.269849527e-05;0.000360202093,0.0001734092614;0.0001900881225;0.0003158534984,biomass;glyco_frac,run_3;run_1;run_2,0.001704,0,,,0.0002264502941,0.001704,1.915601263e-06,0,
231,400,231,1,693,0.0002264502851,9.269849382e-05;0.0003602020764,0.0001900971797;0.0003158508754;0.0001734028002,biomass;glyco_frac,run_1;run_2;run_3,0.002475,0,,,0.0002264502851,0.002475,1.350756842e-06,0,
232,400,232,1,696,0.0002264502822,9.269850006e-05;0.0003602020644,0.0001901052569;0.0003158486212;0.0001733969686,biomass;glyco_frac,run_1;run_2;run_3,0.002902,0,,,0.0002264502822,0.002902,2.460961563e-06,0,
233,400,233,1,699,0.0002264502831,9.269851003e-05;0.0003602020561,0.0003158469281;0.0001901120653;0.0001733918557,biomass;glyco_frac,run_2;run_1;run_3,0.002380,0,,,0.0002264502831,0.002380,3.645933384e-06,0,
234,400,234,1,702,0.0002264502851,9.269851949e-05;0.0003602020508,0.0001901174198;0.0001733875129;0.0003158459227,biomass;glyco_frac,run_1;run_3;run_2,0.002264,0,,,0.0002264502851,0.002264,4.502112825e-06,0,
235,400,235,1,705,0.0002264502865,9.269852519e-05;0.0003602020478,0.0001901212451;0.0003158456625;0.0001733839519,biomass;glyco_frac,run_1;run_2;run_3,0.002368,0,,,0.0002264502865,0.002368,4.948036258e-06,0,
236,400,236,1,708,0.0002264502861,9.269852564e-05;0.0003602020465,0.0003158461389;0.0001901235733;0.0001733811461,biomass;glyco_frac,run_2;run_1;run_3,0.003451,0,,,0.0002264502861,0.003451,4.97633886e-06,0,
237,400,237,1,711,0.0002264502839,9.269852117e-05;0.0003602020467,0.0001733790348;0.0003158472845;0.0001901245324,biomass;glyco_frac,run_3;run_2;run_1,0.002213,0,,,0.0002264502839,0.002213,4.621265587e-06,0,
238,400,238,1,714,0.0002264502807,9.269851354e-05;0.0003602020478,0.0003158489833;0.0001901243292;0.0001733775295,biomass;glyco_frac,run_2;run_1;run_3,0.002697,0,,,0.0002264502807,0.002697,3.947406136e-06,0,
239,400,239,1,717,0.0002264502774,9.269850515e-05;0.0003602020496,0.0001733765217;0.0003158510841;0.0001901232263,biomass;glyco_frac,run_3;run_2;run_1,0.002262,0,,,0.0002264502774,0.002262,3.042233283e-06,0,
240,400,240,1,720,0.000226450275,9.269849822e-05;0.0003602020518,0.000190121518;0.0001733758917;0.0003158534153,biomass;glyco_frac,run_1;run_3;run_2,0.003454,0,,,0.000226450275,0.003454,2.014273801e-06,0,
241,400,241,1,723,0.0002264502743,9.269849418e-05;0.0003602020543,0.0001733755181;0.0001901195048;0.0003158557998,biomass;glyco_frac,run_3;run_1;run_2,0.002366,0,,,0.0002264502743,0.002366,1.032856964e-06,0,
242,400,242,1,726,0.0002264502752,9.269849337e-05;0.0003602020569,0.0001901174706;0.0001733752856;0.0003158580693,biomass;glyco_frac,run_1;run_3;run_2,0.003248,0,,,0.0002264502752,0.003248,7.407234982e-07,0,
243,400,243,1,729,0.0002264502774,9.269849517e-05;0.0003602020595,0.0003158600769;0.0001901156624;0.0001733750928,biomass;glyco_frac,run_2;run_1;run_3,0.003179,0,,,0.0002264502774,0.003179,1.421378594e-06,0,
